OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
Bosnia and Herzegovina,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,699.79
Bosnia and Herzegovina,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,198877
Bosnia and Herzegovina,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-1184.36
Bosnia and Herzegovina,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,5496707.97
Bosnia and Herzegovina,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,130579.12
Bosnia and Herzegovina,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,800082.89
Bosnia and Herzegovina,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,40001
Bosnia and Herzegovina,10003,Global Environment Fund Truste,FUNDS_GEF,FUNDS_GEF,GEFTRUSTEE,GEF TRUSTEE,0
Bosnia and Herzegovina,10102,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,50000
Bosnia and Herzegovina,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,52043308.12
Bosnia and Herzegovina,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,1948835.16
Bosnia and Herzegovina,10361,ZAYED FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ZAYED FOUN,PRIV_ZAYED FOUNDATION,0
Bosnia and Herzegovina,10480,USAID,USA,United States of America,USAID,USAID,1500000
Bosnia and Herzegovina,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,13898.54
Bosnia and Herzegovina,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,1214760
Bosnia and Herzegovina,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,916341
Bosnia and Herzegovina,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,668449.2
Bosnia and Herzegovina,11776,UN Tr Fund for Human Security,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
Bosnia and Herzegovina,12064,International Fund for Animal,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IFAW,International Fund for Animal,116403
Bosnia and Herzegovina,12182,EKOPAK ltd,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BIH-,EKOPAK,-19.28
Bosnia and Herzegovina,12226,European Climate Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NLD-ECF,ECF,8170.56
Bosnia and Herzegovina,12291,"Komunalno preduzece ""Bobas"" A.",-,-,-,-,13573.95
Botswana,-,-,-,-,-,-,4.01
Botswana,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0.08
Botswana,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,-255667.68
Botswana,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,1880.42
Botswana,70,GOVERNMENT OF BOTSWANA,BWA,Botswana,BWA_GOVT,Botswana Government,2927189.18
Botswana,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,0.01
Botswana,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0.25
Botswana,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Botswana,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,34000.17
Botswana,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,-6696.98
Botswana,1864,World Trade Organization,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WTO_TRADE,World Trade Organization,-0.47
Botswana,10191,"UNCCD, BONN",UN_AGY 1,UN AGENCY 1,UNCCD_ BON,AGY_UNCCD_ BONN,0.44
Botswana,10287,AFRICAN COMPREHENSIVE HIV/AIDS,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,-4.75
Botswana,10363,DEP INTERNATIONAL,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.28
Brazil,-,-,-,-,-,-,113041.93
Brazil,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,495582.83
Brazil,16,INTER-AMERICAN DEVELOPMENT BAN,IFI_IDB,IFI_IDB,IDB,Inter-American Development Ban,-609748.44
Brazil,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,-11122649.61
Brazil,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
Brazil,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
Brazil,1053,BRA-MIN DO DESENVOL  VIMENTO S,BRA,Brazil,BRA_MIN,Brazil Ministry,-822085.95
Brazil,11238,BRA-MINISTERIO DO MEIO AMBIENT,BRA,Brazil,BRA_MIN,Brazil Ministry,1265403.82
Brazil,11239,BRA-FUNDACAO NACIONAL DO INDIO,BRA,Brazil,BRA_MIN,Brazil Ministry,1795273.43
Brazil,11240,BRA-MIN DESENVOL  VIMENTO AGRA,BRA,Brazil,BRA_MIN,Brazil Ministry,5744326.13
Brazil,11248,BRA-Inst. Chico. Mendes de Con,BRA,Brazil,BRA_MIN,Brazil Ministry,93967.56
Brazil,11364,MDTFO\JP_MDG-F_Conflict_&_PB,MDTF1,BU,MDGF_CONFL,BCPR CONFLICT PREVENTION,0
Brazil,11488,BRA-Caixa Economica federal,BRA,Brazil,BRA_GOVT,Brazil Government,1127191.94
Brazil,11575,BRA-Agencia N.Vig.Sanitaria,BRA,Brazil,BRA_MIN,Brazil Ministry,7936860.83
Brazil,11587,Ministerio da Saude,BRA,Brazil,BRA_MIN,Brazil Ministry,1215121.51
Brazil,11622,BRA-MINISTERIO DO ESPORTE,BRA,Brazil,BRA_MIN,Brazil Ministry,0
Brazil,11648,BRA-Min. das Relacoes Exterier,BRA,Brazil,BRA_MIN,Brazil Ministry,8217786.44
Brazil,11695,BRA-SEBRAE,BRA,Brazil,BRA_MIN,Brazil Ministry,-1522214.73
Brazil,11748,BRA-AOJIN,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,0
Brazil,11758,BRA-Financiadora Estudos/Proj,BRA,Brazil,BRA_MIN,Brazil Ministry,0
Brazil,11762,BRA-PETROBRAS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,904568.07
Brazil,11764,BRA Banco do Nordeste do Brasi,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,315031.5
Brazil,11765,BRA - Ministerio Desenv. Socia,BRA,Brazil,BRA_MIN,Brazil Ministry,1130287.85
Brazil,11789,BRA-Instituto Bras. Do Algodao,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,0
Brazil,11791,BRA-ELETROBRAS FURNAS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,224618.15
Brazil,11811,BRA-SEC NAC DA JUVENTUDE,BRA,Brazil,BRA_MIN,Brazil Ministry,0
Brazil,11867,BRA - SENADO,BRA,Brazil,BRA_MIN,Brazil Ministry,0
Brazil,11868,BRA-SECULT,BRA,Brazil,BRA_MIN,Brazil Ministry,-1393946.5
Brazil,11889,BRA-Defensoria Pública da Uniã,BRA,Brazil,BRA_MIN,Brazil Ministry,-95479.17
Brazil,11894,BRA-CODEPLAN,BRA,Brazil,BRA_MIN,Brazil Ministry,0
Brazil,11895,BRA-TERRACAP,BRA,Brazil,BRA_MIN,Brazil Ministry,13735804.88
Brazil,11897,BRA-Secreteria de Reforma Jo J,BRA,Brazil,BRA_MIN,Brazil Ministry,0
Brazil,11902,BRA- Sec Planej de Minas Gerai,BRA,Brazil,BRA_MIN,Brazil Ministry,59866.96
Brazil,11926,BRA-Com.Nac da Vardade CNV/PR,BRA,Brazil,BRA_MIN,Brazil Ministry,684119.91
Brazil,11934,BRA-SG Presidencia,BRA,Brazil,BRA_GOVT,Brazil Government,851351.86
Brazil,11968,BRA-Sec Nac Defesa Civil,BRA,Brazil,BRA_GOVT,Brazil Government,429500.74
Brazil,11980,BRA-CONS ADM DEFESA ECON/MJ,BRA,Brazil,BRA_GOVT,Brazil Government,0
Brazil,11981,BRA-SEC NACIONAL DO CONSUMIDOR,BRA,Brazil,BRA_GOVT,Brazil Government,456409.93
Brazil,12107,BRA-FUNDACAOVALE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRA - FUNDACAOVALE,Foundation,0
Brazil,12119,BRA-Governo do Estado da Bahia,BRA,Brazil,BRA_GOVT,Brazil Government,1617061.18
Brazil,12157,BRA- EMPRESSA DE PLANEJAMENTO,BRA,Brazil,BRA_MIN,Brazil Ministry,6209492.93
Brazil,12158,BRA-SECRET ARIA DE POLITICAS D,BRA,Brazil,BRA_MIN,Brazil Ministry,688766.14
Brazil,54412,BRA-SECRETARIA DIRETOS HUMANOS,BRA,Brazil,BRA_MIN,Brazil Ministry,1027213.73
Bulgaria,-,-,-,-,-,-,-223875.88
Bulgaria,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Bulgaria,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,0
Bulgaria,1336,BUL-MINISTRY OF LABOUR & SOCIA,BGR,Bulgaria,BGR_MIN2,Bulgaria Ministry2,0
Bulgaria,1452,BUL-MUNICIPALITIES,BGR,Bulgaria,BGR_MIN,Bulgaria Ministry,0
Bulgaria,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,-434760
Bulgaria,10993,BUL MINISTRY OF REG DEVT AND P,BGR,Bulgaria,BGR_MIN,Bulgaria Ministry,0
Bureau for Dev. Policy,-,-,-,-,-,-,0
Bureau for Dev. Policy,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,952895.81
Bureau for Dev. Policy,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,0
Bureau for Dev. Policy,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,21600
Bureau for Dev. Policy,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
Bureau for Dev. Policy,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,102741.93
Bureau for Dev. Policy,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,54800
Bureau for Dev. Policy,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,-122688.26
Bureau for Dev. Policy,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,0
Bureau for Dev. Policy,70,GOVERNMENT OF BOTSWANA,BWA,Botswana,BWA_GOVT,Botswana Government,-51619.23
Bureau for Dev. Policy,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,542986.42
Bureau for Dev. Policy,94,GOVERNMENT OF CZECHOSLOVAKIA,CSK,Czechoslovakia,CSK_GOVT,Czechoslovakia Government,13568.52
Bureau for Dev. Policy,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,2870172.34
Bureau for Dev. Policy,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,2194.75
Bureau for Dev. Policy,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,357007.87
Bureau for Dev. Policy,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,0
Bureau for Dev. Policy,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,69156.29
Bureau for Dev. Policy,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,71270039.77
Bureau for Dev. Policy,152,GOVERNMENT OF LIECHTENSTEIN,LIE,Liechtenstein,LIE_GOVT,Liechtenstein Government,0
Bureau for Dev. Policy,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0
Bureau for Dev. Policy,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,10950
Bureau for Dev. Policy,185,GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,0
Bureau for Dev. Policy,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,325507.98
Bureau for Dev. Policy,215,GOVERNMENT OF SINGAPORE,SGP,Singapore,SGP_GOVT,Singapore Government,241094.92
Bureau for Dev. Policy,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,-0.44
Bureau for Dev. Policy,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,-142684.55
Bureau for Dev. Policy,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,163934.87
Bureau for Dev. Policy,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,4353816.68
Bureau for Dev. Policy,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
Bureau for Dev. Policy,304,FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FF,PRI_FORD FOUNDATION,110000
Bureau for Dev. Policy,316,CONRAD HILTON FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CHF,PRIV_CONRAD HILTON FOUNDATION,297000
Bureau for Dev. Policy,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,0
Bureau for Dev. Policy,393,WORLD VISION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,WORLDVISIO,PRIV_WORLD VISION,67866.99
Bureau for Dev. Policy,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0
Bureau for Dev. Policy,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,-887570.3
Bureau for Dev. Policy,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,2355013.29
Bureau for Dev. Policy,717,The Republic of Korea,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,1100000
Bureau for Dev. Policy,1480,NAT'L DEMOCRATIC INSTITUTE FOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NDI,PRIV_YEM-NATIONAL DEMOCRATIC I,40000
Bureau for Dev. Policy,1649,ROCKEFELLER FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ROCKE,PRIV_ROCKEFELLER FOUNDATION,0
Bureau for Dev. Policy,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,8606842.9
Bureau for Dev. Policy,1854,ESCAP,UN_AGY 1,UN AGENCY 1,ESCAP,AGY_ESCAP,0
Bureau for Dev. Policy,1861,UN Office in Geneva,UN_AGY 1,UN AGENCY 1,UNOG,AGY_UN Office in Geneva,0
Bureau for Dev. Policy,1864,World Trade Organization,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WTO_TRADE,World Trade Organization,0
Bureau for Dev. Policy,10008,UN Office for Project Services,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,602382
Bureau for Dev. Policy,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,4560249.06
Bureau for Dev. Policy,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,5153.68
Bureau for Dev. Policy,10232,UN FRAMEWORK CONVENTION ON CLI,UN_AGY 1,UN AGENCY 1,UNFCCC,AGY_UN FRAMEWORK CONVENTION ON,-8.42
Bureau for Dev. Policy,10245,OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,43200
Bureau for Dev. Policy,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,495722
Bureau for Dev. Policy,10444,Unión Inter-Parlamentaria,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IPU,Union Inter-Parlamentaria,50000
Bureau for Dev. Policy,10480,USAID,USA,United States of America,USAID,USAID,545888.32
Bureau for Dev. Policy,10545,INTERNATIONAL IDEA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IDEA,INTERNAL INST FOR DEM & EA,37500
Bureau for Dev. Policy,10647,FIRST DATA WESTERN UNION FOUND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FIRST UNION,PRIV_FIRST UNION,0
Bureau for Dev. Policy,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,6204688.42
Bureau for Dev. Policy,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,0
Bureau for Dev. Policy,10780,UN FUND FOR UNWOMEN,UN_AGY 1,UN AGENCY 1,UN FUND-UNIFEM,AGY_UNFUND FOR UNIFEM,0
Bureau for Dev. Policy,10839,THE WILLIAM AND FLORE HEWLETT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HEWLETT FDT,PRIV_HEWLETT FDT FOUND,98000
Bureau for Dev. Policy,10846,ENERGY & ENERGY EFFICIENCY PSH,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,REEEP,PRIV_UK BASED,1163.3
Bureau for Dev. Policy,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,150026
Bureau for Dev. Policy,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,-2538834.36
Bureau for Dev. Policy,11266,Austrian Development Agency,AUT,Austria,AUT_GOVT,Austria Government,109439.12
Bureau for Dev. Policy,11352,WSSCC UNOPS,UN_AGY 1,UN AGENCY 1,WSSCC,SWITZERLAND,0
Bureau for Dev. Policy,11446,Over seas Development Institut,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ODI,PRIV_BRITAIN,202000
Bureau for Dev. Policy,11449,Foundation for Global Compact,UN_AGY 1,UN AGENCY 1,GLOB_COMP_FOUND,UN,0
Bureau for Dev. Policy,11604,Sweden Folke Bernadotte Academ,SWE,Sweden,SWE_GOVT,Sweden Government,0
Bureau for Dev. Policy,11668,MDTFO/JP_Human_Rights_Mainstre,MDTF1,BU,HUN_RIGHTS,MDTFO/JP_Human_Rights_Mainstre,0
Bureau for Dev. Policy,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
Bureau for Dev. Policy,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,318031.19
Bureau for Dev. Policy,11817,GRM,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GRM,GRM,0
Bureau for Dev. Policy,11929,MDTFO/UNDP CVF,MDTF1,BU,BOM_OFA_ACCOUNTS,MDTFO/UNDP CVF,297809.03
Bureau for Dev. Policy,11931,Motorola Solutions Uk Limited,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MOTOROLA S,Motorola Solutions Uk Limited,30000
Bureau for Dev. Policy,11999,Motorola Solutions Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MOT. FOUN.,Motorola Solutions Foundation,0
Bureau for Dev. Policy,12125,IKEA Supply AG,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IKEASI,PRIV_SWEDEN,-100000
Bureau for Dev. Policy,12141,Kurdistan Regional Govt Iraq,IRQ,Iraq,IRQ_GOVT,Iraq Government,393581
Bureau for Dev. Policy,12178,FANRPAN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ZAF-,FANRPAN,42000
Bureau for Dev. Policy,12270,Sustainable DG Fund,-,-,-,-,559000
Burkina Faso,-,-,-,-,-,-,0
Burkina Faso,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,-0.01
Burkina Faso,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,150000
Burkina Faso,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,200000
Burkina Faso,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
Burkina Faso,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,-87000
Burkina Faso,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0.01
Burkina Faso,68,GOVERNMENT OF BURKINA FASO,BFA,Burkina Faso,BFA_GOVT,Burkina Faso Government,-27240.7
Burkina Faso,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,50498.46
Burkina Faso,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,20734.51
Burkina Faso,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,938918.17
Burkina Faso,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,615595.08
Burkina Faso,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
Burkina Faso,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
Burkina Faso,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1308289.17
Burkina Faso,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0
Burkina Faso,1697,BKF-SHELL FOUDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL,PRIV_BKF-SHELL FOUDATION,0
Burkina Faso,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,0
Burkina Faso,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,825309.49
Burkina Faso,10228,Aarhus United A/S,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AARHUSUNIT,PRIV_Aarhus United A/S,0
Burkina Faso,11137,WEST AFRICAN ECONOMIC AND MONE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,UEMOA,UEMOA,0
Burkina Faso,11266,Austrian Development Agency,AUT,Austria,AUT_GOVT,Austria Government,0
Burkina Faso,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,39463.93
Burundi,-,-,-,-,-,-,0
Burundi,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
Burundi,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
Burundi,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Burundi,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
Burundi,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
Burundi,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Burundi,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
Burundi,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,0
Burundi,60,GOVERNMENT OF BURUNDI,BDI,Burundi,BDI_GOVT,Burundi Government,5173.34
Burundi,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
Burundi,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,267379.68
Burundi,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
Burundi,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,1300000
Burundi,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
Burundi,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
Burundi,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
Burundi,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,367766.3
Burundi,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
Burundi,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,0
Cairo Regional Center,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Cairo Regional Center,286,LEAGUE OF ARAB STATES,MUTLI_AGY2,MULTI-LATERAL AGENCY2,LAS,LEAGUE OF ARAB STATES,0
Cairo Regional Center,980,EGY-FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FORD FOUND,PRIV_EGY-FORD FOUNDATION,0
Cairo Regional Center,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Cairo Regional Center,11403,SDC-Swiss Agency For Developme,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0
