OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
Chad,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Chad,81,GOVERNMENT OF CHAD,TCD,Chad,TCD_GOVT,Chad Government,1140043.83
Chad,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1225000
Chad,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0
Chad,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-1541.8
Chad,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,5105175.1
Chad,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,90000
Chad,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,0
Chad,11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,33000
Chad,11776,UN Tr Fund for Human Security,UN_AGY 1,UN AGENCY 1,UN,United Nations,1040040
Chile,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,90024.39
Chile,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Chile,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,66012.92
Chile,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Chile,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,0
Chile,580,CHI-AGENCIA DE COOPERACION INT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,AGCI,PRIV_CHI-AGENCIA DE COOPERACIO,-11496.39
Chile,1185,CHI-INSTITUTO NACIONAL DE LA J,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INJ,PRIV_CHI-INSTITUTO NACIONAL DE,1828169.68
Chile,1345,CHI-MINISTERIO DE EDUCACION,CHL,Chile,CHL_MIN,Chile Ministry,0
Chile,1377,CHI-MINISTERIO DE VIVIENDA Y U,CHL,Chile,CHL_MIN,Chile Ministry,0
Chile,1431,CHI-MINISTERIO DE RELACIONES E,CHL,Chile,CHL_MIN,Chile Ministry,977000
Chile,1682,CHI-SECRETARIA GENERAL DE LA P,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SEGPRES,PRIV_CHI-SECRETARIA GENERAL DE,629250
Chile,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,457940.04
Chile,10211,SERVICIO NACIONAL DE LA MUJER,UN_AGY 1,UN AGENCY 1,SERNAM,AGY_SERVICIO NACIONAL DE LA MU,16278.01
Chile,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,0
Chile,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,-10898.92
Chile,11183,CHL-MINISTERIO DEL TRABAJO,CHL,Chile,CHL_MIN,Chile Ministry,0
Chile,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
Chile,11372,GOB-REG METROPOLITANO SANTIAGO,CHL,Chile,CHL_GOVT,Chile Government,80138.35
Chile,11385,MINISTERIO SEC GRAL DE GOBEIRN,CHL,Chile,CHL_MIN,Chile Ministry,0
Chile,11578,SUBSECRETARIA DE MEDIO AMBIENT,CHL,Chile,CHL_MIN,Chile Ministry,0
Chile,11658,AGENCIA CHILENA DE EFICIENCIA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ACHEE,PRIV,0
Chile,11712,CONSEJO PARA LA TRANSPARENCIA,CHL,Chile,CHL_MIN,Chile Ministry,0
Chile,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Chile,11737,SOUTH SOUTH NORTH,MUTLI_AGY2,MULTI-LATERAL AGENCY2,SSN,SOUTH SOUTH NORTH,0
Chile,11906,DANISH GOV/MIN of FOREIGN AFF,DNK,Denmark,DNK_MIN,Denmark Ministry,0
Chile,11964,"GOB, REGIONAL ARICA Y PARINACO",CHL,Chile,CHL_GOVT,Chile Government,0
Chile,12086,CONGRESO NACIONAL,CHL,Chile,CHL_GOVT,Chile Government,40000
Chile,12238,FUNDACION NAC. SUP. POBREZA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CHL -,FUNASUPO,22179
China,-,-,-,-,-,-,-5325.66
China,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
China,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,0
China,89,GOVERNMENT OF CHINA,CHN,People's Republic of China,CHN_GOVT,People's Republic of China Gov,7164464.11
China,171,GOVERNMENT OF MONGOLIA,MNG,Mongolia,MNG_GOVT,Mongolia Government,50000
China,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,723387.95
China,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,152500
China,206,GOVERNMENT OF RUSSIAN FEDERATI,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,212500
China,210,GOVERNMENT OF SAUDI ARABIA,SAU,Saudi Arabia,SAU_GOVT,Saudi Arabia Government,0
China,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,-12480.09
China,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,-53.5
China,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
China,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,220894.54
China,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,56058
China,304,FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FF,PRI_FORD FOUNDATION,0
China,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,-374.75
China,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,1023280.9
China,1622,CPR-PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,270488.65
China,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,9852.35
China,10537,GUANGXI STORA ENSO FORESTRY CO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,STORA ENSO,PRIV_STORA ENSO,0
China,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
China,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,800374.75
China,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0
China,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,148423.01
China,11401,MDTFO/JP_FM_Eliminate_Violence,MDTF1,BU,FM_AEVAM,UNIFEM ELIM VIOLENCE,-2583.15
China,11823,Tianyan Green Energy,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CHINA,CWDF,0
China,11863,China Women's Dev Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CHINA,CWDF,160209.84
China,11887,The Peace and Dev Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CHINA,CWDF,100000
China,11906,DANISH GOV/MIN of FOREIGN AFF,DNK,Denmark,DNK_MIN,Denmark Ministry,0
China,11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,105966
China,11938,the Macau Government,CHN,People's Republic of China,CHN_GOVT,People's Republic of China Gov,0
China,12015,Sunshine Kaidi New Energy,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,KAIDI,Sunshine Kaidi New Energy,0
China,12024,China Business Network,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CBN,China Business Network,0
China,12068,Hainan Cihang Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,HNA,Hainan Cihang Foundation,0
China,12163,ZHENFA New Energy Science & Te,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CHN-,ZHENFA,103806.23
China,12164,SK the Happiness Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,KOR-,SKHF,50437.14
China,12170,China Minmetals Corporation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CHN-MINMETAL,CORPORATION,164771.79
China,12198,Wuhan Kaidi Electric Power Co,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CHN-WUHAN,Kaidi,1202037.66
China,12209,Three-W International Corp.,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,USA-THREE-W,Three-W,29600.28
China,12239,CITIC Environment Protection C,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CHN-CITIC,CITIC,10000
China,12250,China Machinery Engineering Co,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CHN-CMEC,CMEC,208333.34
China,12281,Baidu Foundation,-,-,-,-,243033.05
China,12289,CHENGDU BEIYOU BMPST Institute,-,-,-,-,30663.86
China,55460,FRIDTJOF NANSEN Inst.NORWAY,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NOR-,FRIDT NANSEN,12082.49
Colombia,-,-,-,-,-,-,-148238.29
Colombia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Colombia,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,20000
Colombia,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
Colombia,87,GOVERNMENT OF COLOMBIA,COL,Colombia,COL_GOVT,Colombia Government,-33368.64
Colombia,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,957854.42
Colombia,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,-137.04
Colombia,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,199374.27
Colombia,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,348662.68
Colombia,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0
Colombia,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,3848431.02
Colombia,572,COL-AGENCIA PRESIDENCIAL DE CO,COL,Colombia,COL_MIN,Colombia Ministry,430620.9
Colombia,594,COL-ALCALDIA DE RIOHACHA,COL,Colombia,COL_MIN,Colombia Ministry,25535.02
Colombia,595,COL-ALCALDIA DE SANTA MARTA,COL,Colombia,COL_MIN,Colombia Ministry,198507.46
Colombia,596,COL-ALCALDIA DE VALLEDUPAR,COL,Colombia,COL_MIN,Colombia Ministry,64278.91
Colombia,599,COL-ALCALDIA DE BUCARAMANGA,COL,Colombia,COL_MIN,Colombia Ministry,32307.12
Colombia,600,COL-ALCALDIA MAYOR DE SANTAFE,COL,Colombia,COL_MIN,Colombia Ministry,0
Colombia,602,COL-ALCALDIA DE BARRANQUILLA,COL,Colombia,COL_MIN,Colombia Ministry,167522.97
Colombia,603,COL-ALCALDIA SANTIAGO DE CALI,COL,Colombia,COL_MIN,Colombia Ministry,0
Colombia,604,COL-ALCALDIA  MAYOR DE CARTAGE,COL,Colombia,COL_MIN,Colombia Ministry,588458.69
Colombia,607,COL-ALCALDIA DE IBAGUE,COL,Colombia,COL_MIN,Colombia Ministry,0
Colombia,612,COL-ALCALDIA DE PASTO,COL,Colombia,COL_MIN,Colombia Ministry,288048.27
Colombia,729,COL-CORPORACION AUTONOMA REGIO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CAR1,PRIV_COL-CORPORACION AUTONOMA,0
Colombia,735,COL-CAMARA DE COMERCIO DE BOGO,COL,Colombia,COL_GOVT,Colombia Government,79533.4
Colombia,737,COL-CCF- COST SHARING - COLOMB,UN_AGY 1,UN AGENCY 1,CCF - C.S,AGY_COL-CCF- COST SHARING - CO,-0.26
Colombia,830,COL-CORPORACION AUTONOMA REGIO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CAR3,PRIV_COL-CORPORACION AUTONOMA,38058.94
Colombia,847,COL-DEPARTAMENTO ADMINISTRATIV,COL,Colombia,COL_MIN3,Colombia Ministry3,17910.45
Colombia,848,COL-UNIDAD ESP. ADM. ORG. SOLI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,DANSOCIAL,PRIV_COL-DANSOCIAL,0
Colombia,850,COL-DEPARTAMENTO ADMINISTRATIV,COL,Colombia,COL_MIN1,Colombia Ministry1,6937684.47
Colombia,877,COL-DEPARTAMENTO NACIONAL DE P,COL,Colombia,COL_MIN,Colombia Ministry,12241289.41
Colombia,886,COL-EMPRESA DE ACUEDUCTO Y ALC,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
Colombia,893,COL-EMPRESA COLOMBIANADE PETRO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ECOPETROL,PRIV_COL-EMPRESA COLOMBIANADE,0
Colombia,1023,COL-GOBERNACION DE BOLIVAR,COL,Colombia,COL_GOVT,Colombia Government,0
Colombia,1026,COL-GOBERNACION DE CUNDIAMARCA,COL,Colombia,COL_GOVT,Colombia Government,24871.69
Colombia,1027,COL-GOBERNACION DE LA GUAJIRA,COL,Colombia,COL_GOVT,Colombia Government,0
Colombia,1029,COL-GOBRENACION DEL META,COL,Colombia,COL_GOVT,Colombia Government,0
Colombia,1032,COL-GOBERNACION DE SANTANDER,COL,Colombia,COL_GOVT,Colombia Government,0
Colombia,1033,COL-GOBERNACION DEL TOLIMA,COL,Colombia,COL_GOVT,Colombia Government,39801
Colombia,1037,COL-GOBERNACIÓN DEL ATLÁNTICO,COL,Colombia,COL_GOVT,Colombia Government,116666.67
Colombia,1125,COL-INSTITUTO COLOMBIANO DE BI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ICBF,PRIV_COL-INSTITUTO COLOMBIANO,0
Colombia,1132,"COL-INSTITUTO DE HIDROLOGIA ,",PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IDEAM,PRIV_COL-INSTITUTO DE HIDROLOG,133976.42
Colombia,1351,COL-EMPRESA NACIONAL MINERA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MINERCOL,PRIV_COL-EMPRESA NACIONAL MINE,220806.42
Colombia,1354,COL-MINISTERIO DE HACIENDA Y C,COL,Colombia,COL_MIN,Colombia Ministry,-19873.42
Colombia,1356,COL-MINISTERIO DEL INTERIOR,COL,Colombia,COL_MIN,Colombia Ministry,1204466.37
Colombia,1360,COL-MINISTERIO DE MINAS  Y ENE,COL,Colombia,COL_MIN,Colombia Ministry,0
Colombia,1373,COL-MINISTERIO DE TRABAJO Y SE,COL,Colombia,COL_MIN,Colombia Ministry,4246999.65
Colombia,1636,COL-RED DE SOLIDARIDAD SOCIAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,REDSOLIDAR,PRIV_COL-RED DE SOLIDARIDAD SO,-0.06
Colombia,1761,COL-UNIDAD ADMTIVA ESPECIAL SI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UAESPNN,PRIV_COL-UNIDAD ADMTIVA ESPECI,95113.42
Colombia,1824,COL-VEEDURIA DISTRITAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,VEEDIST.,PRIV_COL-VEEDURIA DISTRITAL,33112.27
Colombia,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Colombia,10214,INCODER,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INCODER,PRIV_INCODER,0
Colombia,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,268504.53
Colombia,10267,MINISTERIO DE COMUNICACIONES,COL,Colombia,COL_GOVT,Colombia Government,668069.9
Colombia,10465,AGENCIA CATALANA DE COOP AL DE,ESP,Spain,ESP_GOVT,Spain Government,0
Colombia,10480,USAID,USA,United States of America,USAID,USAID,148000
Colombia,10481,ALCALDIA DE SOACHA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ALC.SOACHA,PRIV_ALC.SOACHA,0
Colombia,10712,KOREA INTERN. COOPERATION AGEN,KOR,Republic of Korea,KOR_MIN,Republic of Korea Ministry,0
Colombia,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,1484489
Colombia,10992,DPAD-FNC-FIDUPREVISORA S.A.,COL,Colombia,COL_MIN,Colombia Ministry,0
Colombia,11081,COL-ALCALDIA DE TUNJA,COL,Colombia,COL_MIN,Colombia Ministry,226349.41
Colombia,11130,COL-CONGRESO DE LA REPUBLICA,COL,Colombia,COL_MIN,Colombia Ministry,0
Colombia,11209,FNC,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FNC,PRIV_COLOMBIA,0
Colombia,11232,ISAGEN S.A.E.S.P.,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ISAGEN,PRIV_COLOMBIA,0
Colombia,11241,FUN. ANTONIO RESTREPO BARCO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ANTRESBA,PRIV_FOUNDATION COLOMBIA,0
Colombia,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,337475
Colombia,11567,ISA SA ESP,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ISA SA ESP,PRIV_COLOMBIA,41666.67
Colombia,11598,EUROPE AID,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Colombia,11631,NIMD,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COL_NIMD,PRIV,0
Colombia,11653,SETP Santa Marta S.A.S,COL,Colombia,COL_MIN,Colombia Ministry,0
Colombia,11660,Dist. Turist y Cultu Cartagena,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,DIS_CTGNA,PRIV,167801.56
Colombia,11737,SOUTH SOUTH NORTH,MUTLI_AGY2,MULTI-LATERAL AGENCY2,SSN,SOUTH SOUTH NORTH,0
Colombia,11755,Instituto von Humboldt,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COLOMBIA,PRIVATE NATIONAL,0
Colombia,11756,Corporacion Regional Guavio,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COLOMBIA,PRIVATE NATIONAL,0
Colombia,11775,Gobernacion Quindio,COL,Colombia,COL_GOVT,Colombia Government,0
Colombia,11787,FUNDACION MAMONAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COLOMBIA,PRIVATE NATIONAL,122455.29
Colombia,11797,Alcaldia de Floridablanca,COL,Colombia,COL_MIN,Colombia Ministry,0
Colombia,11888,Gobernacion de san Andres,COL,Colombia,COL_GOVT,Colombia Government,0
Colombia,11893,Departamento para la Prosperid,COL,Colombia,COL_GOVT,Colombia Government,6905458.26
Colombia,11898,"Ministerio de Comercio, Indust",COL,Colombia,COL_MIN,Colombia Ministry,752382.89
Colombia,11907,Fondo Attencion emergenc Bogot,COL,Colombia,COL_GOVT,Colombia Government,202479.34
Colombia,11946,Secreteria de Educacion y Cult,COL,Colombia,COL_MIN,Colombia Ministry,108281.25
Colombia,11947,Agencia Nacional de Hydrocarbu,COL,Colombia,COL_MIN,Colombia Ministry,1647108.07
Colombia,11951,Ministerio de Justicia,COL,Colombia,COL_MIN,Colombia Ministry,0
Colombia,11983,AGENCIA NACIONAL PARALA  SUPER,COL,Colombia,COL_GOVT,Colombia Government,104931.79
Colombia,11998,Alcaldia de Monteria,COL,Colombia,COL_GOVT,Colombia Government,52083.33
Colombia,12033,Area Metropolitana de Bucarama,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,AMB,Area Metropolitana de Bucarama,0
Colombia,12066,Federacion Nacional de Cultiva,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FEDEPALMA,FEDEPALMA,0
Colombia,12092,SECRETARIA EDUCACION DE BOGOTA,COL,Colombia,COL_GOVT,Colombia Government,0
Colombia,12129,Camara de Comercio de Barranqu,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COL-,CAM COMERCIO BAR,16927.08
Colombia,12132,I. VIS Y REFORMA URBANA M.B/MA,COL,Colombia,COL_GOVT,Colombia Government,0
Colombia,12137,Corporacion Autonoma Regional,COL,Colombia,COL_GOVT,Colombia Government,0
Colombia,12173,Repsol Colombia S.A.,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COL -,REPSOL,709609.25
Colombia,12270,Sustainable DG Fund,-,-,-,-,10000
Colombia,12282,Organizacion de Estados lberoa,-,-,-,-,90087.81
Colombia,12283,FUNDACION PROMIGAS,-,-,-,-,72469.13
Comoros,-,-,-,-,-,-,0
Comoros,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
Comoros,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,724
Comoros,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,139997.57
Comoros,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
Comoros,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Comoros,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,-284
Comoros,86,GOVERNMENT OF COMOROS,COM,Comoros,COM_GOVT,Comoros Government,0
Comoros,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,-8
Comoros,289,ORGANIZATION OF AFRICAN UNITY,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OAU,ORGANIZATION OF AFRICAN UNITY,-43
Comoros,328,AUSTRALIA AG FOR INTNL DEV:UNC,AUS,Australia,AUS_MIN,Australia Ministry,-184
Comoros,1864,World Trade Organization,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WTO_TRADE,World Trade Organization,331809
Comoros,10776,UNWOMEN - CSA,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
Comoros,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,-48
Comoros,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,0
Comoros,11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,56791
Comoros,11451,MDTFO/JP_Comros_One_UN_Fund,MDTF1,BU,COM_ONE_FD,MDTFO/JP_Comros_One_UN_Fund,-157
Congo,-,-,-,-,-,-,0
Congo,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Congo,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,0
Congo,17,AFRICAN DEVELOPMENT BANK,IFI_ADB,IFI_ADB,ADB,African Development Bank,0
Congo,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
Congo,121,GOVERNMENT OF GUATEMALA,GTM,Guatemala,GTM_GOVT,Guatemala Government,0
Congo,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,-14276.6
Congo,200,GOVERNMENT OF CONGO,COG,Congo,COG_GOVT,Congo Government,2485954.36
Congo,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,0
Congo,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,604764
Congo,1218,PRC-INTERNATIONAL PARTNERSHIP,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
Congo,1861,UN Office in Geneva,UN_AGY 1,UN AGENCY 1,UNOG,AGY_UN Office in Geneva,0
Congo,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-1313.72
Congo,10369,INTERNATIONAL PARTNERSHIP FOR,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
Congo,10712,KOREA INTERN. COOPERATION AGEN,KOR,Republic of Korea,KOR_MIN,Republic of Korea Ministry,0
Congo,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
Congo,10881,TOTAL S.A.  Multinational Comp,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYR-TOTAL,PRIV_SYR-TOTAL,49695.82
Congo,11535,MDTFO/JP_Indigenous_People_Par,MDTF1,BU,UN_IPP,MDTFO/JP_Indigenous_People_Par,0
Costa Rica,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,4558.86
Costa Rica,88,GOVERNMENT OF COSTA RICA,CRI,Costa Rica,CRI_GOVT,Costa Rica Government,611558
Costa Rica,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,30030.26
Costa Rica,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,262151
Costa Rica,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
Costa Rica,10224,INTERCHURCH ORG FOR DEVELOPMEN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ICCO_INTL,Interchurch Organization for D,157393.49
Costa Rica,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,70341.14
Costa Rica,10792,STOCKHOLM INT'L WATER INSTITUT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIWI,"PRIV_SIWI, SWEDEN",0
Costa Rica,11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,0
Croatia,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
Croatia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Croatia,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
