key,OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses
677,Comoros,86,GOVERNMENT OF COMOROS,COM,Comoros,COM_GOVT,Comoros Government,97602.96
678,Comoros,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,-3.51
679,Comoros,289,ORGANIZATION OF AFRICAN UNITY,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OAU,ORGANIZATION OF AFRICAN UNITY,0
680,Comoros,328,AUSTRALIA AG FOR INTNL DEV:UNC,AUS,Australia,AUS_MIN,Australia Ministry,0
681,Comoros,1864,World Trade Organization,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WTO_TRADE,World Trade Organization,234884.73
682,Comoros,10776,UNWOMEN - CSA,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,5755.58
683,Comoros,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
684,Comoros,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,494962.39
685,Comoros,11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,122868.6
686,Comoros,11451,MDTFO/JP_Comros_One_UN_Fund,MDTF1,BU,COM_ONE_FD,MDTFO/JP_Comros_One_UN_Fund,172146.98
687,Congo,-,-,-,-,-,-,0
688,Congo,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,66478.23
689,Congo,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,-6710.18
690,Congo,17,AFRICAN DEVELOPMENT BANK,IFI_ADB,IFI_ADB,ADB,African Development Bank,1824.87
691,Congo,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,63
692,Congo,121,GOVERNMENT OF GUATEMALA,GTM,Guatemala,GTM_GOVT,Guatemala Government,18.07
693,Congo,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,-7764.78
694,Congo,200,GOVERNMENT OF CONGO,COG,Congo,COG_GOVT,Congo Government,578952.81
695,Congo,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,630.8
696,Congo,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,456022.75
697,Congo,1218,PRC-INTERNATIONAL PARTNERSHIP,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.61
698,Congo,1861,UN Office in Geneva,UN_AGY 1,UN AGENCY 1,UNOG,AGY_UN Office in Geneva,366.5
699,Congo,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1412.28
700,Congo,10369,INTERNATIONAL PARTNERSHIP FOR,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,110
701,Congo,10712,KOREA INTERN. COOPERATION AGEN,KOR,Republic of Korea,KOR_MIN,Republic of Korea Ministry,440.9
702,Congo,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,570245.34
703,Congo,10881,TOTAL S.A.  Multinational Comp,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYR-TOTAL,PRIV_SYR-TOTAL,26171.65
704,Congo,11535,MDTFO/JP_Indigenous_People_Par,MDTF1,BU,UN_IPP,MDTFO/JP_Indigenous_People_Par,28537.6
705,Costa Rica,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,34321.52
706,Costa Rica,88,GOVERNMENT OF COSTA RICA,CRI,Costa Rica,CRI_GOVT,Costa Rica Government,384350.73
707,Costa Rica,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,30030.58
708,Costa Rica,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,182371.96
709,Costa Rica,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,9815.7
710,Costa Rica,10224,INTERCHURCH ORG FOR DEVELOPMEN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ICCO_INTL,Interchurch Organization for D,32902.52
711,Costa Rica,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,55861.28
712,Costa Rica,10792,STOCKHOLM INT'L WATER INSTITUT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIWI,"PRIV_SIWI, SWEDEN",-18.47
713,Costa Rica,11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,57077.82
714,Croatia,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,722.93
715,Croatia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,63600.35
716,Croatia,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,11527.39
717,Croatia,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,-5000
718,Croatia,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,3685
719,Croatia,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
720,Croatia,983,BYE-FOUNDATION OPEN SOCIETY IN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FOSI,PRIV_BYE-FOUNDATION OPEN SOCIE,39169.77
721,Croatia,10902,ENERGY EFFICIENCY FUND,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,13150.34
722,Croatia,11107,Splitsko-dalmatinska county,HRV,Croatia,HRV_GOVT,Croatia Government,4622.7
723,Croatia,11152,"MINISTRY OF FAMILY, VETERANS",HRV,Croatia,HRV_GOVT,Croatia Government,17501.65
724,Croatia,11175,MINISTRY OF HEALTH,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,233.24
725,Croatia,11303,ZADAR COUNTY,HRV,Croatia,HRV_GOVT,Croatia Government,31667.07
726,Croatia,11384,DVOR Municipality,HRV,Croatia,HRV_GOVT,Croatia Government,251.1
727,Croatia,11386,GLINA TOWN,HRV,Croatia,HRV_GOVT,Croatia Government,3776.03
728,Croatia,11436,KARLOVAC COUNTY,HRV,Croatia,HRV_GOVT,Croatia Government,517.44
729,Croatia,11441,SIBENIK_KNIN COUNTY,HRV,Croatia,HRV_GOVT,Croatia Government,2757.72
730,Croatia,11443,Foundation of  Partnerships in,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FPH,PRIV_SWISS NGO,134.97
731,Croatia,11520,City of Osijek,HRV,Croatia,HRV_GOVT,Croatia Government,39209.29
732,Croatia,11615,NACIONALNA ZAKLADA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IMPACT,PRIV,34206.45
733,Croatia,11637,FOND ZA OBNOVU I RAZVOJ GRADA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FOND_VUKOV,PRIV,4957.57
734,Croatia,11655,Small Army Survey,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SAS,PRIV,1217.92
735,Croatia,11689,FER,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CROATIA,PRIVATE NATIONAL,4115.93
736,Croatia,11733,DHMZ,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CROATIA,PRIVATE NATIONAL,18605.32
737,Croatia,11778,Hrvatski Telekom d.d,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CROATIA,PRIVATE NATIONAL,392.36
738,Croatia,11798,Istrian County,HRV,Croatia,HRV_GOVT,Croatia Government,10415.76
739,Croatia,11807,MINISTRY OF SOCIAL POLICY AND,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,4949.55
740,Croatia,11864,CIEMAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CIEMAT,CIEMAT,22618.96
741,Croatia,11865,Faculty of Civil Engineering,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CROATIA,PRIVATE NATIONAL,24933.84
742,Croatia,11966,MUP,SRB,SERBIA,SRB_GOVT,SERBIA,21615.62
743,Croatia,11995,Swiss Embassy in the Croatia,CHE,Switzerland,CHE_GOVT,Switzerland Government,13666.2
744,Croatia,12027,ICLEI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ICLEI,Rio Uruguay Seguros,14580.46
745,Croatia,12089,Regional Development Ministry,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,182633.12
746,Croatia,12147,Sisak Town,HRV,Croatia,HRV_GOVT,Croatia Government,7539.24
747,Croatia,12180,Ecologic Institute,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,DEU-ECOLOGIC,INSTITUTE,1319.97
748,Croatia,12185,Holbaek Municipality,DNK,Denmark,DNK_GOVT,Denmark Government,18624.43
749,Croatia,12195,Eupportunity,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BEL -,EUPPORT,5727.81
750,Croatia,12259,EWEA,-,-,-,-,1520.75
751,Cuba,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,2533.24
752,Cuba,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,396967.76
753,Cuba,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,30168.97
754,Cuba,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,28644.73
755,Cuba,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,2948739.69
756,Cuba,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,224189.6
757,Cuba,1655,RUSSIAN GOVERNMENT,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,882
758,Cuba,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1044132.99
759,Cuba,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0
760,Cuba,10460,FLORENCIA  DECENTRALIZED COOP,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FLORENCIA,PRIV_FLORENCIA,-6.38
761,Cuba,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,-2675.04
762,Cuba,10956,COSUDE,CHE,Switzerland,CHE_MIN,Switzerland Ministry,470846.6
763,Cuba,11347,ALCI Lodi,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ALCI,"PRIV_LODI, ITALY",-9.2
764,Cuba,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,399755.68
765,Cyprus,-,-,-,-,-,-,0
766,Cyprus,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,312486.76
767,Cyprus,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,-0.13
768,Cyprus,93,GOVERNMENT OF CYPRUS,CYP,Cyprus,CYP_GOVT,Cyprus Government,161996.43
769,Cyprus,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,-0.08
770,Cyprus,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,45095.83
771,Cyprus,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,13369.7
772,Cyprus,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,86814.39
773,Cyprus,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,2529426.88
774,Cyprus,10480,USAID,USA,United States of America,USAID,USAID,1178175.17
775,Cyprus,11650,OEB,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OEB,PRIV,2735.98
776,Cyprus,11686,FAMILY HEALTH INTERNATIONAL RE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FHI,PRIV_FHI,14970
777,Cyprus,11855,Slovak Aid,SVK,Slovak Republic,SVK_GOVT,Slovak Republic Government,2128.42
778,Cyprus,12130,Church of Cyprus,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CYP-,CHURCH,176262.2
779,Cyprus,12131,EVKAF ADMINISTRATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CYP -,EVKAF,221392.12
780,Côte d’Ivoire,-,-,-,-,-,-,-1272.3
781,Côte d’Ivoire,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,184658.24
782,Côte d’Ivoire,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,24458.21
783,Côte d’Ivoire,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,-182.23
784,Côte d’Ivoire,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0
785,Côte d’Ivoire,138,GOVERNMENT OF COTE D'IVOIRE,CIV,Cote D'Ivoire,CIV_GOVT,Cote D'Ivoire Government,527304.72
786,Côte d’Ivoire,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1847333.15
787,Côte d’Ivoire,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-8040
788,Côte d’Ivoire,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,1003.8
789,Côte d’Ivoire,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,0
790,Côte d’Ivoire,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,69489.58
791,Côte d’Ivoire,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,446430.22
792,Côte d’Ivoire,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,1361727.86
793,Côte d’Ivoire,11986,LGL MINES SA COTE D'IVOIRE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COTE IVOIRE,PRIVATE NATIONAL,241438.63
794,Democratic Republic of Congo,-,-,-,-,-,-,0
795,Democratic Republic of Congo,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,300913.33
796,Democratic Republic of Congo,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,0
797,Democratic Republic of Congo,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
798,Democratic Republic of Congo,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,-4921.68
799,Democratic Republic of Congo,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,31223.97
800,Democratic Republic of Congo,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,95046.49
801,Democratic Republic of Congo,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
802,Democratic Republic of Congo,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,-29261.24
803,Democratic Republic of Congo,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,42346.25
804,Democratic Republic of Congo,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0
805,Democratic Republic of Congo,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,3673775
806,Democratic Republic of Congo,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,2106115.14
807,Democratic Republic of Congo,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,605263
808,Democratic Republic of Congo,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,-3091
809,Democratic Republic of Congo,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
810,Democratic Republic of Congo,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,291229.2
811,Democratic Republic of Congo,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,129910.94
812,Democratic Republic of Congo,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,-50063.24
813,Democratic Republic of Congo,455,JAPANESE INTNL COOP  AC.:UNCDF,JPN,Japan,JPN_GOVT,Japan Government,2539.35
814,Democratic Republic of Congo,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,260.01
815,Democratic Republic of Congo,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,278101.01
816,Democratic Republic of Congo,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,981451.62
817,Democratic Republic of Congo,1858,UN Mission in DRC,UN_AGY 1,UN AGENCY 1,MONUC,AGY_UN Mission in DRC,41682.52
818,Democratic Republic of Congo,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1270433.61
819,Democratic Republic of Congo,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,3053.01
820,Democratic Republic of Congo,10237,FED MINISTRY FOR ECONOMIC COOP,DEU,Germany,DEU_MIN,Germany Ministry,0
821,Democratic Republic of Congo,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,28.75
822,Democratic Republic of Congo,10480,USAID,USA,United States of America,USAID,USAID,66208.42
823,Democratic Republic of Congo,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,26207555.05
824,Democratic Republic of Congo,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0
825,Democratic Republic of Congo,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,608727.63
826,Democratic Republic of Congo,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,38637.92
827,Democratic Republic of Congo,11243,HUMANITY UNITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HUMANITY U,PRIV_USA,8891.54
828,Democratic Republic of Congo,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,483885.28
829,Democratic Republic of Congo,11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,77335.76
830,Democratic Republic of Congo,11588,MDTFO/JP_DRC_Microfinance II,MDTF1,BU,JP_MICROFN_COD,MDTFO/JP_DRC_Microfinance II,834535.99
831,Democratic Republic of Congo,11776,UN Tr Fund for Human Security,UN_AGY 1,UN AGENCY 1,UN,United Nations,20345.81
832,Democratic Republic of Congo,12037,MDTFO/UNDPJP DRC FightImpunity,MDTF1,BU,JP_COD,MDTFO/UNDPJP DRC FightImpunity,1177266.67
833,Djibouti,96,GOVERNMENT OF DJIBOUTI,DJI,Djibouti,DJI_GOVT,Djibouti Government,241588.24
834,Djibouti,119,GOVERNMENT OF GREECE,GRC,Greece,GRC_GOVT,Greece Government,290826.2
835,Djibouti,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,-4449.86
836,Djibouti,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,1726445.87
837,Djibouti,339,"MIN OF PLAN, ECO & MANP :UNCDF",OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
838,Djibouti,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,61059.83
839,Dominica,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
840,Dominican Republic,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,1719.32
841,Dominican Republic,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,39.71
842,Dominican Republic,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,266335.13
843,Dominican Republic,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,949.93
844,Dominican Republic,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,1237.3
845,Dominican Republic,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,1819.83
846,Dominican Republic,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,1174.48
847,Dominican Republic,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,183317.16
848,Dominican Republic,98,GOVERNMENT OF DOMINICAN REPUBL,DOM,Dominican Republic,DOM_GOVT,Dominican Republic Government,17334724.33
849,Dominican Republic,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,278927.66
850,Dominican Republic,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,65.7
851,Dominican Republic,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,16964.5
852,Dominican Republic,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,3152041.83
853,Dominican Republic,10458,COMO DECENTRALIZED COOP COMMIT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COMO DECEN,PRIV_COMO DECEN,0
854,Dominican Republic,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,1483.48
855,Dominican Republic,10870,MIN. OF FOREIGN AFFAIRS & COOP,ESP,Spain,ESP_MIN,Spain Ministry,6126.73
856,Dominican Republic,11177,CADBURY HOLDINGS LTD,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CADBURY,PRIV_UNITED KINGDOM,62864.05
857,Dominican Republic,11296,COMITE DE MILAN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MILAN,PRIV_ITALIA,38736.79
858,Dominican Republic,11461,ANESVAD Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ANESVAD,PRIV_SPAIN,107058.29
859,Dominican Republic,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,145248.3
860,Dominican Republic,11745,FONDO PROVINCIAL MILANES,ITA,Italy,ITA_GOVT,Italy Government,11093.17
861,Dominican Republic,11754,FELCOS UMBRIA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FELCOS UMB,FELCOS UMBRIA,10247.39
862,Dominican Republic,11802,FELCODE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FELCODE,FELCODE,0
863,Ecuador,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,159605.64
864,Ecuador,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
865,Ecuador,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
866,Ecuador,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,15478.38
867,Ecuador,1286,ECU-MINISTERIO DE EDUCACION Y,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
868,Ecuador,1453,ECU-MUNICIPIO DE CUENCA,ECU,Ecuador,ECU_MIN,Ecuador Ministry,38213.38
869,Ecuador,10125,MUNICIPO DE QUITO (DONOR),ECU,Ecuador,ECU_MIN,Ecuador Ministry,2888.5
870,Ecuador,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,9924.73
871,Ecuador,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,1136.23
872,Ecuador,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,469821.99
873,Ecuador,11196,GENERALITAT VALENCIANA (DONOR),ESP,Spain,ESP_MIN,Spain Ministry,-1071
874,Ecuador,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,193394.25
875,Ecuador,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,223225.29
876,Ecuador,11776,UN Tr Fund for Human Security,UN_AGY 1,UN AGENCY 1,UN,United Nations,660
877,Ecuador,11824,ECU Gobierno Provincial El Oro,ECU,Ecuador,ECU_MIN,Ecuador Ministry,44852.02
878,Egypt,-,-,-,-,-,-,0
879,Egypt,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,11121.72
880,Egypt,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0
881,Egypt,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,50003.99
882,Egypt,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,114569.79
883,Egypt,101,GOVERNMENT OF EGYPT,EGY,Egypt,EGY_GOVT,Egypt Government,30484481.55
884,Egypt,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,200675.99
885,Egypt,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,1080.26
886,Egypt,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,2552.18
887,Egypt,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,1118.92
