Region Code Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses,Expenses
Africa,1649,ROCKEFELLER FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ROCKE,PRIV_ROCKEFELLER FOUNDATION,0.00%,0
Africa,1697,BKF-SHELL FOUDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL,PRIV_BKF-SHELL FOUDATION,0.00%,0
Africa,1764,CHI-UNIVERSIDAD DE CHILE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UCHILE,PRIV_CHI-UNIVERSIDAD DE CHILE,0.00%,0
Africa,1779,CMB-UNITED NATIONS ASSOCIATION,UN_AGY 1,UN AGENCY 1,UNA/USA,AGY_CMB-UNITED NATIONS ASSOCIA,0.00%,0
Africa,1783,NIR-UN AIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.00%,0
Africa,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.00%,"39,666"
Africa,1787,COL-UNITED NATIONS DEVELOPMENT,UN_AGY 1,UN AGENCY 1,UND_!,AGY_COL-UNITED NATIONS DEVELOP,0.00%,0
Africa,1795,UGA-UNDP/ ADJUSTMENTS,UGA,Uganda,UGA_GOVT,Uganda Government,0.00%,0
Africa,1807,NIC-FONDO DE LAS NACIONES UNID,UN_AGY 1,UN AGENCY 1,UNICEF_PRIV,NIC-FONDO DE LAS NACIONES,0.00%,0
Africa,1815,MAG-UNITED STATES AGENCY,USA,United States of America,USA_MIN,USA Ministry,0.00%,0
Africa,1839,BYE-WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0.00%,0
Africa,1853,UNITED NATIONS CAPITAL DEVELOP,UN_AGY 1,UN AGENCY 1,UNCDF,AGY_UNITED NATIONS CAPITAL DEV,0.00%,0
Africa,1855,Economic Commission for Africa,UN_AGY 1,UN AGENCY 1,ECA,AGY_Economic Commission for Af,0.00%,0
Africa,1858,UN Mission in DRC,UN_AGY 1,UN AGENCY 1,MONUC,AGY_UN Mission in DRC,0.00%,"1,311"
Africa,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,0.00%,0
Africa,1861,UN Office in Geneva,UN_AGY 1,UN AGENCY 1,UNOG,AGY_UN Office in Geneva,0.00%,0
Africa,1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,0.00%,175
Africa,1864,World Trade Organization,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,"26,980"
Africa,1865,UN Information Centre,UN_AGY 1,UN AGENCY 1,UNIC,AGY_UN Information Centre,0.00%,"1,270"
Africa,10003,Global Environment Fund Truste,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GEFTRUSTEE,GEF TRUSTEE,0.00%,0
Africa,10004,UN INSITUTION FOR TRAINING AND,UN_AGY 1,UN AGENCY 1,UNITAR,AGY_UN INSITUTION FOR TRAINING,0.00%,"48,924"
Africa,10008,UN Office for Project Services,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,0.00%,"6,030"
Africa,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,0.12%,"2,283,807"
Africa,10018,INTER BANK FOR RECONST AND DEV,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0.00%,0
Africa,10030,KWARA STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10032,KOGI STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10044,IAPSO CUSTOMER- MISC,UN_AGY 1,UN AGENCY 1,IAPSO MISC,AGY_IAPSO CUSTOMER- MISC,0.00%,0
Africa,10046,GTZ,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0.02%,"364,478"
Africa,10051,ICRAF - INTL CENTRE FRO RESEA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ICRAF,PRIV_ICRAF - INTL CENTRE FRO R,0.00%,0
Africa,10111,THE GLOBAL FUND,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GLOBALFUND,GFATM,0.00%,0
Africa,10116,EMBASSY OF IRELAND ETHIOPIA,IRL,Ireland,IRL_MIN,Ireland Ministry,0.00%,0
Africa,10121,UNFPA - ETHIOPIA,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10135,RIVERS STATE GOVERNMENT,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,0.04%,"795,414"
Africa,10137,OGUN STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10138,KANO STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0.00%,0
Africa,10155,TRYG INSURANCE CO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TRYG INSUR,PRIV_TRYG INSURANCE CO,0.00%,0
Africa,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1.59%,"29,035,357"
Africa,10167,DONORS GROUP,UN_AGY 1,UN AGENCY 1,DAG,Unknown Type of Agency,0.00%,0
Africa,10179,"UNMEE, ETHIOPIA, ERITREA",UN_AGY 1,UN AGENCY 1,UNMEE_ ETH,AGY_UNMEE_ ETHIOPIA_ ERITREA,0.00%,0
Africa,10191,"UNCCD, BONN",UN_AGY 1,UN AGENCY 1,UNCCD_ BON,AGY_UNCCD_ BONN,0.00%,0
Africa,10212,EMPRESA DE RENOVACION URBANA D,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,RENOVURBAN,PRIV_EMPRESA DE RENOVACION URB,0.00%,0
Africa,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,0.12%,"2,126,828"
Africa,10228,Aarhus United A/S,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AARHUSUNIT,PRIV_Aarhus United A/S,0.00%,0
Africa,10234,UN CONVENTION TO COMBAT DESERT,UN_AGY 1,UN AGENCY 1,UNCCD,AGY_UN CONVENTION TO COMBAT DE,0.00%,0
Africa,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,0.00%,"1,508"
Africa,10245,OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,0.00%,0
Africa,10270,The Japan Women in Development,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10279,NEW ZEALAND AGY FOR INT'L DEVE,NZL,New Zealand,NZL_MIN,New Zealand Ministry,0.00%,0
Africa,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,0.01%,"233,452"
Africa,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0.02%,"310,983"
Africa,10283,KREDITANSTALT FUR WIEDERAUFBAU,DEU,Germany,DEU_AGY_KFW,Germany Agency KfW,0.00%,0
Africa,10287,AFRICAN COMPREHENSIVE HIV/AIDS,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10314,BRITISH EMBASSY,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0.00%,0
Africa,10322,UNILEVER PLC,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10332,United Nations Operation in Cô,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,"1,699"
Africa,10337,Agriculture and Agri-food Cana,CAN,Canada,CAN_MIN,Canada Ministry,0.00%,0
Africa,10361,ZAYED FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ZAYED FOUN,PRIV_ZAYED FOUNDATION,0.00%,0
Africa,10363,DEP INTERNATIONAL,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10369,INTERNATIONAL PARTNERSHIP FOR,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10370,RODRIGUES REGIONAL ASSEMBLY,MUS,Mauritius,MUS_GOVT,Mauritius Government,0.00%,"7,157"
Africa,10377,AGA KHAN DEVELOPMENT NETWORK,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10420,COMMONWEALTH SECRETARIAT,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10424,COMITE PERMANENT INTER-ETATS D,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10425,NORWEGIAN EMBASSY,NOR,Norway,NOR_MIN,Norway Ministry,0.00%,0
Africa,10480,USAID,USA,United States of America,USAID,USAID,0.16%,"2,846,296"
Africa,10485,Panos Institute West Africa,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PANOS,PRIV_PANOS,0.00%,0
Africa,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,0.02%,"413,936"
Africa,10510,MICROSOFT CORPORATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MICROSOFT,PRIV_MICROSOFT CORP,0.00%,0
Africa,10517,GLOBAL MECHANISM,UN_AGY 1,UN AGENCY 1,LEB-GM,LEB-GM,0.00%,0
Africa,10552,CROSS RIVER STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10553,ZAMFARA STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10554,ENUGU STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10555,GOMBE STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10556,LAGOS STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,"1,195"
Africa,10557,NIGER STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,"53,305"
Africa,10558,ABIA STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10559,ADAMAWA STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,1
Africa,10560,AKWA IBOM STATE GOVERMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10561,BAUCHI STATE GOVERMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10562,ONDO STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,"38,856"
Africa,10563,SOKOTO STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.01%,"112,584"
Africa,10581,DEUTSCHE GESELLSCHAFT FUR TECH,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0.00%,0
Africa,10586,RAOUL WALLENBERG INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,R W I,PRIV_R W I,0.00%,0
Africa,10605,DEVELOPMENT COOPERATION IRELAN,IRL,Ireland,IRL_GOVT,Ireland Government,0.00%,0
Africa,10642,CDC ATLANTA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CDC ATLANTA,PRIV_CDC ATLANTA,0.00%,0
Africa,10684,MINISTRY OF BASIC EDUCATION,NAM,Namibia,NAM_MIN,Namibia Ministry,0.00%,"13,314"
Africa,10685,INTERNATIONAL DEVELOPMENT ASSO,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0.02%,"291,124"
Africa,10695,PRIVATE OIL EXPLOITING COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,POEC,PRIV_POEC,0.00%,0
Africa,10699,WORLD CONSERVATION UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WCU,WORLD CONSERVATION UNION,0.00%,0
Africa,10700,ESSO EXPLORTION ANGOLA LIMITED,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ESSO-EXPL-ANG,PRIV_ESSO-EXPL-ANG,0.00%,0
Africa,10712,KOREA INTERN. COOPERATION AGEN,KOR,Republic of Korea,KOR_MIN,Republic of Korea Ministry,0.00%,0
Africa,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,4.42%,"80,803,798"
Africa,10776,UNWOMEN - CSA,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,(0.00%),"(9,047)"
Africa,10778,UNFPA-CSA,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0.00%,"2,836"
Africa,10779,UNOPS-CSA,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,0.00%,0
Africa,10780,UN FUND FOR UNWOMEN,UN_AGY 1,UN AGENCY 1,UN FUND-UNIFEM,AGY_UNFUND FOR UNIFEM,0.00%,0
Africa,10781,THE HUNTER FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HUNTER F.,PRIV_HUNTER F.,0.00%,0
Africa,10783,"MILLENNIUM PROMISE ALLIANCE, I",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MP,MILLENNIUM PROMISE,0.00%,"27,230"
Africa,10784,SHELL FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL F.,PRIV_SHELL FOUNDATION,0.00%,"70,894"
Africa,10788,THE PREM RAWAT FOUNDATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PREM RAWAT,PRIV_PREM RAWAT FOUND.- INDIA,0.00%,0
Africa,10792,STOCKHOLM INT'L WATER INSTITUT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIWI,"PRIV_SIWI, SWEDEN",0.00%,0
Africa,10838,YARA INTERNATION ASA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,YARA,"PRIV_YARA FIRM, NORWAY",0.00%,0
Africa,10839,THE WILLIAM AND FLORE HEWLETT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HEWLETT FDT,PRIV_HEWLETT FDT FOUND,0.00%,0
Africa,10849,AWEPA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AWEPA,AWEPA,0.00%,0
Africa,10861,ALLIANCE OF MAYORS AND MUNICIP,NAM,Namibia,NAM_GOVT,Namibia Government,0.00%,0
Africa,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,(0.00%),"(9,256)"
Africa,10870,MIN. OF FOREIGN AFFAIRS & COOP,ESP,Spain,ESP_MIN,Spain Ministry,0.00%,0
Africa,10881,TOTAL S.A. Multinational Comp,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYR-TOTAL,PRIV_SYR-TOTAL,0.00%,"5,680"
Africa,10887,COLUMBIA UNIVERSITY (EARTH INS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COLUMBIA U,PRI_COLUMBIA UNIVERSITY,0.00%,"18,088"
Africa,10933,ORG. INTERNATIONALE DE LA FRAN,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IEPF,ORG INTL DE LA FRANCOPHONIE,0.00%,0
Africa,10950,CARE YAOUNDE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CARE,PRIV_CARE INTERNATIONAL,0.00%,0
Africa,10958,ORG.ECONOMIC CO-OPERATION AND,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OECD,OECD,0.00%,0
Africa,10959,ALCALDIA DEL MUNC VALENCIA,VEN,Venezuela,VEN_MIN,Venezuela Ministry,0.00%,0
Africa,10977,COMMON FUND - CHOC,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,"1,451"
Africa,10981,LUX DEVELOPMENT,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0.00%,0
Africa,10994,ICELAND - MIN. FOREIGN AFFAIRS,ISL,Iceland,ISL_MIN,ISL_MIN,0.00%,0
Africa,10999,ACBF,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ACBF,PRIV_INT'L _ZIMBABWE,0.00%,0
Africa,11001,ECOWAS,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ECOWAS,ECOWAS,0.00%,0
Africa,11072,AECI-AGENCIA ESPANOLA DE COOPE,ESP,Spain,ESP_MIN,Spain Ministry,0.02%,"454,639"
Africa,11074,AGENCE FRANCAISE DE DEVELOPPEM,FRA,France,FRA_GOVT,France Government,0.00%,0
Africa,11137,WEST AFRICAN ECONOMIC AND MONE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,UEMOA,UEMOA,0.02%,"420,670"
Africa,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,0.17%,"3,197,956"
Africa,11177,CADBURY HOLDINGS LTD,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CADBURY,PRIV_UNITED KINGDOM,0.01%,"116,526"
Africa,11186,"Yamaha Motor Co, LTD",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,YAMAHA,PRIV_JAPAN,0.00%,"5,111"
Africa,11191,Khalifa bn Zayed Al Nehayan Fo,ARE,United Arab Emirates,ARE_MIN,United Arab Emirates Ministry,0.00%,0
Africa,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,0.01%,"180,047"
Africa,11211,IRISH AID,IRL,Ireland,IRL_GOVT,Ireland Government,0.01%,"216,574"
Africa,11222,MDG Cnetre,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MDG CENTRE,PRIV_KENYA BASED,0.00%,0
Africa,11225,MASHAV,ISR,Israel,ISR_GOVT,Israel Government,0.00%,0
Africa,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0.06%,"1,092,628"
Africa,11243,HUMANITY UNITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HUMANITY U,PRIV_USA,0.00%,0
Africa,11245,PA RESOURCES AB,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,PARAB,PRIV_SWEDEN,0.00%,"7,969"
Africa,11266,Austrian Development Agency,AUT,Austria,AUT_GOVT,Austria Government,0.01%,"140,339"
Africa,11268,Delta State Government,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.08%,"1,477,413"
Africa,11284,MTN Ghana Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MTN GH,PRIV_GHANA,0.00%,0
Africa,11288,Mitsui & CO. Ltd,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MITSUI & C,PRIV_CORPORATION_JAPAN,0.00%,"53,703"
Africa,11293,BFV SG,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BFV SG,PRIV_BANK_FRANCE,0.00%,0
Africa,11294,ROTARY CLUB MAHAMASINA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ROTARY,PRIV_MADAGASCAR,0.00%,0
Africa,11302,TAKSVARKKI RY - ODW FINLAND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ODW FINLAN,PRIV_NGO_FINLAND,0.00%,0
Africa,11340,MDTFO/JP_LBR_Gender_Equality,MDTF1,BU,LBR_GEN_EQ,JP_LBR GENDER EQUALITY,0.00%,0
Africa,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0.00%,"48,710"
Africa,11363,MDTFO\JP_Peace_Building_Fund,MDTF1,BU,PBF,PEACEBUILDING,0.69%,"12,642,938"
Africa,11364,MDTFO\JP_MDG-F_Conflict_&_PB,MDTF1,BU,MDGF_CONFL,BCPR CONFLICT PREVENTION,0.02%,"305,190"
Africa,11365,MDTFO\JP_Central_Fund_Influenz,MDTF1,BU,CFIA,CENTRAL FUND FOR INFLUENZA,0.00%,0
Africa,11370,Conservation des Especes Anima,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CEPA,PRIV_FRANCE,0.00%,0
Africa,11373,AEXCID,ESP,Spain,ESP_GOVT,Spain Government,0.00%,0
Africa,11400,MDTFO/JP_Sierra_Leone_MDTF,MDTF1,BU,SL_MDTF,JP SIERRA LEONE,0.00%,"16,203"
Africa,11403,SDC-Swiss Agency For Developme,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0.02%,"328,961"
Africa,11437,MDTFO/Jp_Uganda_GenderEquality,MDTF1,BU,JP_UGA_GEN,UGANDA JP GENDER EQUALITY,0.00%,"47,939"
Africa,11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,0.05%,"939,893"
Africa,11450,MDTFO/JP_Lesotho_one_UN_Fund,MDTF1,BU,LSO_ONE_FE,LESOTHO ONE UN FUND,0.00%,"52,751"
Africa,11451,MDTFO/JP_Comros_One_UN_Fund,MDTF1,BU,COM_ONE_FD,MDTFO/JP_Comros_One_UN_Fund,0.01%,"191,658"
Africa,11493,Anambra State Government,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.01%,"245,697"
Africa,11495,Kaduna state government,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,"33,849"
Africa,11522,SONY CORPORATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SONY CORP,PRIV_JAPAN,0.00%,0
Africa,11535,MDTFO/JP_Indigenous_People_Par,MDTF1,BU,UN_IPP,MDTFO/JP_Indigenous_People_Par,0.00%,0
Africa,11538,Sanyo Electric Company LTD,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,LED LANTER,PRIV_JAPAN,0.00%,0
Africa,11543,Alpha Kappa Sorority inc,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ALPHA KAPP,PRIV_USA,0.00%,0
Africa,11588,MDTFO/JP_DRC_Microfinance II,MDTF1,BU,JP_MICROFN_COD,MDTFO/JP_DRC_Microfinance II,0.05%,"903,112"
Africa,11605,MDTFO/JP_Ethiopia_One_UN_Fund,MDTF1,BU,ETH_ONE_UN,MDTFO/JP_Ethiopia_One_UN_Fund,0.00%,173
Africa,11617,LA FONDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TANYA MEVA,PRIV,0.00%,"30,720"
Africa,11649,PIND Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,PIND,PRIV,0.00%,0
Africa,11666,MDTFO/JP_UN_Botswana_cty_fund,MDTF1,BU,BWA_CTY_FD,MDTFO/JP_UN_Botswana_cty_fund,0.00%,0
Africa,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0.00%,"73,297"
Africa,11709,NORDIC ASSCN. OF CHOCOLATE MAN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NORDIC ASN,PRIV,0.00%,0
Africa,11727,United Nations Office on Sport,UN_AGY 1,UN AGENCY 1,UNOSDP,United Nations Office on Sport,0.00%,0
Africa,11738,Groupement d'Interet Public,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GIP ESTHER,Groupement d'Interet Public,0.00%,"1,768"
Africa,11767,Basque Water Agency URAgentzia,MUTLI_AGY2,MULTI-LATERAL AGENCY2,BASQUES,Basque Water Agency URAgentzia,0.00%,"73,904"
Africa,11768,Cooperation Suisse,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0.00%,"52,431"
Africa,11784,Ministry of Niger Delta,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,11793,UNDP AS MA_POOLED FUNDS,UN_AGY 1,UN AGENCY 1,UNDP_MA,UNDP AS MA_POOLED FUNDS,0.01%,"92,386"
Africa,11812,PROSPERER,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MADAGASCAR,PRIVATE NATIONAL,0.00%,"41,093"
Africa,11819,Ecobank Ghana Ltd,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,GHANA,PRIVATE NATIONAL,0.00%,0
Africa,11822,Ekiti State Government,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,11825,Mining Compagny,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MAURITANIA,PRIVATE NATIONAL,0.00%,"25,719"
Africa,11855,Slovak Aid,SVK,Slovak Republic,SVK_GOVT,Slovak Republic Government,0.00%,"9,560"
Africa,11866,Kofi Annan Int Peace Trng Cent,MUTLI_AGY2,MULTI-LATERAL AGENCY2,KAIPTC,Kofi Annan Int Peace Trng Cent,0.01%,"131,273"
Africa,11900,African Union,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AFR UNION,African Union,0.02%,"308,107"
Africa,11915,International Olympic Committe,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IOC,International Olympic Committe,0.00%,"29,815"
Africa,11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,0.00%,"43,024"
Africa,11986,LGL MINES SA COTE D'IVOIRE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COTE IVOIRE,PRIVATE NATIONAL,0.01%,"224,487"
Africa,12000,Adam Smith International,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ASI,Adam Smith International,0.00%,"67,151"
Africa,12053,INDIAN OCEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,INDOCC,INDIAN OCEAN COMMISSION,0.01%,"160,405"
Africa,12093,Fedral Min. of Agriculture,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,"1,923"
Africa,12103,Government of South Sudan,-,-,-,-,0.04%,"768,631"
Arab States,-,-,-,-,-,-,0.00%,0
Arab States,1,UN DEPT OF ECONOMIC AND SOCIAL,UN_AGY 1,UN AGENCY 1,UNDESA,AGY_UN DEPT OF ECONOMIC AND SO,0.00%,0
Arab States,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,0.00%,0
Arab States,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0.00%,0
Arab States,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0.00%,0
Arab States,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0.00%,0
