Region Code Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses,Expenses
Europe and CIS,11796,VISA Europe,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,VISA,VISA Europe,(0.00%),"(1,738)"
Europe and CIS,11798,Istrian County,HRV,Croatia,HRV_GOVT,Croatia Government,0.00%,"11,533"
Europe and CIS,11805,Experian Limited Turkey,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TURKEY,PRIVATE NATIONAL,0.00%,"13,405"
Europe and CIS,11806,KOC HOLDING CORPORATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TURKEY,PRIVATE NATIONAL,0.00%,"17,732"
Europe and CIS,11807,MINISTRY OF SOCIAL POLICY AND,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,0.00%,"12,196"
Europe and CIS,11809,Fruitful Armenia,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ARMENIA,PRIVATE NATIONAL,0.01%,"150,251"
Europe and CIS,11813,Sisak-Moslavina County,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,0.00%,"5,910"
Europe and CIS,11818,MGIPU,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,0.00%,"8,159"
Europe and CIS,11855,Slovak Aid,SVK,Slovak Republic,SVK_GOVT,Slovak Republic Government,0.00%,"1,194"
Europe and CIS,11864,CIEMAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CIEMAT,CIEMAT,0.00%,"4,516"
Europe and CIS,11865,Faculty of Civil Engineering,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CROATIA,PRIVATE NATIONAL,0.00%,"1,525"
Europe and CIS,11871,Municipality of Cajetina SRB,SRB,SERBIA,SRB_GOVT,SERBIA,0.01%,"109,882"
Europe and CIS,11884,Development of Ukrain Foundn,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UKRAINE,PRIVATE NATIONAL,0.00%,"31,905"
Europe and CIS,11896,DONJI LAPAC MUNICIPALITY,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,0.00%,"4,497"
Europe and CIS,11904,Municipality of Alibunar,SRB,SERBIA,SRB_GOVT,SERBIA,0.00%,"19,080"
Europe and CIS,11913,Armenian missionary Associatio,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ARMENIA,PRIVATE NATIONAL,0.00%,"29,476"
Europe and CIS,11919,Georgian Public Broadcaster,GEO,Republic of Georgia,GEO_GOVT,Republic of Georgia Government,0.00%,0
Europe and CIS,11922,Kapital Sug'urta,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UZBEKISTAN,PRIVATE NATIONAL,0.00%,0
Europe and CIS,11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,0.00%,"89,051"
Europe and CIS,11939,SABANCI FOUNDATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TURKEY,PRIVATE NATIONAL,0.01%,"236,715"
Europe and CIS,11965,SYSLAB International Ltd,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SYSLAB,Syslab International Ltd,0.01%,"139,450"
Europe and CIS,11966,MUP,SRB,SERBIA,SRB_GOVT,SERBIA,0.00%,"39,085"
Europe and CIS,11969,Municipality of Bosilegard,SRB,SERBIA,SRB_GOVT,SERBIA,0.01%,"240,421"
Europe and CIS,11972,"Company ""Meqanizatori"", ltd",PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MEQANIZATR,"Company ""Meqanizatori"", Ltd",0.04%,"729,035"
Europe and CIS,11978,RVO AIDS Infoshore,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BRATISLAVA,PRIVATE INTERNATIONAL,0.00%,"35,000"
Europe and CIS,11995,Swiss Embassy in the Croatia,CHE,Switzerland,CHE_GOVT,Switzerland Government,0.00%,"26,401"
Europe and CIS,11997,EURASIAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EABD2,EURASIAN DEVELOPMENT BANK,0.00%,"68,049"
Europe and CIS,12003,City of Velika Gorica,HRV,Croatia,HRV_GOVT,Croatia Government,0.00%,"7,482"
Europe and CIS,12004,Country of Bjelovar-Bilogora,HRV,Croatia,HRV_GOVT,Croatia Government,0.00%,"6,070"
Europe and CIS,12005,City of Gospic,HRV,Croatia,HRV_GOVT,Croatia Government,0.00%,"2,485"
Europe and CIS,12013,Municipality Savski venac SRB,SRB,SERBIA,SRB_GOVT,SERBIA,0.00%,"32,793"
Europe and CIS,12025,County of Varazdin,HRV,Croatia,HRV_GOVT,Croatia Government,0.00%,"3,115"
Europe and CIS,12026,CARDNO,MUTLI_AGY2,MULTI-LATERAL AGENCY2,CARDNO,CARDNO,0.01%,"247,500"
Europe and CIS,12027,ICLEI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ICLEI,Rio Uruguay Seguros,0.00%,"8,550"
Europe and CIS,12030,UNAIDS-UBRAF,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.00%,"27,670"
Europe and CIS,12031,Municipality of Andrijevica,MNE,MONTENEGRO,MNE_GOVT,Government of Montenegro,0.00%,"21,721"
Europe and CIS,12036,City of Daruvar,HRV,Croatia,HRV_GOVT,Croatia Government,0.00%,"2,768"
Europe and CIS,12064,International Fund for Animal,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IFAW,International Fund for Animal,0.00%,"15,157"
Europe and CIS,12078,SASOL SYNFUELS INTERNATIONAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SASOL,SASOL SYNFUELS INTERNATIONAL,0.00%,0
Europe and CIS,12083,Regional Environmental C,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,REC,Regional Environmental C,0.00%,"5,611"
Europe and CIS,12088,National Platform on DRR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PLATFORM,National Platform on DRR,0.00%,0
Europe and CIS,12097,SRB Ministry of Energy,-,-,-,-,0.00%,0
Europe and CIS,12117,District Council of Causeni,-,-,-,-,0.00%,0
Europe and CIS,54393,Italian Trade Commision ICE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,CTI,Italian Trade Commision ICE,0.00%,0
Europe and CIS,55456,Municipality of Vracar SRB,SRB,SERBIA,SRB_GOVT,SERBIA,0.00%,0
Global and Others,-,-,-,-,-,-,0.00%,0
Global and Others,1,UN DEPT OF ECONOMIC AND SOCIAL,UN_AGY 1,UN AGENCY 1,UNDESA,AGY_UN DEPT OF ECONOMIC AND SO,(0.00%),(434)
Global and Others,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,0.00%,0
Global and Others,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0.00%,0
Global and Others,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0.00%,0
Global and Others,11,UNITED NATIONS VOLUNTEERS,UN_AGY 1,UN AGENCY 1,UNDP(UNV),UNDP - United Nations Voluntee,0.00%,0
Global and Others,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0.03%,"581,440"
Global and Others,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0.00%,0
Global and Others,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0.01%,"218,471"
Global and Others,17,AFRICAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ADB,African Development Bank,0.00%,0
Global and Others,18,ASIAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ASDB,Asian Development Bank,0.00%,0
Global and Others,29,INTERNATIONAL NON-GOVERNMENTAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NGO(INTL),PRIV_INTERNATIONAL NON-GOVERNM,0.00%,0
Global and Others,30,NON-GOVERNMENTAL ORGANIZATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NGO(NATL)1,PRIV_NON-GOVERNMENTAL ORGANIZA,0.00%,0
Global and Others,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0.00%,0
Global and Others,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0.00%,"72,758"
Global and Others,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0.01%,"200,348"
Global and Others,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,0.00%,0
Global and Others,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0.00%,0
Global and Others,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0.00%,0
Global and Others,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0.00%,0
Global and Others,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0.13%,"2,318,623"
Global and Others,44,GOVERNMENT OF AFGHANISTAN,AFG,Afghanistan,AFG_GOVT,Afghanistan Government,0.00%,0
Global and Others,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,0.00%,0
Global and Others,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,(0.00%),"(3,251)"
Global and Others,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0.00%,"19,483"
Global and Others,70,GOVERNMENT OF BOTSWANA,BWA,Botswana,BWA_GOVT,Botswana Government,0.01%,"208,075"
Global and Others,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,0.00%,"10,185"
Global and Others,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0.00%,0
Global and Others,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0.07%,"1,234,844"
Global and Others,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0.06%,"1,096,959"
Global and Others,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0.00%,435
Global and Others,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0.02%,"403,224"
Global and Others,130,GOVERNMENT OF ICELAND,ISL,Iceland,ISL_GOVT,Iceland Government,0.00%,922
Global and Others,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,0.01%,"121,234"
Global and Others,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0.00%,0
Global and Others,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0.23%,"4,160,013"
Global and Others,145,GOVERNMENT OF KUWAIT,KWT,Kuwait,KWT_GOVT,Kuwait Government,0.00%,0
Global and Others,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0.01%,"187,607"
Global and Others,173,GOVERNMENT OF MONTSERRAT,MSR,Montserrat,MSR_GOVT,Montserrat Government,0.00%,0
Global and Others,178,GOVERNMENT OF NAURU,NRU,Nauru,NRU_GOVT,Nauru Government,0.00%,0
Global and Others,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0.10%,"1,841,897"
Global and Others,185,GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.08%,"1,506,502"
Global and Others,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0.07%,"1,200,794"
Global and Others,199,GOVERNMENT OF PORTUGAL,PRT,Portugal,PRT_GOVT,Portugal Government,0.00%,0
Global and Others,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,0.00%,0
Global and Others,206,GOVERNMENT OF RUSSIAN FEDERATI,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,0.00%,0
Global and Others,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0.10%,"1,903,830"
Global and Others,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0.01%,"180,600"
Global and Others,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0.03%,"613,952"
Global and Others,233,GOVERNMENT OF SYRIAN ARAB REPU,SYR,Syrian Arab Republic,SYR_GOVT,Syrian Arab Republic Governmen,0.00%,0
Global and Others,237,GOVERNMENT OF TOGO,TGO,Togo,TGO_GOVT,Togo Government,0.00%,0
Global and Others,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,0.00%,0
Global and Others,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0.00%,0
Global and Others,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0.00%,0
Global and Others,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0.00%,0
Global and Others,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,0.01%,"182,251"
Global and Others,281,INTERNATIONAL DEVELOPMENT RESE,CAN,Canada,CAN_MIN,Canada Ministry,0.00%,637
Global and Others,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0.00%,235
Global and Others,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.00%,"52,844"
Global and Others,304,FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FF,PRI_FORD FOUNDATION,0.00%,"2,815"
Global and Others,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,0.00%,0
Global and Others,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,0.00%,0
Global and Others,319,CANADA NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CANNC,PRIV_CANADA NATIONAL COMMITTEE,0.00%,0
Global and Others,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,0.00%,0
Global and Others,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,0.00%,0
Global and Others,332,AG FRANCAISE DE DVLPP:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,0.00%,0
Global and Others,346,NORWEGIAN AG DEV COOP:UNCDF,NOR,Norway,NOR_MIN,Norway Ministry,0.00%,0
Global and Others,455,JAPANESE INTNL COOP AC.:UNCDF,JPN,Japan,JPN_GOVT,Japan Government,0.00%,"19,343"
Global and Others,482,AUSTRIAN AID,AUT,Austria,AUT_GOVT,Austria Government,0.00%,0
Global and Others,539,NORWAY NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NORNC,PRIV_NORWAY NATIONAL COMMITTEE,0.00%,0
Global and Others,541,BELGIUM NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BELNC,PRIV_BELGIUM NATIONAL COMMITTE,0.00%,0
Global and Others,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0.04%,"785,117"
Global and Others,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0.20%,"3,680,432"
Global and Others,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0.14%,"2,635,463"
Global and Others,556,SNV NETHERLANDS DEVELOPMENT OR,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SNV,Unknown Type of Agency,(0.00%),(477)
Global and Others,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,0.00%,0
Global and Others,582,AGENCE INTERGOVERNEMENTALE -FR,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AGENCE FRA,AGENCE FRANCOPHONIE,0.00%,0
Global and Others,1009,ECU-GLOBAL ENVIRONMENT FACILIT,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GEF/PPA,GLOBAL ENVIRONMENT FACILITY,0.00%,0
Global and Others,1034,URU-GOBIERNO DEL URUGUAY,URY,Uruguay,URY_GOVT,Uruguay Government,0.00%,0
Global and Others,1070,PAN-GOVT,PAN,Panama,PAN_GOVT,Panama Government,0.00%,0
Global and Others,1480,NAT'L DEMOCRATIC INSTITUTE FOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NDI,PRIV_YEM-NATIONAL DEMOCRATIC I,0.00%,"5,827"
Global and Others,1482,JAM-ROYAL NETHERLANDS EMBASSY,NLD,Netherlands,NLD_MIN,Netherlands Ministry,0.00%,0
Global and Others,1493,OBR-NGO INTERNATIONAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NGO INT,PRIV_OBR-NGO INTERNATIONAL,0.00%,0
Global and Others,1497,OBR-NGO NATIONAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NGO-NAT,PRIV_OBR-NGO NATIONAL,0.00%,0
Global and Others,1649,ROCKEFELLER FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ROCKE,PRIV_ROCKEFELLER FOUNDATION,0.01%,"188,282"
Global and Others,1668,MEX-SECRETARIA DE ECONOMIA,MEX,Mexico,MEX_MIN,Mexico Ministry,0.00%,0
Global and Others,1748,HAI-MINISTERE DES TRAVAUX PUBL,HTI,Haiti,HTI_MIN,Haiti Ministry,0.00%,0
Global and Others,1782,MEX-U N A I D S,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.00%,0
Global and Others,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.35%,"6,431,069"
Global and Others,1789,BKF-UNDP (DIRECT EXECUTION),BFA,Burkina Faso,BFA_GOVT,Burkina Faso Government,0.00%,0
Global and Others,1794,THA-UNDP - ADJUSTMENT,THA,Thailand,THA_GOVT,Thailand Government,0.00%,0
Global and Others,1815,MAG-UNITED STATES AGENCY,USA,United States of America,USA_MIN,USA Ministry,0.00%,0
Global and Others,1851,CONVERSION MULTI-SPONSOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CNVMULTI,PRIV_CONVERSION MULTI-SPONSOR,0.00%,0
Global and Others,1856,World Intellectual Property Or,UN_AGY 1,UN AGENCY 1,WIPO,AGY_World Intellectual Propert,0.00%,0
Global and Others,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,0.00%,"13,006"
Global and Others,1861,UN Office in Geneva,UN_AGY 1,UN AGENCY 1,UNOG,AGY_UN Office in Geneva,0.00%,0
Global and Others,1864,World Trade Organization,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.01%,"243,319"
Global and Others,10008,UN Office for Project Services,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,0.00%,"34,001"
Global and Others,10013,GLOBAL ALLIANCE FOR IMPROVED N,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GAIN,GAIN,0.00%,0
Global and Others,10046,GTZ,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0.00%,0
Global and Others,10048,CARE INTERNATIONAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CARE,PRIV_CARE INTERNATIONAL,0.00%,0
Global and Others,10062,World Wildlife Fund -WWF,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,WWF,PRIV_WORLD WILDLIFE FUND- WWF,0.00%,0
Global and Others,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,0.09%,"1,624,823"
Global and Others,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,0.00%,0
Global and Others,10232,UN FRAMEWORK CONVENTION ON CLI,UN_AGY 1,UN AGENCY 1,UNFCCC,AGY_UN FRAMEWORK CONVENTION ON,0.00%,0
Global and Others,10245,OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,0.00%,0
Global and Others,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0.02%,"440,573"
Global and Others,10318,MICRO-SOFT,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Global and Others,10342,OXFAM,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OXFAM,PRIV_OXFORD,0.00%,0
Global and Others,10389,ROCKEFELLER BROTHERS FUND,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Global and Others,10398,SHUMEI INTERNATIONAL,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Global and Others,10420,COMMONWEALTH SECRETARIAT,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Global and Others,10425,NORWEGIAN EMBASSY,NOR,Norway,NOR_MIN,Norway Ministry,0.00%,0
Global and Others,10427,BETTER WORLD FUND (FOUNDATION),PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BW FUND,PRIV_BETTER WORLD FUND (FOUNDA,0.00%,0
Global and Others,10432,IFRC/PRO VENTION CONSORTIUM,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Global and Others,10443,GAP FOUNDATION GUA/CWI-GAP/03/,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GAP GUA/CW,PRIV_GAP FOUNDATION GUA/CWI-GA,0.00%,0
Global and Others,10444,Unión Inter-Parlamentaria,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,110
Global and Others,10465,AGENCIA CATALANA DE COOP AL DE,ESP,Spain,ESP_GOVT,Spain Government,0.00%,0
Global and Others,10470,"CORE INTERNATIONAL, INC.",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CORE,PRIV_CORE,0.00%,0
Global and Others,10480,USAID,USA,United States of America,USAID,USAID,0.03%,"483,656"
Global and Others,10530,BOSTON UNIVERSITY,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BOSTON UNI,PRIV_BOSTON UNI,0.00%,0
Global and Others,10531,OXFORD UNIVERSITY PRESS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OXFORD UNI,PRIV_OXFORD UNI,0.00%,0
Global and Others,10545,INTERNATIONAL IDEA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IDEA,INTERNAL INST FOR DEM & EA,0.00%,0
Global and Others,10565,GOBIERNO VASCO,ESP,Spain,ESP_GOVT,Spain Government,0.00%,0
Global and Others,10578,DOEN FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,DOEN,DOEN FOUNDATION,0.00%,0
Global and Others,10600,SWEDBIO,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SWEDBIO,PRIV_SWEDBIO,0.00%,0
Global and Others,10602,UN-HABITAT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,0.00%,0
Global and Others,10606,Cisco Systems International BV,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CISCO BV,PRIV_CISCO BV,0.00%,"2,111"
Global and Others,10647,FIRST DATA WESTERN UNION FOUND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FIRST UNION,PRIV_FIRST UNION,0.00%,0
Global and Others,10653,CORAID,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CORAID,PRIV_CORAID,0.00%,0
Global and Others,10665,SOCIAL SCIENCE RESEARCH COUNCI,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SSRC,PRIV_SSRC,0.00%,0
Global and Others,10680,WORLD ECONOMIC FORUM,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,WEF,PRIV_WEF,0.00%,0
Global and Others,10700,ESSO EXPLORTION ANGOLA LIMITED,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ESSO-EXPL-ANG,PRIV_ESSO-EXPL-ANG,0.00%,0
Global and Others,10711,WORLD CULTURE OPEN (WCO),PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,WCO,PRIV_WCO,0.00%,0
Global and Others,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0.16%,"2,994,860"
Global and Others,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,0.03%,"457,760"
Global and Others,10777,UNCDF - CSA,UN_AGY 1,UN AGENCY 1,UNCDF,AGY_UNITED NATIONS CAPITAL DEV,0.00%,0
Global and Others,10780,UN FUND FOR UNWOMEN,UN_AGY 1,UN AGENCY 1,UN FUND-UNIFEM,AGY_UNFUND FOR UNIFEM,0.00%,"5,734"
Global and Others,10839,THE WILLIAM AND FLORE HEWLETT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HEWLETT FDT,PRIV_HEWLETT FDT FOUND,0.02%,"423,276"
Global and Others,10846,ENERGY & ENERGY EFFICIENCY PSH,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,REEEP,PRIV_UK BASED,0.00%,"12,478"
Global and Others,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0.00%,0
Global and Others,10935,Heinrich Boell Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HEINRICH B,PRIV,0.00%,0
Global and Others,11011,OLYMPUS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OLYMPUS,PRIV_JAPAN,0.00%,0
Global and Others,11074,AGENCE FRANCAISE DE DEVELOPPEM,FRA,France,FRA_GOVT,France Government,0.00%,0
Global and Others,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,0.00%,0
Global and Others,11144,"Fordham University, Leitner Ce",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ECHM,PRIV_USA,0.00%,0
