project_id,fiscal_year,operating_unit,region,budget,expenditure,outcome,donor
00047956,2011,"Ethiopia","Reg Bureau for Africa",367427,314394.64,25,"GEFTrustee"
00047957,2010,"Ethiopia","Reg Bureau for Africa",64350,53257.15,1,"UNDP"
00047957,2011,"Ethiopia","Reg Bureau for Africa",399218,401965.43,1,"UNDP"
00047961,2010,"Peru","Reg Bur Latin Amer & Carib",54630.83,49544.654,11,"GOB REGLIB,PER-GR AMA,PER,PER-GR PIU"
00047963,2010,"Azerbaijan","Reg Bur for Europe & CIS",2238,2238,13,"UNDP,EU"
00047966,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",1404241,1415152.47,14,"NET,UNDP,CAN,DEN,NOR,SIDA"
00047966,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",3933317.07,3048399.7,14,"NET,CAN,NOR,SIDA,UNDP,DEN"
00047972,2010,"Uruguay","Reg Bur Latin Amer & Carib",192371,155047.93,23,"GEFTrustee,SPA,MVOTMA"
00047972,2011,"Uruguay","Reg Bur Latin Amer & Carib",333465,198248.74,23,"SPA,GEFTrustee,MVOTMA"
00047973,2010,"China","Reg Bureau for Asia & Pacific",2990701,2838995.98,8,"UNDP,CPR,EUCOMM"
00047973,2011,"China","Reg Bureau for Asia & Pacific",1734589,1740444.33,8,"EUCOMM,UNDP,CPR"
00047974,2010,"Pakistan","Reg Bureau for Asia & Pacific",3565441.94,2364016.48,20,"UNISDR,UNDP(JPAA),AUL,UNDP,JPN,PAK Relief,DFID"
00047974,2011,"Pakistan","Reg Bureau for Asia & Pacific",2411226.1,1376404.22,20,"PAK Relief,UNDP,AUL,UNISDR,JPN,UNDP(JPAA)"
00047976,2010,"Uruguay","Reg Bur Latin Amer & Carib",480750,381264.17,11,"OPP,UNDP,MEC,UNDP,MTSS,MIEM,OPP"
00047976,2011,"Uruguay","Reg Bur Latin Amer & Carib",236287,187944.71,11,"MIEM,MEC,OPP,UNDP,UNDP,OPP"
00047982,2010,"Maldives","Reg Bureau for Asia & Pacific",952678.55,750772.82,6,"UNICEF,GFATM,UNDP,UNAIDS"
00047982,2011,"Maldives","Reg Bureau for Asia & Pacific",284338.44,429834.45,5,"GFATM,UNICEF,UNDP,UNAIDS,GFATM,UNDP"
00047989,2010,"Turkey","Reg Bur for Europe & CIS",89000,94147.43,8,"PRIV-SECT"
00047989,2011,"Turkey","Reg Bur for Europe & CIS",46182,46702.38,"","PRIV-SECT"
00047990,2010,"Niger","Reg Bureau for Africa",4200,3466.96,25,"GEFTrustee,UNDP"
00047991,2010,"Philippines","Reg Bureau for Asia & Pacific",2354000,2927354.36,23,"GEFTrustee"
00047991,2011,"Philippines","Reg Bureau for Asia & Pacific",1920875,1765276.25,23,"GEFTrustee"
00048003,2010,"Madagascar","Reg Bureau for Africa",0,6433.19,0,"UNDP"
00048005,2011,"Bosnia and Herzegovina","Reg Bur for Europe & CIS",0,7.15,"","UNDP"
00048008,2010,"Sierra Leone","Reg Bureau for Africa",1374918.35,1083364.91,3,"SL_MDTF,UNDP,UNDP,DFID,UNDP,UNDP,UNDP,UNIDO"
00048008,2011,"Sierra Leone","Reg Bureau for Africa",584280.71,468982.16,3,"SL_MDTF,UNDP,UNDP,UNDP,UNDP"
00048014,2010,"Kenya","Reg Bureau for Africa",1556197.9,1303251.9,19,"SWI,UNDP,DEN"
00048014,2011,"Kenya","Reg Bureau for Africa",562000,475766.34,19,"UNDP,SWI"
00048017,2010,"Uruguay","Reg Bur Latin Amer & Carib",1,2578.91,1,"MOFACSPAIN"
00048020,2010,"Turkey","Reg Bur for Europe & CIS",2763600,2720524.55,3,"TUR"
00048020,2011,"Turkey","Reg Bur for Europe & CIS",4822312.7,4469297.09,1,"TUR"
00048022,2010,"Bolivia","Reg Bur Latin Amer & Carib",2395430.37,2395430.38,0,"SPA,UNDP(JPAA)"
00048022,2011,"Bolivia","Reg Bur Latin Amer & Carib",2555044.32,2555072.4,0,"UNDP(JPAA),SPA"
00048023,2010,"Cuba","Reg Bur Latin Amer & Carib",54383.07,39735.98,1,"CUB-GOBVAS"
00048023,2011,"Cuba","Reg Bur Latin Amer & Carib",14647.09,14647.09,1,"CUB-GOBVAS"
00048025,2010,"Bosnia and Herzegovina","Reg Bur for Europe & CIS",838180.11,904556.52,23,"BIH,UNDP,UNDP(JPAA),SPA"
00048025,2011,"Bosnia and Herzegovina","Reg Bur for Europe & CIS",1368634.15,1166135.57,23,"BIH,UNDP(JPAA),SPA,UNDP"
00048028,2010,"Côte d’Ivoire","Reg Bureau for Africa",2493150.07,1602921.838,"","DEN,PBF,IVC,UNDP(JPAA),UNDP,EUCOMM"
00048028,2011,"Côte d’Ivoire","Reg Bureau for Africa",975121.22,999844.22,"","PBF,IVC,UNDP(JPAA),UNDP,DEN,EUCOMM"
00048032,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",725424.04,705424.04,23,"GEFTrustee"
00048032,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",1204895,709657.34,23,"GEFTrustee"
00048034,2010,"Malaysia","Reg Bureau for Asia & Pacific",11800,9750,1,"UNDP,IBRD,MYS"
00048035,2010,"Malaysia","Reg Bureau for Asia & Pacific",106500,96546.86,1,"UNDP,MYS,IBRD"
00048035,2011,"Malaysia","Reg Bureau for Asia & Pacific",10730,8062.4,1,"IBRD,MYS,UNDP"
00048044,2010,"Mexico","Reg Bur Latin Amer & Carib",980647.58,644772.93,15,"SS,SEGOB,GOB ESTAT,INMUJER,UN Women,SMGED,EDOMEX"
00048044,2011,"Mexico","Reg Bur Latin Amer & Carib",740243.63,504596.06,15,"INMUJER,GOB ESTAT,EDOMEX,UN Women,SS,SEGOB,SMGED"
00048046,2010,"Sudan, Republic of the","Reg Bur for Arab States",5519101,5473559.59,23,"ANT,EUCOMM,UNDP,DFID,MOFACSPAIN"
00048046,2011,"Sudan, Republic of the","Reg Bur for Arab States",8157183.93,3177472.98,23,"MOFACSPAIN,EUCOMM,UNDP,DFID"
00048056,2010,"Sierra Leone","Reg Bureau for Africa",873222.87,872264.024,22,"JPN,UNDP(JPAA),UNDP"
00048058,2010,"Argentina","Reg Bur Latin Amer & Carib",204426,154835.05,23,"IBRD,GOB"
00048058,2011,"Argentina","Reg Bur Latin Amer & Carib",19314,25262.33,23,"IBRD,GOB"
00048059,2010,"Guatemala","Reg Bur Latin Amer & Carib",525353.25,381351.385,1,"UNDP,UND"
00048059,2011,"Guatemala","Reg Bur Latin Amer & Carib",650891.85,377612.49,1,"UND,UNDP"
00048060,2010,"Pakistan","Reg Bureau for Asia & Pacific",1176313.92,761245.34,1,"UNDP(JPAA),UNDP(JPAA),SDC,UNDP,UNDP,SWI,PAK,PAK"
00048060,2011,"Pakistan","Reg Bureau for Asia & Pacific",1748395.99,1563560.01,1,"PAK,UNDP,SWI,UNDP,SDC,UNDP(JPAA),UNDP(JPAA),PAK,UNDP(JPAA)"
00048066,2010,"El Salvador","Reg Bur Latin Amer & Carib",753712.91,683251.66,1,"ELS,LUX"
00048066,2011,"El Salvador","Reg Bur Latin Amer & Carib",1687909.53,1365429.85,1,"ELS,LUX"
00048067,2010,"Venezuela","Reg Bur Latin Amer & Carib",70517.46,2940,0,"SENIAT"
00048071,2010,"Peru","Reg Bur Latin Amer & Carib",6500,5879.82,"","UNDP,PER"
00048074,2010,"Mongolia","Reg Bureau for Asia & Pacific",927364,876934.76,0,"NET,UNDP,SDC"
00048074,2011,"Mongolia","Reg Bureau for Asia & Pacific",1008174.57,960892.66,0,"SDC,UNDP,NET"
00048076,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",632400,291659.984,1,"GER"
00048076,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",325000,216230.96,1,"GER"
00048083,2010,"Georgia","Reg Bur for Europe & CIS",967208.79,867415.32,3,"EU,UNDP,SDC"
00048083,2011,"Georgia","Reg Bur for Europe & CIS",382951.21,383572.13,1,"SDC,UNDP"
00048086,2011,"Guyana","Reg Bur Latin Amer & Carib",1,16761.29,"","UNDP"
00048088,2011,"Jordan","Reg Bur for Arab States",20522.19,4507.85,"","UNHCR,UNICEF,UNFPA,UNDP,WFP"
00048089,2010,"Côte d’Ivoire","Reg Bureau for Africa",417660.85,321821.688,21,"UNOCHA,IVC,UNDP,OAU,UNDP,PBF,ROK,DEN,MFA NORWAY,UNDP(JPAA),UNDP(JPAA)"
00048089,2011,"Côte d’Ivoire","Reg Bureau for Africa",83722.98,96275.74,21,"ROK,OAU,MFA NORWAY,PBF,IVC,UNDP(JPAA),UNDP(JPAA),UNOCHA,UNDP,UNDP"
00048095,2010,"Costa Rica","Reg Bur Latin Amer & Carib",113798.41,107797.83,13,"UNDP,AECI"
00048096,2010,"Jordan","Reg Bur for Arab States",391047,144528.45,23,"UNDP(JPAA),SIWI,UNDP,SPA,WHO"
00048096,2011,"Jordan","Reg Bur for Arab States",208065.39,204125.43,23,"SPA,WHO,UNDP(JPAA),SIWI"
00048097,2010,"Syria","Reg Bur for Arab States",1552523.75,1312722.88,2,"SYR-MOSAL,SYR-MOSAL,UNDP,SILATECH"
00048097,2011,"Syria","Reg Bur for Arab States",1727608.24,1575084.94,2,"SYR-MOSAL,UNDP,SILATECH"
00048103,2010,"Bolivia","Reg Bur Latin Amer & Carib",867497.62,528821.87,11,"EUCOMM,POL,DANIDA,UNDP"
00048103,2011,"Bolivia","Reg Bur Latin Amer & Carib",529243.96,262730.51,11,"EUCOMM,UNDP,POL,DANIDA"
00048105,2010,"Cuba","Reg Bur Latin Amer & Carib",2384511.79,1718859.21,6,"GFATM"
00048105,2011,"Cuba","Reg Bur Latin Amer & Carib",529451.27,515174.89,6,"GFATM"
00048114,2010,"China","Reg Bureau for Asia & Pacific",77427,68354.07,8,"UNDP,UNAIDS,UNDP(UNV)"
00048114,2011,"China","Reg Bureau for Asia & Pacific",9073,8890.58,8,"UNAIDS,UNDP,UNDP(UNV)"
00048126,2010,"Tunisia","Reg Bur for Arab States",158902.08,139613.62,23,"TUN,UNDP"
00048126,2011,"Tunisia","Reg Bur for Arab States",68239.95,54362.67,23,"TUN"
00048131,2010,"Sudan, Republic of the","Reg Bur for Arab States",2,82242.24,11,"UNDP,DFID"
00048132,2010,"Gambia","Reg Bureau for Africa",710435.73,665564.512,11,"UNDP,SPA"
00048132,2011,"Gambia","Reg Bureau for Africa",952114.56,774453.25,11,"UNDP,SPA"
00048133,2010,"Moldova, Republic of","Reg Bur for Europe & CIS",92898.19,69493.11,23,"MPU"
00048133,2011,"Moldova, Republic of","Reg Bur for Europe & CIS",8000,7925.8,23,"MPU"
00048136,2010,"Democratic Republic of Congo","Reg Bureau for Africa",257377,244119.28,1,"UNDP,UNDP,UNDP"
00048136,2011,"Democratic Republic of Congo","Reg Bureau for Africa",0,347.82,1,"UNDP"
00048139,2010,"Indonesia","Reg Bureau for Asia & Pacific",618117.2,576751.41,6,"UNDP,AusAID,Aisyiyah,INS,GFATM"
00048139,2011,"Indonesia","Reg Bureau for Asia & Pacific",323148.86,276607.81,1,"UNDP,INS,AusAID,Aisyiyah,GFATM"
00048140,2010,"Russian Federation","Reg Bur for Europe & CIS",72640.15,107242.19,11,"UNDEF"
00048144,2010,"Vanuatu","Reg Bureau for Asia & Pacific",125161.33,124512.7,"","UNDP"
00048144,2011,"Vanuatu","Reg Bureau for Asia & Pacific",30000,34781.85,"","UNDP"
00048150,2010,"Sudan, Republic of the","Reg Bur for Arab States",5000,4552.95,7,"UNDP"
00048153,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",795010.87,606079.93,1,"UNDP"
00048153,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",540308.64,505953.2,1,"UNDP"
00048156,2010,"Kenya","Reg Bureau for Africa",8580,6268.81,15,"SIDA"
00048158,2010,"Syria","Reg Bur for Arab States",127063.1,89839.86,12,"SYR,UNDP"
00048158,2011,"Syria","Reg Bur for Arab States",145917,108389.13,12,"SYR"
00048159,2010,"Mauritius","Reg Bureau for Africa",326668,217325.87,23,"MAR,UNDP,GEFTrustee"
00048159,2011,"Mauritius","Reg Bureau for Africa",240925,142993.52,23,"UNDP,MAR,GEFTrustee"
00048162,2010,"Bosnia and Herzegovina","Reg Bur for Europe & CIS",1604306.57,1353149.34,"","GFATM"
00048166,2010,"Colombia","Reg Bur Latin Amer & Carib",30256.15,29938.89,23,"MPU"
00048173,2010,"Mexico","Reg Bur Latin Amer & Carib",25502.6,1233.959,2,"INMUJER,UNDP"
00048176,2010,"Egypt","Reg Bur for Arab States",202860.09,169915.56,23,"FIN,UNDP,SPA,UNDP(JPAA)"
00048176,2011,"Egypt","Reg Bur for Arab States",287953.92,219857.9,23,"FIN,UNDP,SPA,UNDP(JPAA)"
00048196,2010,"Samoa","Reg Bureau for Asia & Pacific",96796,46226.57,1,"UNDP"
00048196,2011,"Samoa","Reg Bureau for Asia & Pacific",134883.6,159339.83,1,"UNDP"
00048207,2010,"Uruguay","Reg Bur Latin Amer & Carib",358576,268005.05,1,"ITA,UNDP,KIMBERLY-C"
00048207,2011,"Uruguay","Reg Bur Latin Amer & Carib",153778,113466.26,1,"ITA,UNDP,KIMBERLY-C"
00048213,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",61052474.06,51537249.86,25,"UNFIP,GEFTrustee,AusAID,UNEP,GEFTrustee,UNFIP"
00048213,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",19556654.37,19025295.03,25,"UNFIP,UNFIP,AusAID,UNEP,GEFTrustee,GEFTrustee"
00048222,2010,"Mauritania","Reg Bureau for Africa",277800,227583.24,23,"GEFTrustee,UNDP"
00048222,2011,"Mauritania","Reg Bureau for Africa",141860,142575.36,23,"GEFTrustee,UNDP"
00048223,2010,"Cape Verde","Reg Bureau for Africa",368035,341398.61,25,"UNICEF,CAN,GEFTrustee,UNDP,CVI,UNDP(JPAA)"
00048223,2011,"Cape Verde","Reg Bureau for Africa",171905.19,127864.83,25,"CVI,UNDP(JPAA),UNICEF,UNDP,CAN,GEFTrustee"
00048224,2010,"Senegal","Reg Bureau for Africa",270755.14,277440.58,25,"GEFTrustee"
00048224,2011,"Senegal","Reg Bureau for Africa",215801,157577.7,25,"GEFTrustee"
00048225,2010,"Gambia","Reg Bureau for Africa",215049.18,144715.11,23,"GEFTrustee"
00048225,2011,"Gambia","Reg Bureau for Africa",81426,93875.15,23,"GEFTrustee"
00048226,2010,"Guinea-Bissau","Reg Bureau for Africa",337983,172352.29,25,"GEFTrustee,UNDP"
00048226,2011,"Guinea-Bissau","Reg Bureau for Africa",262779.91,257241.61,25,"GEFTrustee,UNDP"
00048230,2010,"Sri Lanka","Reg Bureau for Asia & Pacific",1,67.98,0,"UNDP"
00048234,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",426836.74,263928.759,0,"SPA,UNDP"
00048234,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",132340,137119.86,0,"UNDP,SPA"
00048238,2010,"Democratic Republic of Congo","Reg Bureau for Africa",8516769.03,7264713.512,15,"DFID,BEL,UNDP,CIDA,SIDA,UNDP,EU,IEPF"
00048238,2011,"Democratic Republic of Congo","Reg Bureau for Africa",90754884.18,80750249.09,19,"BEL,ITA,UNDP,EU,JPN,UNDP,FRA,CIDA,SIDA,SPA,SWI,DFID"
00048240,2010,"Colombia","Reg Bur Latin Amer & Carib",3618904.55,3364124.57,22,"AGENCIA CA,CAN,BEL,SIDA,AECI,NOR,NET"
00048240,2011,"Colombia","Reg Bur Latin Amer & Carib",2623009.07,2476057.31,22,"NET,AECI,CAN,BEL,NOR,SIDA,AGENCIA CA"
00048243,2010,"Tunisia","Reg Bur for Arab States",21050,19180.27,11,"SPA,UNDP"
00048244,2010,"Bosnia and Herzegovina","Reg Bur for Europe & CIS",526242.79,481701.95,11,"UNDP,SIDA"
00048244,2011,"Bosnia and Herzegovina","Reg Bur for Europe & CIS",772547.93,722820.14,11,"SIDA,UNDP"
00048245,2010,"Mali","Reg Bureau for Africa",499029,361050.364,15,"IBRD,LUX"
00048245,2011,"Mali","Reg Bureau for Africa",395000,356821.98,15,"LUX,IBRD"
00048246,2010,"Ukraine","Reg Bur for Europe & CIS",8886510.44,10062683.45,11,"EUCOMM,EUCOMM,UNDP,UNDP,UNDP,EUCOMM"
00048246,2011,"Ukraine","Reg Bur for Europe & CIS",3076604.59,2695327.35,11,"UNDP,EUCOMM,EUCOMM,EUCOMM,UNDP,EUCOMM,EUCOMM,UNDP,UNDP"
00048248,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",460633.55,226210.088,1,"DEN,UNDP,DFID,AusAID"
00048248,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",362410.02,295047.28,1,"DEN,UNDP,AusAID,DFID"
00048249,2010,"Viet Nam","Reg Bureau for Asia & Pacific",1142053.01,1079846.51,1,"UNDP(JPAA),UNDP,UNDP,UNDP(JPAA)"
00048249,2011,"Viet Nam","Reg Bureau for Asia & Pacific",806832,488839.35,1,"UNDP(JPAA),UNDP"
00048260,2010,"Mozambique","Reg Bureau for Africa",435680.85,685963.83,12,"CAN,UNDP"
00048260,2011,"Mozambique","Reg Bureau for Africa",887117.57,712751.87,12,"EU,UNDP,UNDP,CAN"
00048262,2010,"India","Reg Bureau for Asia & Pacific",117500,96850.59,23,"UNDP"
00048262,2011,"India","Reg Bureau for Asia & Pacific",130000,126890.18,23,"UNDP"
00048266,2010,"Colombia","Reg Bur Latin Amer & Carib",1113000.31,843353.38,23,"ISA SA ESP,UNDP(JPAA),SPA"
00048266,2011,"Colombia","Reg Bur Latin Amer & Carib",845798.66,794056.95,23,"ISA SA ESP,UNDP(JPAA),SPA"
00048267,2010,"Prog for Palestinian People","Prog for Palestinian People",95096.79,95018.645,0,"NET"
00048267,2011,"Prog for Palestinian People","Prog for Palestinian People",121425.77,125683.66,11,"NET"
00048275,2010,"Dominican Republic","Reg Bur Latin Amer & Carib",13988,546.45,11,"DOM"
00048277,2010,"China","Reg Bureau for Asia & Pacific",3500,3535,"","UNDP"
00048281,2010,"Lebanon","Reg Bur for Arab States",178986,53399.24,23,"UNDP,BRA,MOA"
00048281,2011,"Lebanon","Reg Bur for Arab States",132625,94557.79,23,"UNDP,BRA,MOA"
00048283,2010,"Rwanda","Reg Bureau for Africa",0,11929,1,"UNDP"
00048288,2010,"Togo","Reg Bureau for Africa",369794,369793.44,6,"GFATM"
00048291,2010,"Bolivia","Reg Bur Latin Amer & Carib",1557896.17,9556.36,1,"BOL"
00048294,2010,"Timor-Leste","Reg Bureau for Asia & Pacific",251000,208782.89,1,"UNDP"
00048294,2011,"Timor-Leste","Reg Bureau for Asia & Pacific",234904.73,234904.73,1,"UNDP"
00048298,2010,"Rwanda","Reg Bureau for Africa",30967.53,28492.97,1,"SNV"
00048303,2010,"Macedonia, former Yugoslav Rep","Reg Bur for Europe & CIS",474375,429474.88,0,"GEFTrustee,UNDP"
00048303,2011,"Macedonia, former Yugoslav Rep","Reg Bur for Europe & CIS",275758.48,254582.28,0,"UNDP,GEFTrustee"
00048304,2010,"Peru","Reg Bur Latin Amer & Carib",126229.33,126230.828,11,"PER-GRT,PER"
00048304,2011,"Peru","Reg Bur Latin Amer & Carib",90817.01,86495.27,11,"PER-GRT,PER"
00048311,2010,"Jordan","Reg Bur for Arab States",307028.03,301688.94,17,"JOR,UNDP,DDC"
00048311,2011,"Jordan","Reg Bur for Arab States",161363.34,149976.7,17,"JOR,UNDP,DDC"
00048327,2011,"Sierra Leone","Reg Bureau for Africa",100000,88242.99,"","PBF,UNDP"
00048331,2010,"Ecuador","Reg Bur Latin Amer & Carib",644553.51,491439.7,25,"GEFTrustee"
00048331,2011,"Ecuador","Reg Bur Latin Amer & Carib",427454,235618.97,25,"GEFTrustee"
00048339,2010,"Maldives","Reg Bureau for Asia & Pacific",361180.6,368491.68,1,"UNDP,UNDP,UNDP"
00048350,2010,"Indonesia","Reg Bureau for Asia & Pacific",4981638.54,4378540.84,22,"IDA-MDTFAN,IDA-MDTFAN,IDA-MDTFAN,UNDP,UNDP"
00048350,2011,"Indonesia","Reg Bureau for Asia & Pacific",2363958.84,1734888.01,14,"UNDP,IDA-MDTFAN,IDA-MDTFAN,UNDP,IDA-MDTFAN,IDA-MDTFAN"
00048353,2010,"Zambia","Reg Bureau for Africa",73589,38432.6,23,"KEMI"
00048356,2010,"Reg Bureau for Africa","Reg Bureau for Africa",180000,153940.19,3,"UNDP"
00048358,2010,"Mongolia","Reg Bureau for Asia & Pacific",591740,482683.69,17,"LUX,BRITISH EM,UNDP"
00048358,2011,"Mongolia","Reg Bureau for Asia & Pacific",541497.52,527354.81,17,"LUX,BRITISH EM,UNDP"
00048359,2010,"Kyrgyzstan","Reg Bur for Europe & CIS",14795,13824.42,"","FAO,UNFPA,UNHCHR,WHO,UNHCR,DFID,OHCHR,UNDCP,UN Women,WFP,UNESCO,UNICEF"
00048362,2010,"Democratic Republic of Congo","Reg Bureau for Africa",2655988.57,2413645.322,11,"BEL,UNDP,UNDP,UNDP,DFID,DFID,DFID,UNDP"
00048362,2011,"Democratic Republic of Congo","Reg Bureau for Africa",2194655.51,1869542.56,11,"BEL,DFID,DFID,UNDP,DFID,UNDP,UNDP,UNDP"
00048363,2010,"Macedonia, former Yugoslav Rep","Reg Bur for Europe & CIS",10000,9434.23,23,"UNDP"
00048363,2011,"Macedonia, former Yugoslav Rep","Reg Bur for Europe & CIS",36300,36418.3,23,"UNDP"
00048365,2010,"Saudi Arabia","Reg Bur for Arab States",700,425,0,"DEN"
00048366,2010,"Syria","Reg Bur for Arab States",1500,1169.69,1,"UNDP,SYR"
00048371,2010,"Bosnia and Herzegovina","Reg Bur for Europe & CIS",1007370,936683.39,11,"UNDP,BIH,SDC"
00048371,2011,"Bosnia and Herzegovina","Reg Bur for Europe & CIS",1147654.55,1132323.22,11,"BIH,SDC,UNDP"
00048378,2010,"Moldova, Republic of","Reg Bur for Europe & CIS",305610.56,161473.46,11,"GOVT,UNDP,ROM,SOROS"
00048378,2011,"Moldova, Republic of","Reg Bur for Europe & CIS",354259.64,289296.59,11,"SOROS,UNDP,ROM,GOVT"
00048382,2010,"Pakistan","Reg Bureau for Asia & Pacific",417391,324379.07,0,"UND,UNDP"
00048382,2011,"Pakistan","Reg Bureau for Asia & Pacific",413250,375146.45,0,"UNDP"
00048392,2010,"United Republic of Tanzania","Reg Bureau for Africa",353260,280869.711,1,"UNDP,SNV"
00048392,2011,"United Republic of Tanzania","Reg Bureau for Africa",1,0.01,1,"SNV,UNDP"
00048395,2010,"Argentina","Reg Bur Latin Amer & Carib",103597,103353.24,23,"IBRD"
00048396,2010,"Brazil","Reg Bur Latin Amer & Carib",672434.91,503801.49,11,"IDB,BRA"
00048396,2011,"Brazil","Reg Bur Latin Amer & Carib",640040.75,631624.47,11,"BRA,IDB"
00048398,2010,"Malawi","Reg Bureau for Africa",6059884.31,5033976.408,11,"UNFPA,UNDP(JPAA),UNDP,UNDP,AFESD,UNDP(JPAA),UNDP,EU,DFID,UNDP,UNDP(JPAA),UNICEF,GTZ"
00048398,2011,"Malawi","Reg Bureau for Africa",3460058.17,3260224.12,11,"DFID,UNDP(JPAA),UNDP,EU,UNDP,AFESD,UNDP(JPAA),UNDP(JPAA),UNFPA,UNDP,UNICEF,GTZ"
00048399,2010,"Turkey","Reg Bur for Europe & CIS",712050,665310.71,3,"UNDP(JPAA),SPA"
00048399,2011,"Turkey","Reg Bur for Europe & CIS",449890.97,397575.6,1,"UNDP(JPAA),SPA"
00048401,2010,"Senegal","Reg Bureau for Africa",300000,234891.82,3,"UNDP"
00048401,2011,"Senegal","Reg Bureau for Africa",201472.64,145095.55,3,"UNDP"
00048402,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",835769.09,705292.79,25,"GEFTrustee"
00048402,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",816835.39,721568.99,25,"GEFTrustee"
00048403,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",199415,199416,"","GEFTrustee"
00048403,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",370585,146956.64,"","GEFTrustee"
00048407,2010,"India","Reg Bureau for Asia & Pacific",377423,215447.5,23,"GEFTrustee"
00048408,2010,"Latvia, Republic of","Reg Bur for Europe & CIS",117465.8,102790.69,"","UNDP,GEFTrustee"
00048408,2011,"Latvia, Republic of","Reg Bur for Europe & CIS",425488.1,425487.99,"","UNDP,GEFTrustee"
00048409,2010,"Lebanon","Reg Bur for Arab States",109311,57017.67,23,"GEFTrustee"
00048409,2011,"Lebanon","Reg Bur for Arab States",188313.58,132373.16,23,"GEFTrustee"
00048411,2010,"Philippines","Reg Bureau for Asia & Pacific",204265.38,82128.81,23,"GEFTrustee,PHI"
00048411,2011,"Philippines","Reg Bureau for Asia & Pacific",232734.8,175343.42,23,"PHI,GEFTrustee"
00048412,2010,"Kosovo","Reg Bur for Europe & CIS",1354542.27,1033772.07,22,"OHCHR,DFID,NOR,DFID,WHO,UNICEF,UN,UNFPA"
00048412,2011,"Kosovo","Reg Bur for Europe & CIS",1184753.74,1102763.65,1,"UNFPA,OHCHR,UNICEF,UN,NOR,WHO"
00048413,2010,"Senegal","Reg Bureau for Africa",558344.19,275994.19,25,"GEFTrustee"
00048413,2011,"Senegal","Reg Bureau for Africa",462881,438017.78,25,"GEFTrustee"
00048414,2010,"Viet Nam","Reg Bureau for Asia & Pacific",92175,51778.72,23,"GEFTrustee"
00048414,2011,"Viet Nam","Reg Bureau for Asia & Pacific",496161,449812.69,23,"GEFTrustee"
00048415,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",324578.37,824277.71,24,"UNDP,UNDP"
00048417,2010,"Brazil","Reg Bur Latin Amer & Carib",171343.58,161726.76,1,"SPA,UNDP(JPAA)"
00048417,2011,"Brazil","Reg Bur Latin Amer & Carib",62312.67,61667.17,1,"SPA,UNDP(JPAA)"
00048427,2010,"India","Reg Bureau for Asia & Pacific",2,184.74,"","UNDP,UNDP"
00048427,2011,"India","Reg Bureau for Asia & Pacific",0,7333.1,"","UNDP,UNDP"
00048430,2010,"Rgnl Center in Bangkok (RCB)","Reg Bureau for Asia & Pacific",750772.43,773982.73,"","AusAID,UNISDR,UNDP,ESCAP,UNDP,ESCAP"
00048430,2011,"Rgnl Center in Bangkok (RCB)","Reg Bureau for Asia & Pacific",1516413.86,955707.07,21,"ESCAP,ESCAP,UNDP,UNISDR,UNDP,AusAID"
00048435,2010,"Guatemala","Reg Bur Latin Amer & Carib",23864006.32,19182536.2,14,"DFID,SOROS,ITA,EU,GER,SOROS,UND,CIDA,SWI,FIN,SPA,SWE,UND,UND,UND,IRE,EUCOMM,IRE,CIDA,NOR,DEN,UKM,NET,USA"
00048435,2011,"Guatemala","Reg Bur Latin Amer & Carib",22326225.68,18786987.2,14,"DEN,USA,SOROS,UND,UKM,SWE,NOR,GER,EU,NET,ITA,IRE,FIN,SPA,EUCOMM,CIDA"
00048438,2010,"Thailand","Reg Bureau for Asia & Pacific",0,73.68,5,"UNDP,UNAIDS"
00048445,2010,"Cyprus","Reg Bur for Europe & CIS",7850733.67,6815612.03,0,"EU,CYP"
00048445,2011,"Cyprus","Reg Bur for Europe & CIS",2562646,2465001.99,0,"EU,CYP"
00048448,2010,"Kyrgyzstan","Reg Bur for Europe & CIS",430277.5,427622.37,23,"UNDP,GEFTrustee"
00048448,2011,"Kyrgyzstan","Reg Bur for Europe & CIS",263589,235757.75,23,"UNDP,GEFTrustee"
00048455,2010,"Egypt","Reg Bur for Arab States",198926,176066,23,"GEFTrustee"
00048455,2011,"Egypt","Reg Bur for Arab States",443295,121542,23,"GEFTrustee"
