project_id,fiscal_year,operating_unit,region,budget,expenditure,outcome,donor
00047474,2010,"Burkina Faso","Reg Bureau for Africa",297624,259860.96,3,"UNDP,UNDP,DEN"
00047474,2011,"Burkina Faso","Reg Bureau for Africa",271837,226818.1,1,"UNDP,DEN,UNDP"
00047476,2010,"Mali","Reg Bureau for Africa",289096,161322.6,"","SIDA,UNDP"
00047476,2011,"Mali","Reg Bureau for Africa",547525,662201.37,2,"SIDA,UNDP"
00047477,2010,"Mali","Reg Bureau for Africa",114470,124403.02,2,"UNDP,UNDP"
00047477,2011,"Mali","Reg Bureau for Africa",5303,5301,2,"UNDP,UNDP"
00047481,2011,"Comoros","Reg Bureau for Africa",7394,7393.7,11,"EU"
00047484,2010,"Sao Tome and Principe","Reg Bureau for Africa",140000,138674.54,11,"UNDP"
00047484,2011,"Sao Tome and Principe","Reg Bureau for Africa",105000,55851.29,11,"UNDP"
00047489,2010,"Cuba","Reg Bur Latin Amer & Carib",3645.54,135.27,6,"UNDP"
00047492,2010,"Nepal","Reg Bureau for Asia & Pacific",1340771,1012118.81,25,"UNDP,HPL"
00047492,2011,"Nepal","Reg Bureau for Asia & Pacific",695472,628543.67,34,"HPL,UNDP"
00047495,2010,"Congo","Reg Bureau for Africa",233714,230556.689,1,"UNDP,ROK,KOICA"
00047495,2011,"Congo","Reg Bureau for Africa",349092,291845.76,1,"UNDP,KOICA,ROK"
00047496,2010,"Togo","Reg Bureau for Africa",543186.1,544013.94,4,"UNDP,UNDSS,TOG"
00047496,2011,"Togo","Reg Bureau for Africa",420154.07,416668.28,0,"TOG,UNDP,UNDSS"
00047508,2010,"Bhutan","Reg Bureau for Asia & Pacific",67167.51,65379.86,3,"UNDP(JPAA),UNDP"
00047508,2011,"Bhutan","Reg Bureau for Asia & Pacific",5111.31,277.75,3,"UNDP(JPAA),UNDP"
00047513,2010,"Tajikistan","Reg Bur for Europe & CIS",146648.83,146588.69,"","GFATM"
00047517,2010,"Kyrgyzstan","Reg Bur for Europe & CIS",45361,30913.25,6,"UNDP,UNFPA,UNICEF,UNAIDS,WHO,IBRD,UNOV,UNHCR"
00047517,2011,"Kyrgyzstan","Reg Bur for Europe & CIS",20647,11450.22,6,"UNFPA,IBRD,WHO,UNICEF,UNOV,UNDP,UNHCR,UNAIDS"
00047518,2010,"Sri Lanka","Reg Bureau for Asia & Pacific",0,0.02,0,"UNDP"
00047521,2010,"Burkina Faso","Reg Bureau for Africa",90000,85477.53,11,"UNDSS,UNDP"
00047521,2011,"Burkina Faso","Reg Bureau for Africa",50000,47142.52,0,"UNDSS,UNDP"
00047525,2010,"Rwanda","Reg Bureau for Africa",2327820.99,2120337.993,11,"UNDP,UNDP,UNDP,DFID,DFID,UNDP,UNDP,DFID,DFID,DFID"
00047525,2011,"Rwanda","Reg Bureau for Africa",2360012,2195144.34,11,"UNDP,UNDP,UNDP,DFID,DFID,DFID,UNDP,DFID,DFID,UNDP"
00047529,2010,"Iraq","Reg Bur for Arab States",94492,60986.8,11,"AAUNDGTF"
00047530,2010,"Iraq","Reg Bur for Arab States",21250,45535.87,13,"AAUNDGTF,AAUNDGTF"
00047538,2010,"Mongolia","Reg Bureau for Asia & Pacific",291382.09,153003.46,0,"NET,MON,UNDP"
00047543,2010,"Guinea","Reg Bureau for Africa",1502200,1467460.826,3,"UNDP,UNDP,UNDP,UNDP,UNDP,SPA,SPA"
00047543,2011,"Guinea","Reg Bureau for Africa",1161935.27,1074460.33,3,"UNDP,SPA,SPA,UNDP,UNDP,UNDP,UNDP"
00047547,2010,"Democratic Republic of Congo","Reg Bureau for Africa",199293.85,109293.85,11,"UNDEF"
00047547,2011,"Democratic Republic of Congo","Reg Bureau for Africa",16714,4765.16,11,"UNDEF"
00047548,2011,"Reg Bur Latin Amer & Carib","Reg Bur Latin Amer & Carib",143429.55,104678.55,"","UNDP,EU"
00047549,2010,"Congo","Reg Bureau for Africa",114490,120114.44,0,"ADB,UNDP,PRC"
00047549,2011,"Congo","Reg Bureau for Africa",233408.39,227604.79,0,"PRC,UNDP,ADB"
00047554,2010,"Sri Lanka","Reg Bureau for Asia & Pacific",1239831.5,862295.99,0,"AECI,FOLIGNO DE,FAMSI,Galicia,EMILIO MOR,UNDP"
00047554,2011,"Sri Lanka","Reg Bureau for Asia & Pacific",411898,430985.4,0,"FOLIGNO DE,FAMSI,AECI,UNDP,Galicia,EMILIO MOR"
00047557,2010,"Argentina","Reg Bur Latin Amer & Carib",334248,335334.62,10,"GOB"
00047557,2011,"Argentina","Reg Bur Latin Amer & Carib",5050797,322486.84,14,"GOB"
00047562,2010,"Bhutan","Reg Bureau for Asia & Pacific",38020,34566,12,"UNDP"
00047562,2011,"Bhutan","Reg Bureau for Asia & Pacific",41260,27355.98,12,"UNDP"
00047573,2010,"Guinea","Reg Bureau for Africa",285515.56,294611.86,25,"UNDP(UNV),UNDP,UNDP,GEFTrustee"
00047573,2011,"Guinea","Reg Bureau for Africa",315254.84,314044.07,25,"UNDP,GEFTrustee,UNDP,UNDP(UNV)"
00047575,2010,"Guinea","Reg Bureau for Africa",150915,150854.7,23,"UNDP,UNIDO,GEFTrustee"
00047575,2011,"Guinea","Reg Bureau for Africa",182730.27,178809.52,23,"UNIDO,UNDP"
00047576,2010,"Guatemala","Reg Bur Latin Amer & Carib",133264.06,75872.076,17,"UND,SIDA,SIDA"
00047577,2010,"Guatemala","Reg Bur Latin Amer & Carib",226913.23,225729.06,1,"MOFACSPAIN"
00047577,2011,"Guatemala","Reg Bur Latin Amer & Carib",1184.17,1184.17,1,"MOFACSPAIN"
00047579,2010,"Guatemala","Reg Bur Latin Amer & Carib",27437.98,27437.978,17,"USAID,NOR,SIDA"
00047585,2010,"Kenya","Reg Bureau for Africa",502600,171587.93,"","UNDP,GEFTrustee"
00047585,2011,"Kenya","Reg Bureau for Africa",400000,265529.57,25,"GEFTrustee,UNDP"
00047593,2010,"Ghana","Reg Bureau for Africa",662500,623488.04,14,"UNDP,UNIDO"
00047593,2011,"Ghana","Reg Bureau for Africa",1475700,1467904.67,14,"UNDP"
00047594,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",501785.87,249659.56,23,"GEFTrustee,LUX,UNDP"
00047594,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",115095.89,70986.14,23,"LUX,GEFTrustee"
00047603,2010,"Kenya","Reg Bureau for Africa",150204.98,3180,25,"GEFTrustee"
00047603,2011,"Kenya","Reg Bureau for Africa",70000,35769.59,25,"GEFTrustee"
00047606,2010,"Ethiopia","Reg Bureau for Africa",4432.9,4575.61,15,"UNDP"
00047606,2011,"Ethiopia","Reg Bureau for Africa",1,931.07,15,"UNDP"
00047610,2010,"El Salvador","Reg Bur Latin Amer & Carib",603011.68,519901.69,23,"UNDP(JPAA)"
00047610,2011,"El Salvador","Reg Bur Latin Amer & Carib",486205.48,473810.29,11,"UNDP(JPAA)"
00047611,2010,"United Republic of Tanzania","Reg Bureau for Africa",120000,60407.43,17,"UNDP,UNDP(JPAA)"
00047611,2011,"United Republic of Tanzania","Reg Bureau for Africa",59000,46946.04,17,"UNDP,UNDP(JPAA)"
00047613,2010,"Bangladesh","Reg Bureau for Asia & Pacific",679500,565951.46,23,"MPU"
00047613,2011,"Bangladesh","Reg Bureau for Asia & Pacific",140218,105303.88,23,"MPU"
00047617,2010,"Ukraine","Reg Bur for Europe & CIS",20206,9196.92,11,"UNDP,UNDEF"
00047619,2010,"Gambia","Reg Bureau for Africa",200000,67459.38,1,"UNDP"
00047621,2010,"Gambia","Reg Bureau for Africa",1397709.62,1302406.278,1,"UNDP,GAM,SPA,UNDP"
00047621,2011,"Gambia","Reg Bureau for Africa",540212,459154.85,1,"UNDP,SPA,GAM,UNDP"
00047623,2010,"Prog for Palestinian People","Prog for Palestinian People",191871.82,192644.51,0,"CAN,CIDA"
00047623,2011,"Prog for Palestinian People","Prog for Palestinian People",155438.17,133871.06,0,"CAN,CIDA"
00047624,2010,"India","Reg Bureau for Asia & Pacific",247200,249083.66,23,"GEFTrustee"
00047624,2011,"India","Reg Bureau for Asia & Pacific",260700,212646.13,23,"GEFTrustee"
00047625,2010,"India","Reg Bureau for Asia & Pacific",217659,195360.84,23,"GEFTrustee"
00047625,2011,"India","Reg Bureau for Asia & Pacific",212359,124625.39,23,"GEFTrustee"
00047627,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",697540,182346.01,"","UNDP"
00047631,2010,"Lebanon","Reg Bur for Arab States",576802,466609.44,1,"CDR,PRIVSECT,UNDP,FRA"
00047631,2011,"Lebanon","Reg Bur for Arab States",608030,423307.41,1,"UNDP,CDR,PRIVSECT,FRA"
00047637,2010,"Albania","Reg Bur for Europe & CIS",10691,8556.33,0,"AUS,ALB,UNDP"
00047641,2010,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",155000,154128.26,23,"UNDP"
00047641,2011,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",7843.19,8057.48,23,"UNDP"
00047647,2010,"Cook Islands","Reg Bureau for Asia & Pacific",102712,97945.58,"","GEFTrustee"
00047647,2011,"Cook Islands","Reg Bureau for Asia & Pacific",192804.42,191953.12,"","GEFTrustee"
00047648,2010,"Montenegro","Reg Bur for Europe & CIS",2076496.03,1910977.98,0,"GER,OSCE,Gov of Mon,NET,NET,Gov of Mon,OSCE,DEN,UKM,SWE"
00047648,2011,"Montenegro","Reg Bur for Europe & CIS",521050,500465.42,0,"Gov of Mon,NET,OSCE,NET,UKM,DEN,GER,Gov of Mon,SWE,OSCE"
00047655,2010,"Guinea","Reg Bureau for Africa",100000,93286.78,6,"PBF,UNDP"
00047655,2011,"Guinea","Reg Bureau for Africa",107000,103806.15,6,"UNDP,PBF"
00047656,2010,"Zimbabwe","Reg Bureau for Africa",187610.78,163724.725,22,"AusAID,NOR,DEN,CAN,UNDP"
00047658,2010,"Moldova, Republic of","Reg Bur for Europe & CIS",169966.22,170261.07,11,"UNFPA,UN Women,UNDP"
00047658,2011,"Moldova, Republic of","Reg Bur for Europe & CIS",196104.96,195564.78,11,"UN Women,UNFPA,UNDP"
00047659,2010,"Dominican Republic","Reg Bur Latin Amer & Carib",418000,279304.07,12,"DOM,UNDP,MOFACSPAIN"
00047659,2011,"Dominican Republic","Reg Bur Latin Amer & Carib",335597,193948.62,12,"MOFACSPAIN,DOM,UNDP"
00047661,2010,"India","Reg Bureau for Asia & Pacific",62000,53389.8,23,"GEFTrustee"
00047661,2011,"India","Reg Bureau for Asia & Pacific",57500,48528.25,23,"GEFTrustee"
00047665,2010,"Guinea","Reg Bureau for Africa",620000,570642.48,9,"IBRD,UNDP,UNDESA,UNIDO"
00047665,2011,"Guinea","Reg Bureau for Africa",1202500.68,1169935.2,9,"UNIDO,UNDESA,UNDP"
00047666,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",42984,46594.11,0,"JPN"
00047672,2010,"Russian Federation","Reg Bur for Europe & CIS",12391.51,10799.74,3,"UNDP"
00047673,2010,"Liberia","Reg Bureau for Africa",1051413,967783.71,11,"UNDP,UNDSS,WELLCOME,EUCOMM"
00047673,2011,"Liberia","Reg Bureau for Africa",1600461.57,1652896.22,11,"EUCOMM,UNDP,UNDSS"
00047675,2010,"Sierra Leone","Reg Bureau for Africa",180776,131638.12,13,"UNDP(JPAA)"
00047675,2011,"Sierra Leone","Reg Bureau for Africa",43894,771.36,"","UNDP(JPAA)"
00047681,2010,"Albania","Reg Bur for Europe & CIS",372529,362587.68,11,"DFID,UNDP,CIDA,EU"
00047687,2010,"Saudi Arabia","Reg Bur for Arab States",328577,108463.61,23,"SAU"
00047687,2011,"Saudi Arabia","Reg Bur for Arab States",2625,2625,23,"SAU"
00047688,2010,"Côte d’Ivoire","Reg Bureau for Africa",105931,87294.409,21,"NOR,MFA NORWAY"
00047688,2011,"Côte d’Ivoire","Reg Bureau for Africa",15338,7027.87,21,"MFA NORWAY,NOR"
00047689,2010,"United Republic of Tanzania","Reg Bureau for Africa",681955,488078.64,23,"UNEP,UNDP,NOR"
00047689,2011,"United Republic of Tanzania","Reg Bureau for Africa",680900.19,584646.24,23,"NOR,UNDP,UNEP"
00047697,2010,"Myanmar","Reg Bureau for Asia & Pacific",0,8845.93,1,"UNDP"
00047698,2010,"Mali","Reg Bureau for Africa",160907,149854.829,1,"SPA,GTZ,UNDP"
00047698,2011,"Mali","Reg Bureau for Africa",58638.5,58691.82,1,"UNDP,SPA,GTZ,SPA"
00047700,2010,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",1020.89,1020.89,"","UNDP,GEFTrustee"
00047700,2011,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",137917.52,121493.52,23,"GEFTrustee,UNDP"
00047708,2010,"Angola","Reg Bureau for Africa",703367.24,202096.712,"","EU,CAN,EUCOMM,UNDP"
00047708,2011,"Angola","Reg Bureau for Africa",157079.15,146851.54,"","EU,UNDP,CAN,EUCOMM"
00047713,2010,"Iraq","Reg Bur for Arab States",982495.82,770142.77,13,"AUL,DFID"
00047713,2011,"Iraq","Reg Bur for Arab States",212486.77,212484.7,"","DFID,AAUNDGTF,AUL"
00047714,2010,"Iraq","Reg Bur for Arab States",1039510.67,1008510.62,11,"USA,DFID,UN"
00047714,2011,"Iraq","Reg Bur for Arab States",984206.15,713021.81,22,"USA,DFID,UN"
00047717,2010,"Prog for Palestinian People","Prog for Palestinian People",872671,835507.424,0,"AFD"
00047717,2011,"Prog for Palestinian People","Prog for Palestinian People",986750,796003.61,0,"AFD"
00047718,2010,"Sierra Leone","Reg Bureau for Africa",62878.24,34274.93,13,"UNDP(JPAA)"
00047719,2011,"Togo","Reg Bureau for Africa",40532.53,40532.53,13,"EU"
00047723,2010,"Georgia","Reg Bur for Europe & CIS",195530.34,142728.19,25,"GOVT,UNDP,GOVT"
00047725,2010,"Bolivia","Reg Bur Latin Amer & Carib",211350.25,206186.02,17,"UNDP,SPA"
00047725,2011,"Bolivia","Reg Bur Latin Amer & Carib",138810.38,36776.04,17,"SPA,UNDP"
00047729,2010,"Yemen","Reg Bur for Arab States",3846992.45,3195124.78,17,"UNDP,USA,GER,ITA,GER,AUL,USA,YEM,YEM,EU,USA,BEL,SIDA"
00047729,2011,"Yemen","Reg Bur for Arab States",3162002.94,2515942.68,17,"USA,YEM,GER,BEL,USA,UNDP,GER,AUL,SIDA,USA,EU,ITA,YEM"
00047731,2010,"Kenya","Reg Bureau for Africa",384468.42,331905.26,15,"SIDA,IE ASIA,UNDP"
00047731,2011,"Kenya","Reg Bureau for Africa",330000,394252.32,15,"UNDP,IE ASIA,SIDA"
00047732,2010,"Sierra Leone","Reg Bureau for Africa",902.1,601.4,22,"UNDP(JPAA)"
00047738,2011,"Sierra Leone","Reg Bureau for Africa",52700,52643.23,"","UNDP,UNDP(JPAA)"
00047739,2010,"Nepal","Reg Bureau for Asia & Pacific",1000000,957137.71,25,"UNDP"
00047739,2011,"Nepal","Reg Bureau for Asia & Pacific",248850,182831.42,34,"UNDP"
00047741,2010,"Chile","Reg Bur Latin Amer & Carib",2130,2038.84,12,"SEGPRES"
00047744,2010,"Malawi","Reg Bureau for Africa",607289,523028.39,15,"UNDP,AGFUND,UNDP(JPAA)"
00047744,2011,"Malawi","Reg Bureau for Africa",445115,436614.74,15,"UNDP,UNDP(JPAA),AGFUND"
00047745,2010,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",1087000,1080605.32,4,"UNDP,GEFTrustee,GUD,LUX"
00047745,2011,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",100542.98,89526.65,4,"UNDP,GEFTrustee,LUX"
00047752,2010,"Chile","Reg Bur Latin Amer & Carib",114496.38,82169.25,23,"MPU"
00047752,2011,"Chile","Reg Bur Latin Amer & Carib",103055.2,96980.89,23,"MPU,MPU"
00047754,2010,"Nepal","Reg Bureau for Asia & Pacific",367914,351443.78,17,"UNDP,JPN"
00047754,2011,"Nepal","Reg Bureau for Asia & Pacific",127973,132214.94,23,"JPN,UNDP"
00047756,2010,"Romania","Reg Bur for Europe & CIS",0,631.75,"","UNDP,ROM"
00047762,2010,"Ethiopia","Reg Bureau for Africa",0,11.7,"","UNDP"
00047769,2010,"Solomon Islands","Reg Bureau for Asia & Pacific",240000,129401.33,"","UNDP"
00047771,2010,"Venezuela","Reg Bur Latin Amer & Carib",3000.01,2999.71,"","PGTF,UNDP"
00047772,2010,"Belarus, Republic of","Reg Bur for Europe & CIS",14193,13870.72,3,"RUS,MECONDEVRU,UNDP"
00047772,2011,"Belarus, Republic of","Reg Bur for Europe & CIS",173973,168684.34,3,"MECONDEVRU,RUS"
00047774,2010,"Haiti","Reg Bur Latin Amer & Carib",1580671.23,1625950.62,12,"UPU,GVT,UNDP,UNIDO,UNDP,UNDP,CIDA,UNDG,CIDA,GVT,UNDP(UNV),IBRD"
00047774,2011,"Haiti","Reg Bur Latin Amer & Carib",1754550,1539423.5,11,"UNDP,CIDA,UPU,GVT,UNIDO,UNDG,UNDP(UNV),IBRD"
00047776,2010,"Burkina Faso","Reg Bureau for Africa",512000,441761.91,11,"ISR,UNDP,IRQ"
00047776,2011,"Burkina Faso","Reg Bureau for Africa",195186.49,179884.92,0,"IRQ,UNDP,ISR"
00047784,2010,"Russian Federation","Reg Bur for Europe & CIS",248196.81,227546.64,3,"UNESCO,EU,UN Women,UNEP,UNOG,ILO,UNDCP,UNIC,UNDP,WFP,IOM,WHO,IBRD,UNFPA,UNAIDS,FAO,UNHCR,UNCHS,NGO(NATL),UNICEF,NGO(INTL),UNOCHA,OHCHR,UNDSS"
00047784,2011,"Russian Federation","Reg Bur for Europe & CIS",120194.35,100288.51,3,"UNESCO,UNDCP,OHCHR,UN Women,UNAIDS,UNDP,WFP,IOM,UNCHS,UNFPA,UNICEF,UNEP,ILO,UNHCR,UNIC,WHO,IBRD,UNDSS"
00047786,2010,"Iraq","Reg Bur for Arab States",0,29123.16,13,"AAUNDGTF"
00047790,2010,"Colombia","Reg Bur Latin Amer & Carib",894.05,894.05,22,"COL,SIDA"
00047798,2010,"Prog for Palestinian People","Prog for Palestinian People",263891.79,263891.428,3,"ITA"
00047798,2011,"Prog for Palestinian People","Prog for Palestinian People",134018,111869.58,3,"ITA"
00047799,2010,"Ethiopia","Reg Bureau for Africa",11132640.87,9777050.504,12,"CIDA,USAID,DEN,ITA,OHCHR,UNDP,NET,NOR,IRE,SIDA,EUCOMM,AUS,EU,DFID"
00047799,2011,"Ethiopia","Reg Bureau for Africa",12587384.66,11459004.76,12,"IRE,EU,EUCOMM,DEN,OHCHR,UNDP,ITA,NET,SIDA,NOR,USAID,AUS,CIDA,DFID"
00047810,2010,"Indonesia","Reg Bureau for Asia & Pacific",5971894.35,4932564.03,17,"AUL,AusAID,AUL,AUL,ESCAP,AusAID,UNDP,UNDP,UKM,UNDP,UNISDR,UKM,UKM,DPAG,UNDP,UNDP,AusAID,ESCAP,UKM,AUL,AusAID"
00047810,2011,"Indonesia","Reg Bureau for Asia & Pacific",3135393.78,2817445.91,22,"UKM,AUL,AUL,ESCAP,DPAG,AusAID,AusAID,AUL,AusAID,UNDP,UNDP,AusAID,UKM,UNDP,UKM,UNISDR,UNDP,AUL,UNDP"
00047812,2010,"South Sudan, Republic of","Reg Bureau for Africa",6169858.43,4991805.47,"","CIDA,SIDA,UNDP,DFID,UNDP,CIDA,DFID,ADB,NET,NOR,UNDP,CIDA,NET,DFID,NET,SIDA,DFID,UNDP,CIDA,SIDA,NET"
00047822,2010,"Ukraine","Reg Bur for Europe & CIS",5000,4603.27,16,"USAID,UNDP"
00047825,2010,"Congo","Reg Bureau for Africa",1005580,1005409.49,"","UNOCHA,PRC"
00047825,2011,"Congo","Reg Bureau for Africa",5317323.24,4385043.46,0,"UNOCHA,PRC"
00047826,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",1443114.98,804052.4,23,"SWE,DFID,UNEP,SWEDBIO,UNDP,DEN"
00047826,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",738745.11,631906.57,23,"SWE,UNEP,UNDP,DEN,DFID,SWEDBIO"
00047827,2010,"Pakistan","Reg Bureau for Asia & Pacific",587021.75,493755.77,0,"UNDP,PAK"
00047827,2011,"Pakistan","Reg Bureau for Asia & Pacific",174500.37,173959.62,0,"PAK,UNDP"
00047828,2010,"Prog for Palestinian People","Prog for Palestinian People",146177,114538.08,1,"SIDA,CEC"
00047830,2010,"Côte d’Ivoire","Reg Bureau for Africa",13582449.86,12713978.292,9,"FRA,JPN,EU,CAN,UKM,SWI,UNDP,BEL,GER,PRIVSECT,ECOWAS"
00047830,2011,"Côte d’Ivoire","Reg Bureau for Africa",13186066.68,12135729.08,9,"FRA,GER,PRIVSECT,CAN,UKM,BEL,JPN,EU,ECOWAS,SWI,UNDP"
00047832,2010,"Honduras","Reg Bur Latin Amer & Carib",38001.3,24931.32,23,"UNDP,GEFTrustee"
00047832,2011,"Honduras","Reg Bur Latin Amer & Carib",45031.48,26031.48,23,"GEFTrustee,UNDP"
00047848,2010,"Viet Nam","Reg Bureau for Asia & Pacific",175627,128871.37,1,"UNDP,UNDP(JPAA)"
00047848,2011,"Viet Nam","Reg Bureau for Asia & Pacific",40442,43733.96,1,"UNDP(JPAA),UNDP"
00047854,2010,"Burkina Faso","Reg Bureau for Africa",105176,93750,6,"BKF"
00047856,2010,"Brazil","Reg Bur Latin Amer & Carib",1229945.09,914536.19,13,"UNDP,BRA"
00047856,2011,"Brazil","Reg Bur Latin Amer & Carib",277200,265388.64,13,"BRA"
00047857,2010,"Costa Rica","Reg Bur Latin Amer & Carib",26487,887.25,"","NOR"
00047858,2010,"Ethiopia","Reg Bureau for Africa",106001,191752.66,15,"UNDP"
00047858,2011,"Ethiopia","Reg Bureau for Africa",94000,82785.79,15,"UNDP"
00047859,2010,"Peru","Reg Bur Latin Amer & Carib",37590.98,36967.415,11,"GOB REGARE,PER"
00047859,2011,"Peru","Reg Bur Latin Amer & Carib",2497.26,2347.71,11,"GOB REGARE,PER"
00047865,2010,"Djibouti","Reg Bur for Arab States",90000,85103.03,15,"UNDP"
00047865,2011,"Djibouti","Reg Bur for Arab States",80000,79924.36,15,"UNDP"
00047872,2010,"Prog for Palestinian People","Prog for Palestinian People",5866974.74,4610677.651,1,"DFID,ADA,NOR,EUCOMM,USA,NZE,UNDP"
00047872,2011,"Prog for Palestinian People","Prog for Palestinian People",6097526.16,5855541.0,1,"UNDP,NZE,DFID,ADA,USA,NOR,EUCOMM,EUCOMM"
00047874,2010,"Benin","Reg Bureau for Africa",340000,330086.54,1,"UNDP"
00047874,2011,"Benin","Reg Bureau for Africa",125000,122331.67,1,"UNDP"
00047877,2010,"Peru","Reg Bur Latin Amer & Carib",1697.23,1697.23,13,"MOFACSPAIN"
00047878,2010,"Chile","Reg Bur Latin Amer & Carib",148937.19,106882.73,1,"SEGPRES,UNDP"
00047878,2011,"Chile","Reg Bur Latin Amer & Carib",413666.29,281044.85,1,"SEGPRES,UNDP"
00047880,2010,"Viet Nam","Reg Bureau for Asia & Pacific",6000,3079.42,23,"UNDP"
00047881,2010,"Montenegro","Reg Bur for Europe & CIS",94329,86884.65,23,"Gov of Mon,UNDP,MUN BERANE,CSTI"
00047881,2011,"Montenegro","Reg Bur for Europe & CIS",214422.84,209268.21,23,"CSTI,MUN BERANE,Gov of Mon,UNDP"
00047884,2010,"Sao Tome and Principe","Reg Bureau for Africa",247054.16,203713.62,1,"UNDP"
00047884,2011,"Sao Tome and Principe","Reg Bureau for Africa",111611,47409.54,1,"UNDP"
00047889,2010,"Liberia","Reg Bureau for Africa",372000,330392.652,1,"IBRD"
00047889,2011,"Liberia","Reg Bureau for Africa",35216,35215.99,1,"IBRD"
00047895,2010,"Chile","Reg Bur Latin Amer & Carib",1870228.12,1367603.42,1,"UNDP,MINEDUC,MINEDUC,MINEDUC,MINEDUC"
00047895,2011,"Chile","Reg Bur Latin Amer & Carib",2253835.97,1651434.07,1,"MINEDUC,MINEDUC,MINEDUC,MINEDUC,MINEDUC,UNDP,MINEDUC"
00047898,2010,"Ethiopia","Reg Bureau for Africa",1545212.53,1567512.215,1,"CAN,UKM,NET,UNDP,GER,AUS,BEL,FIN,IRE,JPN,EU,DFID,FIN,GER,ITA,SIDA,AECI,CAN,USA,IBRD,URU,SIDA,AECI,IRE,NET,UKM,SIDA,NET,UKM,AECI,NOR,SWE,USAID,EUCOMM,NET,JICA,GTZ,MOFACSPAIN,DFID,NET,FIN,USA,DFID,SPA,CIDA,IRE,ITA,IRE,EU"
00047898,2011,"Ethiopia","Reg Bureau for Africa",3350901,3137110.67,1,"AUS,FIN,SPA,NET,DFID,DFID,GER,AECI,CAN,NOR,CIDA,USAID,EUCOMM,NET,ITA,IBRD,BEL,JICA,DFID,IRE,NET,UNDP,FIN,EU,CAN,UKM,NET,GER,NET,URU,SIDA,AECI,GTZ,MOFACSPAIN,SIDA,JPN,SWE,USA,EU,FIN,UKM,SIDA,UKM,AECI,IRE,IRE,ITA,IRE"
00047901,2010,"Senegal","Reg Bureau for Africa",603948.67,510645.2,0,"UNDP,ROK,EU,BEL,ITA"
00047901,2011,"Senegal","Reg Bureau for Africa",948823.55,680289.59,0,"EU,BEL,ITA,UNDP,ROK"
00047904,2010,"Syria","Reg Bur for Arab States",636217,567586.11,2,"SYR-MOSAL,UNFPA,EU,UNDP,UNFPA,SYR-MOSAL,UNDP,UNFPA,SYR-MOSAL,SYR-MOSAL,UNFPA"
00047904,2011,"Syria","Reg Bur for Arab States",1292662.94,1139084.58,2,"EU,SYR-MOSAL,EU,UNDP,UNFPA"
00047913,2010,"Egypt","Reg Bur for Arab States",170000,145044.2,0,"EGYPT ICT"
00047913,2011,"Egypt","Reg Bur for Arab States",90000,74973.35,0,"EGYPT ICT"
00047914,2010,"Kosovo","Reg Bur for Europe & CIS",627051.48,623900.66,21,"NET,UNDP,DEN,SWE,GER,LUX"
00047914,2011,"Kosovo","Reg Bur for Europe & CIS",151522.75,103839.72,13,"NET,UNDP,DEN,GER,SWE"
00047915,2010,"Kenya","Reg Bureau for Africa",83350,61997.63,25,"UNDP,SIWI"
00047915,2011,"Kenya","Reg Bureau for Africa",53000,14435.95,25,"SIWI,UNDP"
00047916,2010,"Brazil","Reg Bur Latin Amer & Carib",84642.55,15704.83,13,"AECI"
00047917,2011,"Democratic Republic of Congo","Reg Bureau for Africa",241489.74,50060.62,"","SWE,NOR,SIDA,UNDP,FRA,UKM,DFID,UNDP,GER"
00047920,2010,"Namibia","Reg Bureau for Africa",397139,343634.11,23,"GEFTrustee"
00047920,2011,"Namibia","Reg Bureau for Africa",318115.85,301143.68,23,"GEFTrustee"
00047922,2010,"Namibia","Reg Bureau for Africa",322765.98,311982.42,23,"GEFTrustee"
00047922,2011,"Namibia","Reg Bureau for Africa",128538.84,97426.61,23,"GEFTrustee"
00047928,2010,"Mozambique","Reg Bureau for Africa",677000,125967.16,"","GEFTrustee"
00047928,2011,"Mozambique","Reg Bureau for Africa",405080,403811,"","GEFTrustee"
00047929,2010,"Bhutan","Reg Bureau for Asia & Pacific",45950.45,45797.74,10,"UNDP,BTN_One_UN,UNDP(JPAA)"
00047930,2010,"Zambia","Reg Bureau for Africa",0,4651.16,"","UNDP"
00047935,2010,"Jamaica","Reg Bur Latin Amer & Carib",2,1472.98,17,"UNDP"
00047941,2010,"Uganda","Reg Bureau for Africa",0,17402.74,"","UNEP"
00047941,2011,"Uganda","Reg Bureau for Africa",55393.77,44239.43,"","UNEP"
00047945,2010,"Reg Bur Latin Amer & Carib","Reg Bur Latin Amer & Carib",1,26898.35,1,"UNDP"
00047956,2010,"Ethiopia","Reg Bureau for Africa",414164,291489.65,25,"GEFTrustee"
