"awardID","projectID","donorID","short_descr","long_descr","donor_type_lvl1","donor_type_lvl1_descr","donor_type_lvl3","donor_type_lvl3_descr"
"00058179","00072158","10988","EGY UNFPA","EGY UNITED NATIONS POPULATION FUND","MULTI_AGY","MULTI-LATERAL AGENCY","UNFPA","UN AGENCY 1"
"00058179","00072158","10989","EGY UNWOMN","EGY UNIFEM","MULTI_AGY","MULTI-LATERAL AGENCY","UNIFEM","UN AGENCY 1"
"00058180","00072159","00155","LUX","GOVERNMENT OF LUXEMBOURG","NON_PROG CTY","NON_PROGRAMME COUNTRY","LUX","Luxembourg"
"00058180","00072159","00220","SPA","GOVERNMENT OF SPAIN","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058181","00072160","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058186","00072168","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058190","00072172","00327","GFATM","GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS","MULTI_AGY","MULTI-LATERAL AGENCY","GFATM","UN AGENCY 1"
"00058192","00072174","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058192","00072174","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058194","00072176","00280","EU","EUROPEAN UNION","MULTI_AGY","MULTI-LATERAL AGENCY","MUTLI_AGY2","MULTI-LATERAL AGENCY2"
"00058197","00072179","00187","NOR","GOVERNMENT OF NORWAY","NON_PROG CTY","NON_PROGRAMME COUNTRY","NOR","Norway"
"00058197","00072179","00250","UND","ALLOCATED INTEREST","MULTI_AGY","MULTI-LATERAL AGENCY","UND","UN AGENCY 1"
"00058202","00072193","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058204","00072195","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058204","00072207","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058204","00072209","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058204","00072221","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058204","00072258","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058204","00072209","00187","NOR","GOVERNMENT OF NORWAY","NON_PROG CTY","NON_PROGRAMME COUNTRY","NOR","Norway"
"00058205","00072197","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058205","00072197","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058206","00072198","10159","EUCOMM","EUROPEAN COMMISSION","MULTI_AGY","MULTI-LATERAL AGENCY","MUTLI_AGY2","MULTI-LATERAL AGENCY2"
"00058207","00072204","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058208","00072205","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058208","00072234","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058208","00072236","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058208","00072234","00036","IFAD","INTERNATIONAL FUND FOR AGRICULTURAL DEVE","MULTI_AGY","MULTI-LATERAL AGENCY","IFAD","UN AGENCY 1"
"00058208","00072234","00138","IVC","GOVERNMENT OF COTE D'IVOIRE","PROG CTY","PROGRAMME COUNTRY","CIV","Cote D'Ivoire"
"00058208","00072236","00138","IVC","GOVERNMENT OF COTE D'IVOIRE","PROG CTY","PROGRAMME COUNTRY","CIV","Cote D'Ivoire"
"00058208","00072205","00280","EU","EUROPEAN UNION","MULTI_AGY","MULTI-LATERAL AGENCY","MUTLI_AGY2","MULTI-LATERAL AGENCY2"
"00058209","00072206","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058210","00072211","01682","SEGPRES","CHI-SECRETARIA GENERAL DE LA P","PRIV","PRIVATE SECTOR","PRIV_NATL 1","PRIVATE SECTOR NATIONAL 1"
"00058210","00072211","11385","SEGEGOB","MINISTERIO SEC GRAL DE GOBEIRNO","PROG CTY","PROGRAMME COUNTRY","CHL","Chile"
"00058213","00072216","00327","GFATM","GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS","MULTI_AGY","MULTI-LATERAL AGENCY","GFATM","UN AGENCY 1"
"00058214","00072222","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058214","00072222","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058214","00080032","11234","AusAID","Australian Agency for Int'l Development","NON_PROG CTY","NON_PROGRAMME COUNTRY","AUS","Australia"
"00058215","00072223","10009","MPU","MONTREAL PROTOCOL","MULTI_AGY","MULTI-LATERAL AGENCY","MPU","UN AGENCY 1"
"00058216","00072224","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058216","00072224","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058220","00072237","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058220","00072238","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058220","00072239","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058220","00072240","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058220","00072241","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058220","00072237","00035","UNICEF","UNITED NATIONS CHILDREN'S FUND","MULTI_AGY","MULTI-LATERAL AGENCY","UNICEF","UN AGENCY 1"
"00058220","00072238","00087","COL","GOVERNMENT OF COLOMBIA","PROG CTY","PROGRAMME COUNTRY","COL","Colombia"
"00058220","00072241","00087","COL","GOVERNMENT OF COLOMBIA","PROG CTY","PROGRAMME COUNTRY","COL","Colombia"
"00058220","00072241","00182","NET","GOVERNMENT OF NETHERLANDS","NON_PROG CTY","NON_PROGRAMME COUNTRY","NLD","Netherlands"
"00058220","00072237","00187","NOR","GOVERNMENT OF NORWAY","NON_PROG CTY","NON_PROGRAMME COUNTRY","NOR","Norway"
"00058220","00072237","00296","UN","UNITED NATIONS","MULTI_AGY","MULTI-LATERAL AGENCY","UN","UN AGENCY 1"
"00058220","00072237","00555","SIDA","SWEDISH INT'L DEVELOPMENT COOPERATION","NON_PROG CTY","NON_PROGRAMME COUNTRY","SWE","Sweden"
"00058220","00072238","00555","SIDA","SWEDISH INT'L DEVELOPMENT COOPERATION","NON_PROG CTY","NON_PROGRAMME COUNTRY","SWE","Sweden"
"00058220","00072239","00555","SIDA","SWEDISH INT'L DEVELOPMENT COOPERATION","NON_PROG CTY","NON_PROGRAMME COUNTRY","SWE","Sweden"
"00058220","00072240","00555","SIDA","SWEDISH INT'L DEVELOPMENT COOPERATION","NON_PROG CTY","NON_PROGRAMME COUNTRY","SWE","Sweden"
"00058220","00072241","00555","SIDA","SWEDISH INT'L DEVELOPMENT COOPERATION","NON_PROG CTY","NON_PROGRAMME COUNTRY","SWE","Sweden"
"00058220","00072239","00572","APC","COL-AGENCIA PRESIDENCIAL DE COOPERACION","PROG CTY","PROGRAMME COUNTRY","COL","Colombia"
"00058220","00072240","00572","APC","COL-AGENCIA PRESIDENCIAL DE COOPERACION","PROG CTY","PROGRAMME COUNTRY","COL","Colombia"
"00058220","00072238","00604","ALC.CGENA","COL-ALCALDIA  MAYOR DE CARTAGE","PROG CTY","PROGRAMME COUNTRY","COL","Colombia"
"00058220","00072238","01020","GOB. CESAR","COL-GOBERNACION DEL CESAR","PROG CTY","PROGRAMME COUNTRY","COL","Colombia"
"00058220","00072239","01020","GOB. CESAR","COL-GOBERNACION DEL CESAR","PROG CTY","PROGRAMME COUNTRY","COL","Colombia"
"00058220","00072237","10216","AECI","AG. ESPANOLA DE COOPERACION INT.","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058220","00072238","10216","AECI","AG. ESPANOLA DE COOPERACION INT.","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058220","00072239","10216","AECI","AG. ESPANOLA DE COOPERACION INT.","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058220","00072240","10216","AECI","AG. ESPANOLA DE COOPERACION INT.","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058220","00072241","10216","AECI","AG. ESPANOLA DE COOPERACION INT.","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058220","00072237","11525","REGTOSCANA","REGIONE TOSCANA","NON_PROG CTY","NON_PROGRAMME COUNTRY","ITA","Italy"
"00058223","00072248","10697","MOH-TURKEY","MINISTRY OF HEALTH - TURKEY","PROG CTY","PROGRAMME COUNTRY","TUR","Turkey"
"00058226","00072251","00011","UNDP(UNV)","UNITED NATIONS VOLUNTEERS","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP(UNV)","UN AGENCY 1"
"00058226","00072251","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058226","00072251","10159","EUCOMM","EUROPEAN COMMISSION","MULTI_AGY","MULTI-LATERAL AGENCY","MUTLI_AGY2","MULTI-LATERAL AGENCY2"
"00058229","00072257","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058231","00072266","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058232","00072270","10009","MPU","MONTREAL PROTOCOL","MULTI_AGY","MULTI-LATERAL AGENCY","MPU","UN AGENCY 1"
"00058234","00072272","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058234","00072272","11578","MMA","SUBSECRETARIA DE MEDIO AMBIENTE","PROG CTY","PROGRAMME COUNTRY","CHL","Chile"
"00058235","00072273","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058235","00072273","00045","ALB","GOVERNMENT OF ALBANIA","PROG CTY","PROGRAMME COUNTRY","ALB","Albania"
"00058235","00072273","00280","EU","EUROPEAN UNION","MULTI_AGY","MULTI-LATERAL AGENCY","MUTLI_AGY2","MULTI-LATERAL AGENCY2"
"00058236","00072274","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058241","00072279","10009","MPU","MONTREAL PROTOCOL","MULTI_AGY","MULTI-LATERAL AGENCY","MPU","UN AGENCY 1"
"00058243","00072281","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058243","00072281","00231","SWE","GOVERNMENT OF SWEDEN","NON_PROG CTY","NON_PROGRAMME COUNTRY","SWE","Sweden"
"00058248","00072288","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058248","00072288","00141","JPN","GOVERNMENT OF JAPAN","NON_PROG CTY","NON_PROGRAMME COUNTRY","JPN","Japan"
"00058249","00072289","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058253","00072293","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058253","00072293","00243","TUN","GOVERNMENT OF TUNISIA","PROG CTY","PROGRAMME COUNTRY","TUN","Tunisia"
"00058254","00072294","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058256","00072297","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058259","00072303","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058259","00072303","00231","SWE","GOVERNMENT OF SWEDEN","NON_PROG CTY","NON_PROGRAMME COUNTRY","SWE","Sweden"
"00058262","00072310","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058263","00072313","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058263","00072313","00146","KYR","GOVERNMENT OF KYRGYZSTAN","PROG CTY","PROGRAMME COUNTRY","KGZ","Kyrgyzstan"
"00058263","00072313","10245","OSI","OPEN SOCIETY INSTITUTE","PRIV","PRIVATE SECTOR","PRIV_INTL 1","PRIVATE SECTOR INTERNATIONAL 1"
"00058263","00072313","11363","PBF","MDTFO\JP_Peace_Building_Fund","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058264","00072314","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058266","00072323","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058266","00072323","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058269","00072327","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058270","00072328","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058270","00078269","00141","JPN","GOVERNMENT OF JAPAN","NON_PROG CTY","NON_PROGRAMME COUNTRY","JPN","Japan"
"00058270","00072328","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058273","00072334","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058273","00072335","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058273","00072334","00304","FF","FORD FOUNDATION","PRIV","PRIVATE SECTOR","PRIV_INTL 1","PRIVATE SECTOR INTERNATIONAL 1"
"00058273","00072335","00304","FF","FORD FOUNDATION","PRIV","PRIVATE SECTOR","PRIV_INTL 1","PRIVATE SECTOR INTERNATIONAL 1"
"00058273","00072334","10469","ESP-ACCD","Agencia Catalana de Cooperación al Desar","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058273","00072335","10469","ESP-ACCD","Agencia Catalana de Cooperación al Desar","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058273","00072336","10469","ESP-ACCD","Agencia Catalana de Cooperación al Desar","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058275","00072339","10870","MOFACSPAIN","MIN. OF FOREIGN AFFAIRS & COOPERATION","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058277","00072341","00141","JPN","GOVERNMENT OF JAPAN","NON_PROG CTY","NON_PROGRAMME COUNTRY","JPN","Japan"
"00058277","00078092","00141","JPN","GOVERNMENT OF JAPAN","NON_PROG CTY","NON_PROGRAMME COUNTRY","JPN","Japan"
"00058279","00072344","00137","ITA","GOVERNMENT OF ITALY","NON_PROG CTY","NON_PROGRAMME COUNTRY","ITA","Italy"
"00058280","00072345","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058280","00072345","00035","UNICEF","UNITED NATIONS CHILDREN'S FUND","MULTI_AGY","MULTI-LATERAL AGENCY","UNICEF","UN AGENCY 1"
"00058280","00072345","00250","UND","ALLOCATED INTEREST","MULTI_AGY","MULTI-LATERAL AGENCY","UND","UN AGENCY 1"
"00058282","00072347","00194","PER","GOVERNMENT OF PERU","PROG CTY","PROGRAMME COUNTRY","PER","Peru"
"00058282","00072347","01573","PCM","PER-PRESIDENCIA DEL CONSEJO DE","PROG CTY","PROGRAMME COUNTRY","PER","Peru"
"00058284","00072349","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058285","00072350","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058285","00076973","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058285","00076974","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058285","00076975","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058288","00072355","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058288","00072355","00551","DFID","DEPARTMENT FOR INT'L DEVELOPMENT (DFID)","NON_PROG CTY","NON_PROGRAMME COUNTRY","GBR","United Kingdom"
"00058289","00072356","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058289","00072356","10282","SDC","SWISS AGY FOR DEVELOPMENT & COOPERATION","NON_PROG CTY","NON_PROGRAMME COUNTRY","CHE","Switzerland"
"00058289","00072356","10761","SYR-MIN","SYR MINISTRY OF LOCAL ADMINISTRATION&ENV","PROG CTY","PROGRAMME COUNTRY","SYR","Syrian Arab Republic"
"00058291","00072362","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058294","00072368","11364","MDGF_Confl","MDTFO\JP_MDG-F_Conflict_&_PB","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058295","00072369","00707","C C","TUN-COUR DES COMPTES","OTH","OTHERS","OTH_UND1","OTHERS_UNIDENTIFIED1"
"00058297","00072372","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058297","00072372","00220","SPA","GOVERNMENT OF SPAIN","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058297","00072372","10216","AECI","AG. ESPANOLA DE COOPERACION INT.","NON_PROG CTY","NON_PROGRAMME COUNTRY","ESP","Spain"
"00058298","00072374","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058298","00072374","00232","SWI","GOVERNMENT OF SWITZERLAND","NON_PROG CTY","NON_PROGRAMME COUNTRY","CHE","Switzerland"
"00058298","00072374","00551","DFID","DEPARTMENT FOR INT'L DEVELOPMENT (DFID)","NON_PROG CTY","NON_PROGRAMME COUNTRY","GBR","United Kingdom"
"00058298","00072374","00555","SIDA","SWEDISH INT'L DEVELOPMENT COOPERATION","NON_PROG CTY","NON_PROGRAMME COUNTRY","SWE","Sweden"
"00058298","00072374","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058298","00072374","11112","RMFANorway","Royal Ministry of Foreign Affair, Norway","NON_PROG CTY","NON_PROGRAMME COUNTRY","NOR","Norway"
"00058298","00072374","11234","AusAID","Australian Agency for Int'l Development","NON_PROG CTY","NON_PROGRAMME COUNTRY","AUS","Australia"
"00058300","00072376","00058","BAH","GOVERNMENT OF BAHRAIN","PROG CTY","PROGRAMME COUNTRY","BHR","Bahrain"
"00058300","00072376","11390","General  O","General  Organization  for Youth & Sport","PROG CTY","PROGRAMME COUNTRY","BHR","Bahrain"
"00058301","00072377","11401","FM_AEVAM","MDTFO/JP_FM_Eliminate_Violence","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058303","00072381","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058303","00072381","00141","JPN","GOVERNMENT OF JAPAN","NON_PROG CTY","NON_PROGRAMME COUNTRY","JPN","Japan"
"00058304","00072382","00145","KWT","GOVERNMENT OF KUWAIT","PROG CTY","PROGRAMME COUNTRY","KWT","Kuwait"
"00058307","00072384","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058308","00072385","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058308","00072385","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058311","00072390","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058311","00072442","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058312","00072392","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058313","00072393","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058315","00072395","00145","KWT","GOVERNMENT OF KUWAIT","PROG CTY","PROGRAMME COUNTRY","KWT","Kuwait"
"00058316","00072396","00145","KWT","GOVERNMENT OF KUWAIT","PROG CTY","PROGRAMME COUNTRY","KWT","Kuwait"
"00058318","00072399","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058318","00072399","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058318","00072399","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058319","00072402","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058319","00072402","00092","CVI","GOVERNMENT OF CAPE VERDE","PROG CTY","PROGRAMME COUNTRY","CPV","Cape Verde"
"00058319","00072402","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058320","00072403","01070","GOVT","PAN-GOVT","PROG CTY","PROGRAMME COUNTRY","PAN","Panama"
"00058322","00072408","00555","SIDA","SWEDISH INT'L DEVELOPMENT COOPERATION","NON_PROG CTY","NON_PROGRAMME COUNTRY","SWE","Sweden"
"00058322","00075687","00555","SIDA","SWEDISH INT'L DEVELOPMENT COOPERATION","NON_PROG CTY","NON_PROGRAMME COUNTRY","SWE","Sweden"
"00058323","00072410","10966","GOB REGLIB","PER-GOB.REGIONAL LA LIBERTAD","PROG CTY","PROGRAMME COUNTRY","PER","Peru"
"00058325","00072412","00194","PER","GOVERNMENT OF PERU","PROG CTY","PROGRAMME COUNTRY","PER","Peru"
"00058325","00072412","10966","GOB REGLIB","PER-GOB.REGIONAL LA LIBERTAD","PROG CTY","PROGRAMME COUNTRY","PER","Peru"
"00058327","00072414","10714","UNDP(JPAA)","UNDP AS AA FOR JP PASS THROUGH","MULTI_AGY","MULTI-LATERAL AGENCY","MDTF1","BU"
"00058329","00072416","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058330","00072420","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058332","00072423","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
"00058332","00072423","10003","GEFTrustee","Global Environment Fund Trustee","MULTI_AGY","MULTI-LATERAL AGENCY","GEFTRUSTEE","UN AGENCY 1"
"00058335","00072428","00012","UNDP","UNITED NATIONS DEVELOPMENT PROGRAMME","MULTI_AGY","MULTI-LATERAL AGENCY","UNDP_AGY","UN AGENCY 1"
