"hq_co","bureau","operatingunit","awardID","award_title","award_description","start_date","end_date","institutionid","inst_descr","inst_type","inst_type_descr","fiscal_year","budget","expenditure"
"CO","RBA","MDG","00049753","Promotion de l'Emploi","Elaboration de politiques et stratégies régionales de Promotion de l'Emploi intégrant les droits humains et le genre.","2008-01-01 00:00:00","2011-12-31 00:00:00","01916","NATIONAL EXECUTION","GOV","Gov Counterpart Institution","2011","1","-14366.51"
"CO","RBA","MDG","00049754","Finance Inclusive","Les cadres légal, réglementaire et institutionnel d'intervention des Institutions de Microfinance sont opérationnels et performants","2008-01-01 00:00:00","2011-12-31 00:00:00","01916","NATIONAL EXECUTION","GOV","Gov Counterpart Institution","2011","0","-3758.91"
"CO","RBA","MDG","00049755","Appui à l'Alphabétisation","Mise en place et opérationnalisation des mécanismes d'appui durable des actions d'alphabétisation dans les zones d'intervention","2008-03-21 00:00:00","2011-12-31 00:00:00","01916","NATIONAL EXECUTION","GOV","Gov Counterpart Institution","2011","12804.29","12528.24"
"CO","RBA","MDG","00049756","Appui Urbanisation et Collectivités Territoriales","Appuyer et renforcer les compétences des Communes à être aptes à formuler des programmes locaux de restructuration de quartier et de développement urbain et périurbain","2008-03-21 00:00:00","2011-12-31 00:00:00","01920","UN Centre for Human Settlement","ACY","UN Agency","2011","0","-400058.11"
"CO","RBA","MDG","00050000","Appui au Management de l'Administration Publique","amélioration de la qualité des services publics, utilisation des outils de l'e-gouvernance dans l'Administration et la gestion des affaires publiques, utilisation du système intégré de gestion des ressources humaines de l'Etat","2008-01-01 00:00:00","2011-12-31 00:00:00","01916","NATIONAL EXECUTION","GOV","Gov Counterpart Institution","2011","1","-6.74"
"CO","RBA","MDG","00050167","Programme Conjoint sur la Décentralisation","Programme conjoint sur la Décentralisation","2008-04-01 00:00:00","2011-12-31 00:00:00","01916","NATIONAL EXECUTION","GOV","Gov Counterpart Institution","2011","0","-608.86"
"CO","RBA","MDG","00050237","Appui à la promotion et protection des Droits humains","Opérationnalisation de la commission nationale des droits de ll'Homme et des cliniques juridiques, internalisation des normes internationales, renforcement des capacités d'intervention des réseaux de promotion et de protection des droits humains","2008-04-01 00:00:00","2011-12-31 00:00:00","01916","NATIONAL EXECUTION","GOV","Gov Counterpart Institution","2011","0","5.66"
"CO","RBA","MDG","00050441","Appui à la Société Civile","Mis en place cadre d'échange et de partenariat entre gouvernement et OSCs,mis en place mécanisme pour la fourniture des services sociaux,formation de la société civile et renforcement des capacités en matière de plaidoyer,organisationnelle et technique","2008-06-01 00:00:00","2011-12-31 00:00:00","01916","NATIONAL EXECUTION","GOV","Gov Counterpart Institution","2011","0","16.79"
"CO","RBA","MDG","00050562","Consolidation des acquis à Anjozorobe Angavo","Autonomisation de la gestion du corridor Anjozorobe-Angavo","2008-04-01 00:00:00","2013-12-31 00:00:00","01918","National Execution","GOV","Gov Counterpart Institution","2011","104475","97031.34"
"CO","RBA","MDG","00050714","Tsunami"," ","2008-08-01 00:00:00","2011-12-31 00:00:00","01918","National Execution","GOV","Gov Counterpart Institution","2011","29986.75","-9682.53"
"CO","RBA","MDG","00056842","MDG SUPPORT UNITED NATIONS COORDINATION YEAR 2009","MADAGASCAR SUPPORT UNITED NATIONS COORDINATION YEAR 2009","2009-01-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","62.64"
"CO","RBA","MDG","00056997","Renforcement Capacités Nationales et Locales GRC","Renforcement des capacités nationales et locales en Gestions des risques et catastrophes.","2009-03-09 00:00:00","2013-12-31 00:00:00","01921","UNDP","UND","UNDP","2011","815840.72","788356.71"
"CO","RBA","MDG","00057626","Support for Literacy in Madagascar","Appui à la réduction de l'analphabétisme dans le Sud de Madagascar","2009-04-01 00:00:00","2011-12-31 00:00:00","01918","National Execution","GOV","Gov Counterpart Institution","2011","4434.18","1049.15"
"CO","RBA","MDG","00057671","Mobile Gouvernance","Les avis et aspirations des jeunes sont collectés et traités, et prises en compte dans les politiques de développement.","2009-01-01 00:00:00","2012-03-31 00:00:00","01921","UNDP","UND","UNDP","2011","153194","148787.92"
"CO","RBA","MDG","00058015","Promotion de la production durable d’agrocarburants","Promotion de la production durable d’agrocarburants à Madagascar","2009-07-01 00:00:00","2012-12-31 00:00:00","01918","National Execution","GOV","Gov Counterpart Institution","2011","168425","149548.34"
"CO","RBA","MDG","00058335","Sustainaible Land Management","Stabilisation de la population par une meilleure utilisation des terres dans le Sud de Madagascar","2009-09-25 00:00:00","2014-12-31 00:00:00","01918","National Execution","GOV","Gov Counterpart Institution","2011","315808.81","275058.91"
"CO","RBA","MDG","00058806","Country Co-Financing CS"," ","2009-01-01 00:00:00","2012-12-31 00:00:00","01921","UNDP","UND","UNDP","2011","164088.91","0"
"CO","RBA","MDG","00059652","Gouvernance Economique et Gestion de l'Information","Le Programme a pour but de contribuer à la fourniture d'informations pour éclairer les décisions des parties prenantes pour une meilleure élaboration des stratégies et politiques de développement.","2010-03-31 00:00:00","2013-12-31 00:00:00","01921","UNDP","UND","UNDP","2011","817779","812621.59"
"CO","RBA","MDG","00059663","Droits, Devoirs et Cohésion Sociale","Elaboration stratégie et plan d’actions pour réduction violations majeures droits humains, actes d’incivisme, violences et insécurité","2010-03-31 00:00:00","2013-12-31 00:00:00","01921","UNDP","UND","UNDP","2011","1002910.57","964181.72"
"CO","RBA","MDG","00059664","Education Civique","Promotion de la culture et de la défense des droits humains à l'école","2010-01-01 00:00:00","2011-12-31 00:00:00","01919","PROGRAMME DES NATIONS UNIES PO","UND","UNDP","2011","106982.75","106982.75"
"CO","RBA","MDG","00059666","Autonimisation Femmes Région Atsimo Atsinanana","Autonimisation des Femmes et Filles Meres de la Région Atsimo Atsinanana","2010-03-31 00:00:00","2012-04-30 00:00:00","01921","UNDP","UND","UNDP","2011","116000","116834.97"
"CO","RBA","MDG","00059673","Moyens de Subsistance Durable Lutte Contre la Pauvreté","Amélioration de l’accès des populations, en particulier les groupes vulnérables, aux opportunités et activités génératrices de revenus et d’emplois durables.","2010-04-01 00:00:00","2013-12-31 00:00:00","01921","UNDP","UND","UNDP","2011","1971012.48","1834641.31"
"CO","RBA","MDG","00059823","PIMS 2762 BD FSP: Appui PE3 à Madagascar","Appui à la mise en œuvre du Programme Environnemental Phase 3","2010-03-18 00:00:00","2012-12-31 00:00:00","01921","UNDP","UND","UNDP","2011","1689305.96","1643040.51"
"CO","RBA","MDG","00060040","Programme conjoint SNU EPM","Disposer des informations les plus récentes et les plus fiables en vue de l'élaboration du 3e Rapport de suivi des OMD, afin d'analyser les progrès accomplis et les efforts restant à faire pour tenir les engagements de 2015,","2010-05-14 00:00:00","2011-12-31 00:00:00","01919","PROGRAMME DES NATIONS UNIES PO","UND","UNDP","2011","53251.08","53251.08"
"CO","RBA","MDG","00060679","Programme d'Appui à la Finance Inclusive Madagascar","Amélioration des conditions de vie des populations pauvres et à faibles revenus, par le biais de leur accès aux services financiers de base à travers le renforcement des capacités des différents intervenants du secteur aux plans macro, méso et micro.","2010-07-01 00:00:00","2013-07-31 00:00:00","01921","UNDP","UND","UNDP","2011","552222.71","529971.46"
"CO","RBA","MDG","00060756","Approche Société Toute Entière","Supporter la capacité de préparation des réponses nationales sur les pondémies et autres catastrophes","2010-08-01 00:00:00","2012-09-23 00:00:00","01921","UNDP","UND","UNDP","2011","116160.37","86778.09"
"CO","RBA","MDG","00061027","Managed Resources Protected Area","Madagascar's Network of Managed Resource Protected Areas (MRPA)","2011-01-01 00:00:00","2016-12-31 00:00:00","01918","National Execution","GOV","Gov Counterpart Institution","2011","310481","0"
"CO","RBA","MDG","00061102","Sexual and Gender Based Violence Monitoring","Mise en place d'un mécanisme de suivi des violances sexuelles et basées sur le genre","2010-12-16 00:00:00","2012-03-31 00:00:00","01921","UNDP","UND","UNDP","2011","673698.39","651612.32"
"CO","RBA","MDG","00061523","Renforcement capacités réponses aux urgences","Projet de Renforcement des Capacités de Réponses aux Urgences du Bureau du Coordonnateur Résident","2012-01-01 00:00:00","2012-12-31 00:00:00","01921","UNDP","UND","UNDP","2011","100000","92857.01"
"CO","RBA","MDG","00061811","Participation des femmes aux décisions communautaires","Participation accrue des femmes aux décisions communautaires à travers l'amélioration de l'exercice de leurs droits civils et économiques","2011-06-01 00:00:00","2013-07-31 00:00:00","01921","UNDP","UND","UNDP","2011","144125","50712.28"
"CO","RBA","MLI","00013615","PENRAF","Promotion des Energie Nouvelles Et Renouvelables  pour L'avancement de la Femme","2003-12-15 00:00:00","2012-12-31 00:00:00"," ",,,,"2011","1166220.4","192606.25"
"CO","RBA","MLI","00034369","NAPA","Programme National d'Adaptation aux Changements Climatiques (PANA/NAPA)","2004-10-01 00:00:00","2010-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","4807","4807"
"CO","RBA","MLI","00034641","HYDRO"," ","2004-04-27 00:00:00","2006-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","32.09"
"CO","RBA","MLI","00034958","Renforcement Capacités Environnement","Projet de Renforcement des Capacités de l'Etat et des Collectivités dans le domaine de l'Environnemen (RCENV)","2004-06-07 00:00:00","2010-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","2226","33067.54"
"CO","RBA","MLI","00038027","CTDL","Collectivités Territoriales et Développement Local dans les régions de Tombouctou et de Mopti (CT-DL)","2005-01-01 00:00:00","2012-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","282261.3","148840.19"
"CO","RBA","MLI","00039789","CBREM","Projet de Conservation du Bétail Ruminant Endémique au Mali (CBREM)","2005-04-26 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","35632","4256.33"
"CO","RBA","MLI","00040874","Initiative Pauvrete-Environnement"," ","2005-07-18 00:00:00","2012-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","833596","423795.06"
"CO","RBA","MLI","00041127","PIMS 3584 CC-EA _Mali SCN","Appui à l'Elaboration de la Seconde Communication Natinale du Mali dans le cadre des Changements Climatiques (PIMS 3584 CC-EA _Mali SCN)","2005-08-16 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","64.11"
"CO","RBA","MLI","00042808","VIHSIDA2"," ","2006-01-18 00:00:00","2007-06-30 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","1641","1641"
"CO","RBA","MLI","00044198","Projet des Villages du Millénaire (MV2) - Senegal","Projet de recherche à base communautaire avec comme objectif l’atteinte des 8 OMD dans les autres villages de la Communauté Rurale de Léona","2006-05-24 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO",,,"2011","5045394.18","4171707.84"
"CO","RBA","MLI","00044247","TOURISME"," ","2006-05-31 00:00:00","2007-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","14779","5732.93"
"CO","RBA","MLI","00044507","PCVBG-E","Projet de Conservation et de Valorisation de la Biodiversité du Gourma et des Eléphants (PCVBG-E)","2006-07-05 00:00:00","2012-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","2134","2134"
"CO","RBA","MLI","00044869","CI:FANDC"," ","2007-01-01 00:00:00","2009-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","173","173"
"CO","RBA","MLI","00044991","Development  Learning  Center/DLC"," ","2006-09-05 00:00:00","2009-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","466806","421178.94"
"CO","RBA","MLI","00046252","PIMS1119 - BD - West Africa Endemic Livestock","Projet de Gestion Durable du Bétail Ruminant Endémique en Afrique de l'Ouest (PIMS1119 - Biodiversité  - West Africa Endemic Livestock)","2007-06-29 00:00:00","2016-12-31 00:00:00","02084","UN Office for Project Services","ACY","UN Agency","2011","1099629","996500.09"
"CO","RBA","MLI","00046702","Paix et securité dans le Nord Mali","Programme Gouvernance Partagée de la Paix et de la Sécurité au Mali (PGPSP)","2007-03-07 00:00:00","2012-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","1979067","1440215.84"
"CO","RBA","MLI","00047476","AA4 Renforcement des capacités des acteurs locaux  OMD"," ","2007-06-14 00:00:00","2011-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","547525","662201.37"
"CO","RBA","MLI","00047477","Appui OMD-CSLP"," ","2007-06-14 00:00:00","2009-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","5303","5301"
"CO","RBA","MLI","00047698","Amélioration Gouvernance et lutte contre corruption","Projet d'Appui à l'amélioration de la gouvernance et de la lutte contre la corruption","2007-07-12 00:00:00","2010-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","58638.5","58691.82"
"CO","RBA","MLI","00048245","Appui à l'épanouiss. économ. et socio-polit. de la femme","Projet d'appui à l'épanouissement économique et socio-politique de la femme","2007-10-10 00:00:00","2011-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","395000","356821.98"
"CO","RBA","MLI","00048480","Village du Millénaire Toya MV3"," ","2007-11-14 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","209522.62","15734.52"
"CO","RBA","MLI","00049033","R. C. EXECUTION NATIONALE (CREN)"," ","2008-01-01 00:00:00","2011-03-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","120202","141596.69"
"CO","RBA","MLI","00049035","Renforcement Capacités Assemblée Nationale.","Projet de Renforcement des Capacités de l'Assemblée Nationale (RECAN)","2008-01-09 00:00:00","2013-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","897394","746037.25"
"CO","RBA","MLI","00049036","Renforcement Capacités Section des Comptes","Projet de Renforcement des Capacités de la Section des Comptes ou future Cour des Comptes","2008-01-09 00:00:00","2011-12-31 00:00:00","02077","National Execution","GOV","Gov Counterpart Institution","2011","325000","195786.51"
