hq_co,bureau,operatingunit,awardID,award_title,award_description,start_date,end_date,institutionid,inst_descr,inst_type,inst_type_descr,fiscal_year,budget,expenditure
CO,RBA,CIV,56599,Strengthening National Capacities For Early Recovery,Strengthening Capacities for Early Recovery & Post-Conflict Management in Côte d'Ivoire,2009-01-19 00:00:00,2012-12-31 00:00:00,1625,UNITED NATIONS DEVELOPMENT PRO,UND,UNDP,2011,3621144.91,3432480.3
CO,RBA,CIV,56716,PROJET INTEGRE FISDES,PROJET INTEGRE  DE REHIBILITATION ET DE COHESION SOCIALE FINANCE PAR LE FISDES,2009-02-02 00:00:00,2012-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,538247.11,381831.46
CO,RBA,CIV,57047,RENFORCEMENT FEMME ELUE LOCALE,RENFORCEMENT FEMME ELUE LOCALE,2009-03-17 00:00:00,2013-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,159614,74579.85
CO,RBA,CIV,57219,PROJET DE REHABILITATION DU PARC NATIONAL DE TAÏ,PROJET DE REHABILITATION DES INFRASTRUCTURES TOURISTIQUES ET DE RECHERCHE DU PARC NATIONAL DE TAÏ,2009-04-14 00:00:00,2012-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,280858.77,206254.61
CO,RBA,CIV,58111,Projet d'Appui Emploi Jeune,Le Projet d'Appui aux Initiatives pour l’emploi des jeunes et la cohésion sociale en Côte d’Ivoire s'inscrit dans le cadre du Programme Régional Emploi Jeune et Cohésion Sociale initié par le Bureau Régional du PNUD pour l’Afrique de l’Ouest et du Centre,2009-08-24 00:00:00,2012-12-31 00:00:00,1620,Direct Execution,UND,UNDP,2011,514441.15,496458.22
CO,RBA,CIV,58208,APPUI REDUCTION PAUVRETE/OMD,Appui à la réduction de la pauvreté et à la réalisation des objectifs de developpement du millénaire/OMD,2009-09-01 00:00:00,2013-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,1386666,1224888.27
CO,RBA,CIV,59551,Appui à la Bonne gouvernance,Programme d'Appui à la Bonne gouvernance 2009-2013,2010-03-12 00:00:00,2013-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,435882,430328.08
CO,RBA,CIV,59749,PROJET D'APPUI  A L'ALIMENTATION EN EAU POTABLE,"Le projet d'Appui à la mise en oeuvre du CPAP a pour but de mettre en exergue, les résultats du Programme de Coopération du PNUD 2009-2013 avec le pays, et ainsi sa réponse aux priorités nationales telles que définies dans le document de stratégie de réd",2010-04-15 00:00:00,2012-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,510043.71,441332.66
CO,RBA,CIV,59875,Appui au developpement de semences communautaires-CBSS,Appui au developpement de semences communautaires-CBSS,2010-04-26 00:00:00,2012-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,20000,19544.66
CO,RBA,CIV,60387,Fonds central pour la réponse à la grippe pandémique,Fonds central pour la réponse à la grippe pandémique,2010-05-01 00:00:00,2012-12-31 00:00:00,1625,UNITED NATIONS DEVELOPMENT PRO,UND,UNDP,2011,155619,106465.53
CO,RBA,CIV,62870,PROJET APPUI RETAB/SECU/AUTORITE ETAT/COH SOCIALE,PROJET APPUI RETABLISSEMENT DE LA SECURITE/AUTORITE ETAT/COHESION SOCIALE,2011-10-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,45500,19033.62
CO,RBA,CIV,62901,SUSTAINABLE COCOA INITIATIVE (PHASE1),COte d'Ivoire Sustainable cacao initaitive,2011-08-01 00:00:00,2012-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,115378,0
CO,RBA,CMR,11872,MISE EN OEUVRE ET SUIVI DSRP,APPUI A LA MISE EN OEUVRE ET AU SUIVI EVALUATION DU DSRP,2003-11-01 00:00:00,2010-12-31 00:00:00, ,,,,2011,0,-6989.6
CO,RBA,CMR,35256,Sous-Programme de Reduction de la Pauvreté à la Base,"Le sous-programme apporte une réponse aux efforts de réduction de la pauvreté tel qu'inscrite dans les politiques et stratégies du Gouvernement, à travers une approche multisectorielle.",2004-06-11 00:00:00,2012-12-31 00:00:00,663,UN Office for Project Services,ACY,UN Agency,2011,358381,297707.02
CO,RBA,CMR,42835,Projet d'Evaluation des Partenariats d’Aide au Cameroun,"En préparation au point d'achèvement HIPC et le développement à long terme du Cameroun, un partenariat solide est critique pour que la coopération internationale apporte un appui effectif aux objectifs nationaux pour le développement du pays.",2006-02-01 00:00:00,2012-12-31 00:00:00,654,National Execution,GOV,Gov Counterpart Institution,2011,260500,233782.52
CO,RBA,CMR,43160,Transb Collab for Ecosystem Conservation:Tchabal Mbabo, ,2002-01-01 00:00:00,2011-12-31 00:00:00,663,UN Office for Project Services,ACY,UN Agency,2011,1,-131299.92
CO,RBA,CMR,44155,REHABILITATION SOCIO ECONOMIQUE DE L A ZONE DU LAC NYOS,The objective of the program is to safeguard the lake and rehabilitate the Lake Nyos area.,2006-05-19 00:00:00,2010-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,0,468.01
CO,RBA,CMR,44348,Grippe Aviaire,"L'objectif est d'éviter la survenue de l'épidémie de grippe aviaire dans sle pays et le cas échéant, d'en limiter les conséquences économiques, sanitaires, sociales et psychologiques.",2006-06-13 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,28220,23072.96
CO,RBA,CMR,46596,Changer d’Habitudes – S’Opposer à la Corruption (CHOC),"Ce Programme a pour objectif principal de contribuer à une réduction significative de la corruption au Cameroun à travers un appui à la mise en oeuvre des projets décrits dans la composante ""politique de lutte contre la corruption"" du PNG.",2007-02-24 00:00:00,2013-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,504834.48,414248.36
CO,RBA,CMR,47615,UNCT CAMEROON PROPOSAL FOR ACTION 2, ,2007-07-02 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,30523,0
CO,RBA,CMR,48463,CMB - Opérationnalisation de la Déclaration de Paris, ,2008-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,25993,13950.72
CO,RBA,CMR,48914,Assistance Preparatoire au Projet Elections 2009-2011,"Le présent Projet s'inscrit dans la poursuite de l'appui du PNUD à la nouvelle dynamique en cours au Cameroun, en vue du renforcement des acquis dans le cadre de la modernisation du processus électoral.",2008-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,596495,490455.42
CO,RBA,CMR,49366,Renforcement Capacités Nationales en Droits Humains,Accompagner les autorités camerounaises dans leurs efforts de consolidation de l'Etat de droits et de promotion des droits humains et créer un cadre de protection approprié pour les droits de l'homme.,2008-02-08 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,293758,242962.03
CO,RBA,CMR,49435,Coordination de la mise en oeuvre du Programme Pays,L'objectif principal de ce projet est de renforcer les capacités de la Direction en charge de la Coopération Technique du MINEPAT dans son rôle de coordination du suivi de la mise en œuvre du Programme Pays du PNUD pour la période 2008 - 2012,2008-02-19 00:00:00,2013-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,517206.78,430693.78
CO,RBA,CMR,49535,CApacités Développées et REnforcées en OMDs-CADRE,Le présent projet concourt au développement et au renforcement des capacités nationales dans la lutte contre la pauvreté et la réalisation des OMDs.,2008-02-27 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,401038,338780.8
CO,RBA,CMR,49573,Dynamisation/PMEvéritable vecteur lutte contr la pauvret,"L'objectif principal du présent projet est de renforcer les capacités de gestion des micro et petites entreprises afin de leur permettre d'améliorer leurs performances, d'investir et de créer de la croissance et des emplois.",2008-02-29 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,136822,144798.5
CO,RBA,CMR,51201,HRB Approach to Strengthening Participatory Democracy,"Within the framework of the Project,  women and youths shall know their rights and duties and fully participate in the running of their community and public affairs.",2008-11-18 00:00:00,2012-12-31 00:00:00,654,National Execution,GOV,Gov Counterpart Institution,2011,102425,112695.58
CO,RBA,CMR,56591,Renforcement des Capacités du Secteur de la Microfinance,L’objectif principal du présent projet est de renforcer les capacités du secteur de la microfinance afin d’assurer une offre durable de services financiers  à un nombre croissant de microentrepreneurs  dans le but de réduire la pauvreté.,2009-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,90000,78645.92
CO,RBA,CMR,56592,Renforcement Capacités Gestion de l'Environment,L'objectif global vise l'amélioration de la valorisation et de la sécurisation durable des biens et des services environnementaux.,2009-01-17 00:00:00,2012-12-31 00:00:00,659,UNITED NATIONS DEVELOPMENT PRO,UND,UNDP,2011,250000,250281.39
CO,RBA,CMR,58591,Climate Change Adaptation - Cameroon,This project addresses climate change risks under each of the five AAP global Project outputs.,2009-10-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,1614000,718370.25
CO,RBA,CMR,58731,Assistance for building capacity for social cohesion,"Renforcement de la résistance de la société au niveau local afin de promouvoir une réponse efficace aux crises et un relèvement rapide des catastrophes naturelles ou provoquées par l'homme, ou encore dues à la mondialisation.",2010-01-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,445157.89,393973.58
CO,RBA,CMR,60231,Cameroon Millenium Village Program (CMVP),The program will contribute to the implementation of the growth and employment strategy paper of the Gvt by piloting application at the cluster level and with the MDGs serving as the reference point.,2010-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,1993948.76,2034813.06
CO,RBA,CMR,61485,IFAD ADMINISTRATIVE SUPPORT ACTIVITIES,IFAD ADMINISTRATIVE SUPPORT ACTIVITIES,2011-01-01 00:00:00,2012-01-01 00:00:00,659,UNITED NATIONS DEVELOPMENT PRO,UND,UNDP,2011,444030.39,446911.55
CO,RBA,CMR,61791,Institutional Cap Enhancmt of EIRFORCES,"The present Project aims to enhance the capability of Cameroon to effectively participate in UN and African Union peacekeeping and peace building activities of the International school for security forces (EIFORCES), AWAE, Cameroon",2011-06-01 00:00:00,2012-12-31 00:00:00,654,National Execution,GOV,Gov Counterpart Institution,2011,400022,219557.43
CO,RBA,CMR,62486,Human Rights aspect to HIV/AIDS Response in Cameroon, ,2011-10-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,43500,0
CO,RBA,COD,12245,AIRES PROTEGEES,REHABILITATIONS DES AIRES PROTEGEES EN RDC,2004-01-01 00:00:00,2012-12-31 00:00:00, ,,,,2011,2,-4944.92
CO,RBA,COD,12250,Renforcement des capacités NEX-DEX,Renforcement des capacités NEX-DEX,2003-03-10 00:00:00,2012-12-31 00:00:00, ,,,,2011,1616239.89,1505595.59
CO,RBA,COD,12251,Réconciliation et Dévelpt en ITURI,Projet d'Appui à la Réconciliation et au Développement Communautaires en  Ituri,2004-01-01 00:00:00,2011-12-31 00:00:00, ,,,,2011,58216,31855.06
CO,RBA,COD,12252,Mécanisme de Réponse Rapide,"Mécanisme de Réponse Rapide pour le Désarmement, la Démobilisation et la Réintégration en RDC",2003-05-30 00:00:00,2011-12-31 00:00:00, ,,,,2011,475512.91,401455.39
CO,RBA,COD,12253,Community recovery,"RECONSTRUCTION COMMUNAUTAIRE,  REINTEGRATION DES EX COMBATTANTS ET REDUCTION DES ARMES LEGERES EN RDC",2003-06-15 00:00:00,2011-12-31 00:00:00, ,,,,2011,0,-52417.9
CO,RBA,COD,32149,Support to UN Coordination, ,2004-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,143115.41,115307.95
CO,RBA,COD,33430,Programme centralisé de récupération et recyclage, ,2004-04-16 00:00:00,2011-12-31 00:00:00,942,National Execution,GOV,Gov Counterpart Institution,2011,106608.37,95463.19
CO,RBA,COD,33507,Appui aux Institutions de la Transition, ,2004-03-09 00:00:00,2011-12-31 00:00:00,946,UNDP (Direct Execution),UND,UNDP,2011,0,-1700
CO,RBA,COD,33685,Appui aux Institutions de la Transition, ,2004-03-09 00:00:00,2010-12-31 00:00:00,946,UNDP (Direct Execution),UND,UNDP,2011,5680,0
CO,RBA,COD,33939,Projet Cadre Final pour le Secteur de la Mousse, ,2004-01-01 00:00:00,2011-12-31 00:00:00,949,United Nations Office for Proj,ACY,UN Agency,2011,36055.05,15708.12
CO,RBA,COD,34335,Appui aux Institutions de la Transition, ,2004-03-09 00:00:00,2011-12-31 00:00:00,946,UNDP (Direct Execution),UND,UNDP,2011,0,-479.6
CO,RBA,COD,34956,DDR et initiatives à la base, ,2004-01-01 00:00:00,2004-12-31 00:00:00,946,UNDP (Direct Execution),UND,UNDP,2011,0,-3500
CO,RBA,COD,36621,Fonds Mondial HIV/AIDS, ,2004-10-01 00:00:00,2011-12-31 00:00:00,946,UNDP (Direct Execution),UND,UNDP,2011,1098136.99,395799.03
CO,RBA,COD,36654,Fonds Mondial Malaria, ,2004-10-01 00:00:00,2007-12-31 00:00:00,946,UNDP (Direct Execution),UND,UNDP,2011,0,-3920.1
CO,RBA,COD,36725,Réhabilitation Axe Routier Kisangani-Ubundu, ,2004-09-17 00:00:00,2012-12-31 00:00:00,949,United Nations Office for Proj,ACY,UN Agency,2011,354837.04,131797.04
CO,RBA,COD,36945,PASMIF Microfinance en RDC,Programme d'appui au secteur de la microfinance,2004-11-15 00:00:00,2014-12-31 00:00:00,946,UNDP (Direct Execution),UND,UNDP,2011,1001695,523511.78
CO,RBA,COD,40373,APPUI A LA SECURISATION ELECTORALE EN RDC, ,2005-06-01 00:00:00,2011-12-31 00:00:00,946,UNDP (Direct Execution),UND,UNDP,2011,709991.81,-4449.9
CO,RBA,COD,41509,IFAD Field Presence Pilot Programme in DRC, ,2005-10-04 00:00:00,2010-12-31 00:00:00,946,UNDP (Direct Execution),UND,UNDP,2011,81012.48,78605.52
CO,RBA,COD,43959,DR Congo Joint Programming, ,2006-04-27 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,2913115.26,2331964.55
CO,RBA,COD,45386,GFATM Round 5 Tuberculose, ,2006-10-01 00:00:00,2011-12-31 00:00:00,946,UNDP (Direct Execution),UND,UNDP,2011,9813112.93,3441806.72
CO,RBA,COD,45665,DRC Communication Strategy, ,2006-11-30 00:00:00,2009-12-31 00:00:00,946,UNDP (Direct Execution),UND,UNDP,2011,156091.26,121451.75
